,TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,MVMN_NM,VISIT_MM
0,a_a014262,A03,a014262,자가용,10
1,a_a006728,A03,a006728,자가용,10
2,a_a015745,A02,a015745,대중교통 등,10
3,a_a010544,A03,a010544,자가용,11
4,a_a012058,A03,a012058,대중교통 등,11
5,a_a001826,A03,a001826,자가용,09
6,a_a002687,A03,a002687,자가용,10
7,a_a001405,A03,a001405,대중교통 등,08
8,a_a008173,A01,a008173,대중교통 등,10
9,a_a005503,A01,a005503,대중교통 등,10
10,a_a014026,A03,a014026,대중교통 등,10
11,a_a006743,A01,a006743,자가용,10
12,a_a001240,A01,a001240,자가용,08
13,a_a018188,A01,a018188,,11
14,a_a001129,A01,a001129,대중교통 등,08
15,a_a007389,A03,a007389,,10
16,a_a000024,A03,a000024,대중교통 등,08
17,a_a017969,A03,a017969,,11
18,a_a012188,A03,a012188,대중교통 등,11
19,a_a006668,A03,a006668,자가용,10
20,a_a006714,A03,a006714,대중교통 등,10
21,a_a002989,A03,a002989,자가용,09
22,a_a018209,A03,a018209,,11
23,a_a006101,A01,a006101,대중교통 등,10
24,a_a008209,A01,a008209,자가용,10
25,a_a005593,A01,a005593,대중교통 등,10
26,a_a001157,A03,a001157,대중교통 등,09
27,a_a000637,A01,a000637,자가용,08
28,a_a005806,A01,a005806,대중교통 등,10
29,a_a000277,A01,a000277,대중교통 등,08
30,a_a000428,A01,a000428,자가용,09
31,a_a018074,A01,a018074,,11
32,a_a004431,A01,a004431,대중교통 등,09
33,a_a003282,A03,a003282,자가용,10
34,a_a000307,A03,a000307,자가용,08
35,a_a000980,A03,a000980,자가용,08
36,a_a010475,A02,a010475,대중교통 등,10
37,a_a008206,A01,a008206,대중교통 등,10
38,a_a008349,A01,a008349,대중교통 등,10
39,a_a005195,A03,a005195,,10
40,a_a005824,A03,a005824,자가용,10
41,a_a013871,A01,a013871,대중교통 등,10
42,a_a000286,A03,a000286,자가용,08
43,a_a005562,A03,a005562,대중교통 등,10
44,a_a006278,A01,a006278,,10
45,a_a018134,A01,a018134,,11
46,a_a000618,A01,a000618,대중교통 등,09
47,a_a004497,A03,a004497,자가용,10
48,a_a005182,A01,a005182,,10
49,a_a008024,A03,a008024,,10
50,a_a003352,A03,a003352,대중교통 등,10
51,a_a003024,A01,a003024,대중교통 등,10
52,a_a006065,A02,a006065,대중교통 등,10
53,a_a011533,A02,a011533,대중교통 등,10
54,a_a002251,A03,a002251,대중교통 등,09
55,a_a006371,A02,a006371,대중교통 등,10
56,a_a001954,A03,a001954,자가용,09
57,a_a004399,A03,a004399,자가용,10
58,a_a003305,A01,a003305,대중교통 등,10
59,a_a004307,A03,a004307,,10
60,a_a017685,A01,a017685,,11
61,a_a006833,A03,a006833,대중교통 등,10
62,a_a006260,A03,a006260,자가용,10
63,a_a004223,A03,a004223,대중교통 등,10
64,a_a003779,A03,a003779,대중교통 등,09
65,a_a001955,A03,a001955,자가용,09
66,a_a002761,A03,a002761,자가용,09
67,a_a005650,A03,a005650,,10
68,a_a003697,A03,a003697,자가용,10
69,a_a001244,A02,a001244,자가용,08
70,a_a002245,A02,a002245,대중교통 등,09
71,a_a007884,A03,a007884,자가용,10
72,a_a000877,A01,a000877,대중교통 등,08
73,a_a002159,A01,a002159,자가용,09
74,a_a001226,A02,a001226,대중교통 등,09
75,a_a001595,A03,a001595,자가용,09
76,a_a002056,A03,a002056,자가용,09
77,a_a005324,A01,a005324,대중교통 등,10
78,a_a006674,A03,a006674,자가용,10
79,a_a002737,A03,a002737,자가용,10
80,a_a002979,A01,a002979,대중교통 등,10
81,a_a003599,A03,a003599,자가용,09
82,a_a006656,A03,a006656,,10
83,a_a018000,A01,a018000,,11
84,a_a006976,A03,a006976,자가용,10
85,a_a004818,A03,a004818,자가용,10
86,a_a010193,A02,a010193,대중교통 등,10
87,a_a000822,A03,a000822,자가용,08
88,a_a011614,A01,a011614,대중교통 등,10
89,a_a002410,A02,a002410,대중교통 등,09
90,a_a009817,A01,a009817,대중교통 등,10
91,a_a006410,A03,a006410,대중교통 등,10
92,a_a013672,A03,a013672,자가용,10
93,a_a010301,A01,a010301,자가용,10
94,a_a007878,A03,a007878,자가용,10
95,a_a000714,A03,a000714,자가용,08
96,a_a013867,A03,a013867,대중교통 등,10
97,a_a001264,A01,a001264,자가용,08
98,a_a004178,A03,a004178,자가용,10
99,a_a003426,A03,a003426,자가용,10
100,a_a006562,A03,a006562,자가용,10
101,a_a003901,A03,a003901,자가용,10
102,a_a000780,A03,a000780,자가용,08
103,a_a007436,A02,a007436,대중교통 등,10
104,a_a000342,A03,a000342,자가용,08
105,a_a005139,A01,a005139,,10
106,a_a005193,A03,a005193,,10
107,a_a006750,A03,a006750,자가용,10
108,a_a014948,A01,a014948,대중교통 등,10
109,a_a000056,A03,a000056,대중교통 등,08
110,c_c005920,A03,c005920,대중교통 등,10
111,a_a015245,A03,a015245,자가용,10
112,a_a007424,A03,a007424,자가용,10
113,a_a001623,A01,a001623,자가용,09
114,a_a002426,A03,a002426,자가용,09
115,a_a000924,A01,a000924,자가용,09
116,a_a006636,A01,a006636,대중교통 등,10
117,a_a003715,A03,a003715,대중교통 등,10
118,a_a004767,A03,a004767,자가용,10
119,a_a003666,A01,a003666,대중교통 등,10
120,a_a003517,A03,a003517,자가용,10
121,b_b006889,A01,b006889,대중교통 등,10
122,a_a010333,A03,a010333,자가용,10
123,a_a007533,A01,a007533,대중교통 등,10
124,a_a007370,A03,a007370,,10
125,a_a018006,A01,a018006,,11
126,d_d007564,A03,d007564,대중교통 등,10
127,a_a000018,A03,a000018,자가용,08
128,a_a006045,A02,a006045,,10
129,a_a006026,A03,a006026,,10
130,a_a007941,A03,a007941,,10
131,a_a006184,A01,a006184,자가용,10
132,a_a004282,A01,a004282,,10
133,a_a007058,A01,a007058,자가용,10
134,a_a001730,A03,a001730,자가용,09
135,a_a002704,A01,a002704,자가용,09
136,a_a007351,A03,a007351,,10
137,a_a007894,A03,a007894,자가용,10
138,a_a006799,A03,a006799,자가용,10
139,a_a007322,A03,a007322,,10
140,a_a007399,A03,a007399,,10
141,a_a015109,A03,a015109,대중교통 등,10
142,a_a005458,A03,a005458,자가용,10
143,a_a018008,A03,a018008,,11
144,a_a004519,A03,a004519,자가용,10
145,a_a002782,A01,a002782,대중교통 등,10
146,a_a009615,A02,a009615,대중교통 등,10
147,a_a010365,A03,a010365,자가용,10
148,a_a007194,A03,a007194,,10
149,a_a005302,A01,a005302,대중교통 등,10
150,a_a007264,A03,a007264,,10
151,a_a012085,A03,a012085,대중교통 등,10
152,a_a002004,A03,a002004,자가용,09
153,a_a007138,A03,a007138,대중교통 등,10
154,a_a002652,A03,a002652,자가용,09
155,a_a006263,A03,a006263,자가용,10
156,a_a005705,A01,a005705,대중교통 등,10
157,a_a001927,A01,a001927,대중교통 등,09
158,a_a017915,A03,a017915,,11
159,a_a000503,A01,a000503,대중교통 등,08
160,a_a003653,A03,a003653,자가용,10
161,a_a001532,A02,a001532,대중교통 등,09
162,a_a001107,A03,a001107,자가용,08
163,a_a002155,A03,a002155,대중교통 등,09
164,a_a007348,A01,a007348,,10
165,a_a004683,A03,a004683,,10
166,a_a018147,A03,a018147,,11
167,a_a005095,A01,a005095,자가용,10
168,a_a017957,A03,a017957,,11
169,a_a002219,A01,a002219,대중교통 등,09
170,a_a000407,A01,a000407,대중교통 등,08
171,a_a001677,A01,a001677,대중교통 등,09
172,a_a005702,A01,a005702,자가용,10
173,a_a003372,A03,a003372,자가용,09
174,a_a007100,A03,a007100,대중교통 등,10
175,a_a002722,A03,a002722,대중교통 등,09
176,a_a017480,A03,a017480,자가용,11
177,a_a003643,A01,a003643,대중교통 등,10
178,a_a003229,A03,a003229,자가용,10
179,a_a000942,A03,a000942,자가용,08
180,a_a007607,A01,a007607,,10
181,a_a006002,A01,a006002,,10
182,a_a004093,A03,a004093,자가용,10
183,a_a005397,A03,a005397,자가용,10
184,a_a018046,A03,a018046,,11
185,a_a007866,A03,a007866,대중교통 등,10
186,a_a006719,A01,a006719,대중교통 등,10
187,a_a007017,A01,a007017,대중교통 등,10
188,a_a000030,A01,a000030,대중교통 등,08
189,a_a001998,A03,a001998,대중교통 등,09
190,a_a007658,A01,a007658,대중교통 등,10
191,a_a001866,A01,a001866,자가용,09
192,a_a004417,A03,a004417,자가용,10
193,a_a006134,A03,a006134,자가용,10
194,a_a007924,A03,a007924,,10
195,a_a001039,A03,a001039,자가용,09
196,a_a005845,A01,a005845,대중교통 등,10
197,a_a005246,A03,a005246,자가용,10
198,a_a002276,A03,a002276,자가용,09
199,a_a001278,A03,a001278,자가용,08
200,a_a000600,A02,a000600,대중교통 등,09
201,a_a009947,A02,a009947,대중교통 등,10
202,b_b006351,A03,b006351,자가용,10
203,a_a003244,A01,a003244,대중교통 등,09
204,a_a000100,A01,a000100,대중교통 등,08
205,a_a000386,A03,a000386,자가용,08
206,a_a009643,A01,a009643,대중교통 등,10
207,a_a000647,A01,a000647,대중교통 등,09
208,c_c014246,A02,c014246,,11
209,a_a005038,A01,a005038,자가용,10
210,a_a003164,A03,a003164,자가용,10
211,a_a001080,A01,a001080,대중교통 등,09
212,a_a000635,A01,a000635,대중교통 등,08
213,a_a008109,A03,a008109,대중교통 등,10
214,a_a012091,A01,a012091,대중교통 등,10
215,a_a005603,A01,a005603,대중교통 등,10
216,a_a000196,A01,a000196,대중교통 등,08
217,c_c000072,A03,c000072,자가용,08
218,a_a005899,A03,a005899,자가용,10
219,a_a000469,A01,a000469,대중교통 등,08
220,a_a004092,A03,a004092,자가용,10
221,a_a017256,A01,a017256,대중교통 등,11
222,a_a003274,A03,a003274,대중교통 등,09
223,a_a002616,A01,a002616,대중교통 등,09
224,a_a009629,A03,a009629,자가용,10
225,a_a001187,A02,a001187,대중교통 등,08
226,a_a007219,A01,a007219,,10
227,a_a000573,A03,a000573,대중교통 등,08
228,a_a002726,A01,a002726,대중교통 등,09
229,a_a000655,A01,a000655,자가용,09
230,a_a014171,A03,a014171,자가용,10
231,a_a006725,A01,a006725,대중교통 등,10
232,a_a001500,A02,a001500,자가용,08
233,a_a006020,A03,a006020,,10
234,a_a006638,A01,a006638,대중교통 등,10
235,a_a006254,A03,a006254,자가용,10
236,a_a002830,A02,a002830,자가용,09
237,a_a002239,A01,a002239,자가용,09
238,a_a003135,A03,a003135,자가용,09
239,a_a009427,A03,a009427,대중교통 등,10
240,a_a017942,A03,a017942,,11
241,a_a003449,A01,a003449,대중교통 등,10
242,a_a001283,A03,a001283,대중교통 등,08
243,a_a003822,A03,a003822,대중교통 등,10
244,a_a007415,A03,a007415,,10
245,a_a002037,A01,a002037,대중교통 등,09
246,a_a005258,A03,a005258,자가용,10
247,a_a003965,A03,a003965,대중교통 등,10
248,a_a009595,A01,a009595,대중교통 등,10
249,a_a002270,A03,a002270,자가용,10
250,a_a003994,A01,a003994,자가용,10
251,a_a007936,A03,a007936,,10
252,a_a004171,A03,a004171,자가용,10
253,a_a018220,A03,a018220,,11
254,a_a003692,A03,a003692,자가용,10
255,a_a012482,A01,a012482,대중교통 등,10
256,a_a002604,A03,a002604,자가용,09
257,b_b013622,A03,b013622,,10
258,a_a001702,A03,a001702,자가용,09
259,a_a017555,A03,a017555,,11
260,a_a007414,A01,a007414,,10
261,a_a000104,A01,a000104,대중교통 등,08
262,a_a001296,A01,a001296,자가용,08
263,a_a011113,A01,a011113,대중교통 등,10
264,a_a003345,A03,a003345,대중교통 등,10
265,a_a014032,A03,a014032,대중교통 등,10
266,a_a017667,A01,a017667,,11
267,a_a013785,A03,a013785,자가용,10
268,a_a015114,A01,a015114,대중교통 등,10
269,a_a000124,A01,a000124,대중교통 등,08
270,a_a001447,A01,a001447,자가용,08
271,a_a005969,A03,a005969,자가용,10
272,a_a002209,A01,a002209,대중교통 등,09
273,a_a004771,A03,a004771,대중교통 등,10
274,a_a002668,A03,a002668,자가용,09
275,a_a007192,A03,a007192,,10
276,a_a003309,A03,a003309,대중교통 등,09
277,a_a014374,A03,a014374,자가용,10
278,a_a011873,A01,a011873,대중교통 등,10
279,a_a007603,A02,a007603,,10
280,a_a007267,A01,a007267,,10
281,a_a003144,A01,a003144,대중교통 등,10
282,a_a008052,A01,a008052,,10
283,a_a001736,A03,a001736,자가용,09
284,a_a017889,A01,a017889,,11
285,a_a000797,A03,a000797,자가용,08
286,a_a004637,A01,a004637,대중교통 등,10
287,a_a004915,A03,a004915,대중교통 등,10
288,a_a001492,A01,a001492,자가용,08
289,a_a009822,A03,a009822,대중교통 등,10
290,a_a000898,A01,a000898,대중교통 등,08
291,a_a003370,A03,a003370,자가용,09
292,a_a006463,A03,a006463,자가용,10
293,a_a014518,A03,a014518,자가용,10
294,a_a008580,A03,a008580,자가용,10
295,b_b012272,A01,b012272,자가용,11
296,a_a007144,A02,a007144,대중교통 등,10
297,a_a010137,A01,a010137,자가용,10
298,a_a006575,A01,a006575,대중교통 등,10
299,a_a017871,A03,a017871,,11
300,a_a008115,A01,a008115,대중교통 등,10
301,a_a018155,A01,a018155,,11
302,a_a017959,A03,a017959,,11
303,a_a008616,A03,a008616,자가용,11
304,a_a004611,A03,a004611,자가용,10
305,a_a004227,A01,a004227,대중교통 등,10
306,a_a007929,A01,a007929,,10
307,a_a009775,A03,a009775,자가용,10
308,a_a000260,A03,a000260,자가용,08
309,a_a014409,A03,a014409,자가용,11
310,a_a005215,A03,a005215,자가용,10
311,a_a007378,A01,a007378,,10
312,a_a008446,A01,a008446,대중교통 등,10
313,a_a001805,A01,a001805,자가용,09
314,a_a002378,A01,a002378,대중교통 등,09
315,a_a006001,A03,a006001,,10
316,a_a006545,A01,a006545,,10
317,a_a002758,A01,a002758,대중교통 등,09
318,a_a014894,A03,a014894,자가용,10
319,a_a005644,A03,a005644,,10
320,a_a004970,A03,a004970,자가용,10
321,a_a002019,A01,a002019,대중교통 등,09
322,a_a004288,A03,a004288,,10
323,a_a000605,A03,a000605,자가용,08
324,a_a017822,A03,a017822,,11
325,a_a018225,A03,a018225,,11
326,a_a002530,A01,a002530,대중교통 등,09
327,a_a007727,A03,a007727,자가용,10
328,a_a001931,A03,a001931,대중교통 등,09
329,a_a005190,A03,a005190,,10
330,a_a000975,A01,a000975,대중교통 등,08
331,a_a000788,A01,a000788,대중교통 등,08
332,b_b004636,A03,b004636,자가용,10
333,a_a004071,A01,a004071,대중교통 등,09
334,a_a003399,A03,a003399,대중교통 등,10
335,a_a007418,A03,a007418,,10
336,a_a004501,A02,a004501,자가용,10
337,a_a003949,A03,a003949,자가용,10
338,a_a017805,A03,a017805,,11
339,a_a007928,A03,a007928,,10
340,a_a017812,A02,a017812,,11
341,a_a006632,A03,a006632,자가용,10
342,a_a011091,A02,a011091,대중교통 등,10
343,a_a005176,A03,a005176,,10
344,a_a004868,A03,a004868,대중교통 등,10
345,a_a001316,A01,a001316,대중교통 등,08
346,a_a007240,A03,a007240,,10
347,a_a007106,A02,a007106,자가용,10
348,a_a006985,A03,a006985,대중교통 등,10
349,a_a011541,A03,a011541,자가용,10
350,a_a010436,A03,a010436,자가용,10
351,a_a009760,A01,a009760,대중교통 등,10
352,a_a005701,A03,a005701,자가용,10
353,a_a000181,A01,a000181,대중교통 등,08
354,a_a002034,A03,a002034,대중교통 등,09
355,c_c008854,A01,c008854,,11
356,a_a002105,A03,a002105,대중교통 등,09
357,a_a008018,A01,a008018,,10
358,a_a014715,A01,a014715,대중교통 등,10
359,a_a001657,A03,a001657,자가용,09
360,a_a000265,A01,a000265,자가용,08
361,b_b009669,A03,b009669,대중교통 등,10
362,a_a007234,A03,a007234,,10
363,a_a017939,A03,a017939,,11
364,b_b012022,A02,b012022,대중교통 등,11
365,a_a014619,A01,a014619,대중교통 등,10
366,a_a013865,A01,a013865,자가용,10
367,a_a010202,A03,a010202,자가용,10
368,a_a005366,A03,a005366,자가용,10
369,a_a000789,A01,a000789,대중교통 등,08
370,a_a018236,A03,a018236,,11
371,a_a008116,A01,a008116,대중교통 등,10
372,a_a003435,A03,a003435,자가용,10
373,a_a006448,A03,a006448,자가용,10
374,a_a014214,A03,a014214,대중교통 등,10
375,a_a000901,A03,a000901,자가용,08
376,a_a002468,A03,a002468,자가용,09
377,a_a002167,A01,a002167,대중교통 등,09
378,a_a017689,A03,a017689,,11
379,a_a017926,A01,a017926,,11
380,a_a006143,A03,a006143,대중교통 등,10
381,a_a006837,A03,a006837,자가용,10
382,a_a003621,A01,a003621,대중교통 등,10
383,a_a003445,A01,a003445,대중교통 등,10
384,a_a001573,A03,a001573,자가용,08
385,a_a006989,A02,a006989,자가용,10
386,a_a003798,A03,a003798,자가용,10
387,a_a018217,A01,a018217,,11
388,a_a002011,A01,a002011,대중교통 등,09
389,a_a004780,A03,a004780,자가용,10
390,a_a012102,A03,a012102,자가용,10
391,a_a005059,A01,a005059,대중교통 등,10
392,a_a001271,A01,a001271,대중교통 등,08
393,a_a000369,A03,a000369,자가용,08
394,a_a001778,A03,a001778,자가용,09
395,a_a005493,A03,a005493,자가용,10
396,a_a004788,A01,a004788,자가용,10
397,a_a003803,A03,a003803,자가용,10
398,a_a015340,A03,a015340,자가용,10
399,a_a017661,A03,a017661,,11
400,a_a007655,A03,a007655,,10
401,a_a005619,A03,a005619,,10
402,a_a001070,A03,a001070,대중교통 등,09
403,a_a003117,A03,a003117,자가용,10
404,a_a003510,A03,a003510,대중교통 등,09
405,a_a008721,A03,a008721,자가용,10
406,a_a004279,A03,a004279,,10
407,a_a006965,A03,a006965,대중교통 등,10
408,a_a002008,A03,a002008,자가용,09
409,b_b011059,A03,b011059,,11
410,a_a006808,A01,a006808,,10
411,a_a018096,A03,a018096,,11
412,a_a013936,A03,a013936,대중교통 등,10
413,a_a009413,A03,a009413,자가용,10
414,a_a003709,A03,a003709,자가용,10
415,a_a003308,A03,a003308,자가용,10
416,a_a003546,A03,a003546,대중교통 등,09
417,a_a015335,A01,a015335,대중교통 등,10
418,a_a009439,A03,a009439,자가용,10
419,a_a001612,A03,a001612,대중교통 등,09
420,b_b003330,A03,b003330,자가용,08
421,a_a000728,A01,a000728,자가용,09
422,a_a014688,A02,a014688,대중교통 등,10
423,a_a008090,A01,a008090,대중교통 등,10
424,a_a003068,A01,a003068,대중교통 등,09
425,a_a009655,A03,a009655,자가용,10
426,a_a007602,A03,a007602,,10
427,a_a005832,A02,a005832,자가용,10
428,a_a011212,A03,a011212,대중교통 등,10
429,a_a001627,A01,a001627,대중교통 등,09
430,a_a007280,A03,a007280,,10
431,a_a006054,A03,a006054,자가용,10
432,a_a011248,A03,a011248,대중교통 등,10
433,a_a018132,A03,a018132,,11
434,a_a002841,A03,a002841,자가용,10
435,a_a003947,A03,a003947,대중교통 등,10
436,a_a000221,A03,a000221,자가용,08
437,a_a018036,A01,a018036,,11
438,a_a000884,A03,a000884,자가용,08
439,a_a003242,A01,a003242,대중교통 등,10
440,a_a002202,A01,a002202,자가용,09
441,a_a005693,A01,a005693,자가용,10
442,a_a010415,A03,a010415,자가용,10
443,a_a001308,A03,a001308,자가용,09
444,a_a007127,A03,a007127,자가용,10
445,a_a000933,A03,a000933,대중교통 등,08
446,a_a006280,A02,a006280,,10
447,a_a008007,A03,a008007,,10
448,a_a001509,A02,a001509,대중교통 등,09
449,a_a009466,A03,a009466,자가용,11
450,a_a003374,A03,a003374,자가용,10
451,a_a011531,A03,a011531,자가용,10
452,a_a006401,A03,a006401,자가용,10
453,a_a006998,A03,a006998,대중교통 등,10
454,a_a005677,A03,a005677,,10
455,a_a000189,A03,a000189,대중교통 등,08
456,a_a005417,A02,a005417,대중교통 등,10
457,a_a009627,A01,a009627,자가용,10
458,a_a017753,A03,a017753,,11
459,a_a004933,A03,a004933,자가용,10
460,a_a012194,A01,a012194,대중교통 등,10
461,a_a002010,A02,a002010,자가용,09
462,a_a002585,A03,a002585,자가용,09
463,a_a011587,A03,a011587,자가용,10
464,a_a004208,A03,a004208,자가용,10
465,a_a013695,A01,a013695,대중교통 등,10
466,a_a001898,A02,a001898,대중교통 등,09
467,a_a011803,A01,a011803,대중교통 등,10
468,a_a015319,A02,a015319,대중교통 등,10
469,a_a005205,A01,a005205,,10
470,a_a005135,A03,a005135,,10
471,a_a010285,A03,a010285,대중교통 등,10
472,a_a003487,A02,a003487,대중교통 등,10
473,a_a000544,A03,a000544,대중교통 등,08
474,a_a003291,A03,a003291,자가용,10
475,a_a007026,A03,a007026,자가용,10
476,a_a005492,A02,a005492,자가용,10
477,a_a017683,A03,a017683,,11
478,a_a011190,A01,a011190,대중교통 등,10
479,a_a000116,A01,a000116,대중교통 등,08
480,a_a003124,A03,a003124,대중교통 등,10
481,a_a007027,A03,a007027,대중교통 등,10
482,a_a018049,A01,a018049,,11
483,a_a010072,A01,a010072,자가용,10
484,a_a001978,A02,a001978,대중교통 등,09
485,a_a002662,A01,a002662,대중교통 등,10
486,a_a010456,A03,a010456,대중교통 등,10
487,a_a017858,A03,a017858,,11
488,a_a015373,A03,a015373,자가용,10
489,a_a011616,A03,a011616,자가용,10
490,a_a004305,A01,a004305,,10
491,a_a018224,A03,a018224,,11
492,a_a018116,A03,a018116,,11
493,a_a000864,A03,a000864,자가용,08
494,a_a001464,A03,a001464,자가용,08
495,a_a004308,A03,a004308,,10
496,b_b006538,A01,b006538,자가용,10
497,a_a010287,A01,a010287,대중교통 등,10
498,a_a002640,A02,a002640,대중교통 등,09
499,a_a004348,A03,a004348,대중교통 등,09
500,a_a007079,A03,a007079,대중교통 등,10
501,a_a018162,A02,a018162,,11
502,a_a000097,A01,a000097,자가용,08
503,a_a000136,A01,a000136,대중교통 등,08
504,a_a002666,A03,a002666,자가용,10
505,a_a001516,A03,a001516,자가용,08
506,a_a002192,A03,a002192,자가용,09
507,a_a000019,A02,a000019,대중교통 등,08
508,a_a007205,A01,a007205,,10
509,a_a017538,A03,a017538,,11
510,a_a002425,A01,a002425,자가용,09
511,a_a011646,A03,a011646,자가용,10
512,a_a004008,A03,a004008,자가용,10
513,c_c005343,A01,c005343,,10
514,a_a002494,A01,a002494,대중교통 등,09
515,a_a001305,A03,a001305,자가용,09
516,a_a005285,A02,a005285,대중교통 등,10
517,a_a003848,A01,a003848,대중교통 등,10
518,a_a006590,A01,a006590,대중교통 등,10
519,a_a000491,A01,a000491,자가용,08
520,a_a009411,A03,a009411,자가용,10
521,a_a001282,A03,a001282,자가용,08
522,a_a012173,A01,a012173,대중교통 등,10
523,a_a006712,A03,a006712,자가용,10
524,a_a000051,A03,a000051,대중교통 등,08
525,a_a004807,A03,a004807,자가용,10
526,a_a008049,A03,a008049,,10
527,a_a001892,A01,a001892,자가용,09
528,a_a003320,A03,a003320,자가용,09
529,b_b006838,A03,b006838,자가용,10
530,a_a002205,A03,a002205,대중교통 등,09
531,a_a006803,A03,a006803,대중교통 등,10
532,a_a004547,A01,a004547,자가용,10
533,a_a012357,A01,a012357,대중교통 등,10
534,a_a017991,A03,a017991,,11
535,a_a001981,A01,a001981,자가용,09
536,a_a015346,A03,a015346,자가용,10
537,a_a001810,A01,a001810,자가용,09
538,a_a005748,A01,a005748,대중교통 등,10
539,a_a014057,A03,a014057,자가용,10
540,a_a002165,A03,a002165,대중교통 등,09
541,a_a017814,A01,a017814,,11
542,a_a004088,A03,a004088,자가용,09
543,a_a017808,A03,a017808,,11
544,a_a009766,A03,a009766,자가용,10
545,a_a014461,A01,a014461,대중교통 등,10
546,a_a017844,A03,a017844,,11
547,a_a010215,A03,a010215,대중교통 등,10
548,a_a018011,A03,a018011,,11
549,a_a010009,A01,a010009,대중교통 등,10
550,a_a008060,A03,a008060,자가용,10
551,a_a000706,A01,a000706,대중교통 등,08
552,a_a001199,A03,a001199,자가용,08
553,a_a000485,A02,a000485,대중교통 등,08
554,a_a000212,A02,a000212,대중교통 등,08
555,a_a005158,A03,a005158,,10
556,a_a010127,A03,a010127,자가용,10
557,a_a001584,A03,a001584,대중교통 등,08
558,a_a000050,A01,a000050,대중교통 등,08
559,a_a003750,A03,a003750,대중교통 등,10
560,a_a004696,A01,a004696,대중교통 등,10
561,a_a015295,A03,a015295,자가용,10
562,a_a001483,A01,a001483,대중교통 등,08
563,a_a001130,A03,a001130,자가용,08
564,a_a000982,A01,a000982,자가용,08
565,a_a001949,A01,a001949,대중교통 등,09
566,a_a001216,A01,a001216,자가용,08
567,a_a003156,A03,a003156,자가용,10
568,a_a005986,A03,a005986,대중교통 등,10
569,a_a007290,A03,a007290,,10
570,a_a008044,A01,a008044,,10
571,a_a001971,A01,a001971,대중교통 등,09
572,a_a005956,A03,a005956,대중교통 등,10
573,a_a005485,A03,a005485,자가용,10
574,a_a002091,A03,a002091,자가용,09
575,a_a000820,A03,a000820,자가용,08
576,a_a004420,A03,a004420,자가용,10
577,a_a002701,A03,a002701,자가용,10
578,b_b007021,A01,b007021,자가용,10
579,a_a001352,A01,a001352,대중교통 등,08
580,a_a014301,A03,a014301,대중교통 등,10
581,a_a018221,A03,a018221,,11
582,a_a000978,A03,a000978,대중교통 등,08
583,a_a005487,A03,a005487,자가용,10
584,a_a007180,A01,a007180,자가용,10
585,a_a006449,A02,a006449,자가용,10
586,a_a003694,A01,a003694,대중교통 등,10
587,a_a017989,A03,a017989,,11
588,a_a005643,A03,a005643,,10
589,a_a005675,A03,a005675,,10
590,a_a009740,A01,a009740,대중교통 등,10
591,a_a001295,A03,a001295,자가용,08
592,a_a005994,A01,a005994,,10
593,a_a005616,A01,a005616,,10
594,a_a007333,A01,a007333,,10
595,a_a001428,A03,a001428,자가용,09
596,a_a001699,A03,a001699,대중교통 등,09
597,a_a005992,A03,a005992,,10
598,a_a014856,A03,a014856,자가용,11
599,a_a006352,A03,a006352,자가용,10
600,a_a001350,A01,a001350,대중교통 등,09
601,a_a004909,A03,a004909,자가용,10
602,a_a015837,A01,a015837,대중교통 등,11
603,a_a001123,A03,a001123,자가용,09
604,a_a000506,A01,a000506,대중교통 등,08
605,a_a002679,A03,a002679,자가용,09
606,a_a005962,A03,a005962,대중교통 등,10
607,a_a012127,A01,a012127,대중교통 등,11
608,d_d004639,A01,d004639,자가용,10
609,a_a001082,A03,a001082,자가용,08
610,a_a002713,A01,a002713,자가용,09
611,a_a000172,A01,a000172,대중교통 등,08
612,a_a017687,A03,a017687,,11
613,a_a010237,A03,a010237,자가용,10
614,a_a000824,A01,a000824,대중교통 등,09
615,a_a006232,A03,a006232,자가용,10
616,a_a018002,A01,a018002,,11
617,a_a013608,A02,a013608,자가용,10
618,a_a001421,A03,a001421,자가용,08
619,a_a007167,A03,a007167,대중교통 등,10
620,a_a014835,A01,a014835,자가용,10
621,a_a012155,A03,a012155,자가용,10
622,a_a017831,A02,a017831,,11
623,a_a007408,A01,a007408,,10
624,a_a001079,A01,a001079,대중교통 등,08
625,a_a000891,A03,a000891,자가용,08
626,a_a006457,A01,a006457,자가용,10
627,a_a007309,A03,a007309,,10
628,a_a006557,A03,a006557,대중교통 등,10
629,a_a001982,A01,a001982,대중교통 등,09
630,a_a002756,A03,a002756,자가용,09
631,a_a017998,A01,a017998,,11
632,a_a010010,A03,a010010,자가용,10
633,a_a001311,A03,a001311,대중교통 등,08
634,a_a007609,A03,a007609,,10
635,a_a017943,A02,a017943,,11
636,a_a018126,A03,a018126,,11
637,a_a014164,A03,a014164,자가용,10
638,a_a001608,A01,a001608,대중교통 등,09
639,a_a002509,A03,a002509,대중교통 등,09
640,a_a006835,A03,a006835,대중교통 등,10
641,a_a009424,A02,a009424,대중교통 등,10
642,a_a000520,A03,a000520,자가용,08
643,a_a006709,A03,a006709,자가용,10
644,a_a003430,A03,a003430,자가용,10
645,a_a006679,A01,a006679,대중교통 등,10
646,a_a012198,A01,a012198,대중교통 등,10
647,a_a018068,A03,a018068,,11
