,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,TRAVEL_PURPOSE,TRAVEL_MISSION
0,3438,a_a015688,a015688,프로방스마을,경기 파주시 탄현면 성동리 82-1,60.0,7,1.0,4.0,4.0,4.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;
1,3621,a_a015688,a015688,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,150.0,7,0.0,4.0,4.0,3.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;
2,1070,a_a015688,a015688,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,90.0,4,1.0,5.0,5.0,5.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;
3,3059,a_a015688,a015688,지혜의숲,경기 파주시 문발동 524-3,30.0,3,1.0,5.0,5.0,5.0,10,A03,대중교통 등,4,2,6,5,6,6,1.0,0.0,0.0,6;1;,6;1;
4,823,a_a000491,a000491,더현대서울,서울 영등포구 여의도동 22,180.0,4,0.0,5.0,5.0,5.0,08,A01,자가용,4,4,4,4,5,7,2.0,0.0,0.0,1;22;23;6;,1;22;23;6;
5,1754,a_a000491,a000491,세종문화회관,서울 종로구 세종로 81-3,60.0,3,0.0,5.0,5.0,5.0,08,A01,자가용,4,4,4,4,5,7,2.0,0.0,0.0,1;22;23;6;,1;22;23;6;
6,3546,a_a000491,a000491,한식문화공간이음,서울 종로구 재동 54-5,60.0,13,0.0,5.0,5.0,5.0,08,A01,자가용,4,4,4,4,5,7,2.0,0.0,0.0,1;22;23;6;,1;22;23;6;
7,185,a_a000172,a000172,강릉중앙시장,강원 강릉시 성남동 50,30.0,4,0.0,4.0,4.0,4.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
8,3234,a_a000172,a000172,코엑스 아쿠아리움,서울 강남구 삼성동 159,120.0,6,0.0,4.0,4.0,4.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
9,1118,a_a000172,a000172,망원시장,서울 마포구 망원동 403-6,30.0,4,0.0,3.0,3.0,3.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
10,1061,a_a000172,a000172,롯데월드타워,서울 송파구 신천동 29,60.0,13,0.0,4.0,3.0,4.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
11,1064,a_a000172,a000172,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,4.0,4.0,4.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
12,1060,a_a000172,a000172,롯데월드아쿠아리움,서울 송파구 신천동 29,120.0,6,0.0,4.0,4.0,5.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
13,1438,a_a000172,a000172,브릭캠퍼스 강릉,강원 강릉시 견소동 265-1,60.0,6,0.0,4.0,2.0,2.0,08,A01,대중교통 등,7,1,7,7,2,4,1.0,0.0,0.0,2;6;,2;
14,3124,a_a000554,a000554,청계천,서울 종로구 서린동 148,60.0,7,0.0,4.0,4.0,4.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;
15,968,a_a000554,a000554,러쉬 롯데백화점 본점,서울 중구 남대문로2가 123,30.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;
16,3578,a_a000554,a000554,해피씨어터,서울 종로구 동숭동 1-60,120.0,3,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;
17,406,a_a000554,a000554,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;
18,829,a_a000554,a000554,덕수궁,서울 중구 정동 5-1,60.0,2,0.0,5.0,5.0,5.0,08,A01,대중교통 등,6,1,4,6,3,2,2.0,0.0,0.0,1;3;6;7;,1;3;6;7;
19,1499,a_a005195,a005195,삼송역 3호선,경기 고양시 덕양구 삼송동 18-5,0.0,7,0.0,3.0,2.0,3.0,10,A03,,3,5,1,5,5,2,1.0,0.0,0.0,4;21;28;,4;21;28;
20,314,a_a005195,a005195,고양누리길 서삼릉누리길,경기 고양시 덕양구 원당동,120.0,7,0.0,3.0,3.0,3.0,10,A03,,3,5,1,5,5,2,1.0,0.0,0.0,4;21;28;,4;21;28;
21,2990,a_a004298,a004298,제부도 워터워크,경기 화성시 서신면 송교리 377-46,0.0,2,0.0,2.0,3.0,3.0,10,A03,,2,2,4,3,5,6,2.0,0.0,0.0,12;2;22;,12;2;22;
22,2992,a_a004298,a004298,제부도해수욕장,경기 화성시 서신면 제부리,30.0,1,1.0,4.0,4.0,4.0,10,A03,,2,2,4,3,5,6,2.0,0.0,0.0,12;2;22;,12;2;22;
23,1676,a_a004298,a004298,서해랑 제부도해상케이블카 전곡정류장,경기 화성시 서신면 장외리 618-12,90.0,6,0.0,4.0,4.0,4.0,10,A03,,2,2,4,3,5,6,2.0,0.0,0.0,12;2;22;,12;2;22;
24,2670,a_a018121,a018121,의정부제일시장,경기 의정부시 의정부동 160,60.0,4,0.0,5.0,5.0,5.0,11,A03,,3,2,3,3,6,4,1.0,0.0,0.0,21;22;24;,21;22;24;
25,2668,a_a018121,a018121,의정부역 행복로,경기 의정부시 의정부동 195-17,60.0,4,1.0,4.0,4.0,4.0,11,A03,,3,2,3,3,6,4,1.0,0.0,0.0,21;22;24;,21;22;24;
26,823,a_a003810,a003810,더현대서울,서울 영등포구 여의도동 22,90.0,3,0.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;
27,823,a_a003810,a003810,더현대서울,서울 영등포구 여의도동 22,60.0,7,0.0,5.0,5.0,5.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;
28,1692,a_a003810,a003810,석촌호수 동호,서울 송파구 신천동 32,30.0,1,0.0,2.0,3.0,3.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;
29,1693,a_a003810,a003810,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,5.0,4.0,4.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;
30,2566,a_a003810,a003810,원효대교북단교차로,서울 용산구 이촌동,90.0,8,0.0,2.0,1.0,3.0,10,A01,자가용,4,3,2,3,5,7,2.0,0.0,0.0,22;27;4;9;,22;27;4;9;
31,258,a_a000537,a000537,경복궁,서울 종로구 세종로 1-91,30.0,2,1.0,3.0,3.0,3.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;
32,415,a_a000537,a000537,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,4.0,4.0,3.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;
33,2132,a_a000537,a000537,아트스페이스 이색,서울 종로구 안국동 159-2,0.0,3,0.0,3.0,3.0,2.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;
34,490,a_a000537,a000537,국립현대미술관 서울관 아트샵,,0.0,3,1.0,5.0,5.0,5.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;
35,489,a_a000537,a000537,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,1.0,5.0,4.0,5.0,09,A01,자가용,2,1,3,1,3,6,1.0,0.0,0.0,1;22;24;4;6;,1;22;24;4;6;
36,213,a_a002400,a002400,갤러리아백화점 타임월드점,대전 서구 둔산동 1038,30.0,4,1.0,3.0,3.0,3.0,09,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,1;22;,1;22;
37,3787,a_a002400,a002400,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,4.0,4.0,4.0,09,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,1;22;,1;22;
38,1881,a_a002400,a002400,수원영동시장,경기 수원시 팔달구 영동 8,30.0,4,0.0,4.0,5.0,5.0,09,A03,자가용,5,4,2,5,3,4,2.0,0.0,0.0,1;22;,1;22;
39,2906,a_a003071,a003071,자라섬재즈페스티벌,경기 가평군 가평읍 달전리 27,390.0,8,1.0,4.0,3.0,3.0,10,A03,자가용,2,2,6,6,2,2,2.0,0.0,0.0,21;22;5;9;,21;22;5;9;
40,3156,a_a003071,a003071,청평호,경기 가평군 설악면 사룡리,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,2,6,6,2,2,2.0,0.0,0.0,21;22;5;9;,21;22;5;9;
41,2092,a_a005705,a005705,아모레퍼시픽미술관,서울 용산구 한강로2가 424,60.0,3,0.0,4.0,3.0,4.0,10,A01,대중교통 등,1,1,3,1,6,6,3.0,0.0,0.0,22;4;,22;4;
42,1489,a_a005705,a005705,삼각백빈건널목,서울 용산구 한강로3가 40-1007,60.0,4,1.0,4.0,4.0,4.0,10,A01,대중교통 등,1,1,3,1,6,6,3.0,0.0,0.0,22;4;,22;4;
43,1746,a_a000658,a000658,세운전자상가,서울 종로구 장사동 116-4,0.0,2,0.0,4.0,2.0,3.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;
44,3124,a_a000658,a000658,청계천,서울 종로구 서린동 148,30.0,1,1.0,4.0,5.0,4.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;
45,2787,a_a000658,a000658,익선동 골목,,30.0,7,0.0,4.0,4.0,4.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;
46,2549,a_a000658,a000658,운현궁,서울 종로구 운니동 114-10,30.0,2,0.0,4.0,4.0,4.0,09,A01,자가용,6,4,2,4,6,2,2.0,0.0,0.0,1;23;4;,1;23;4;
47,2107,a_a017794,a017794,아차산 4보루,경기 구리시 아천동 52-2,30.0,1,0.0,5.0,5.0,5.0,11,A03,,1,2,1,2,7,5,1.0,0.0,0.0,28;,28;
48,2111,a_a017794,a017794,아차산큰바위얼굴,경기 구리시 아천동,30.0,1,0.0,5.0,5.0,5.0,11,A03,,1,2,1,2,7,5,1.0,0.0,0.0,28;,28;
49,293,a_a017794,a017794,고구려대장간마을,경기 구리시 아천동 316-47,30.0,7,0.0,5.0,5.0,5.0,11,A03,,1,2,1,2,7,5,1.0,0.0,0.0,28;,28;
50,615,a_a003557,a003557,남도꽃정원,경기 가평군 가평읍 달전리 산 5-5,30.0,1,0.0,4.0,4.0,3.0,10,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,21;22;26;6;9;,21;22;26;6;9;
51,154,a_a003557,a003557,가평잣고을시장,경기 가평군 가평읍 읍내리 405,30.0,4,0.0,4.0,3.0,3.0,09,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,21;22;26;6;9;,21;22;26;6;9;
52,675,a_a003557,a003557,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,1.0,4.0,5.0,5.0,09,A03,자가용,2,1,2,2,1,7,3.0,1.0,0.0,21;22;26;6;9;,21;22;26;6;9;
53,1610,a_a004696,a004696,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;
54,13,a_a004696,a004696,29CM SEONGSU,서울 성동구 성수동2가 302-4,30.0,4,0.0,4.0,4.0,3.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;
55,1610,a_a004696,a004696,서울숲,서울 성동구 성수동1가 678-1,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;
56,2067,a_a004696,a004696,쎈느,서울 성동구 성수동2가 314-2,30.0,4,0.0,4.0,2.0,4.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;
57,80,a_a004696,a004696,LCDC서울,서울 성동구 성수동2가 275-28,30.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,3,6,4,3,6,6,2.0,0.0,0.0,1;22;26;4;6;,1;22;26;4;6;
58,1136,a_a002054,a002054,메가박스 의정부민락,경기 의정부시 민락동 813-4,180.0,3,0.0,5.0,5.0,5.0,09,A03,자가용,2,4,2,4,4,6,2.0,0.0,0.0,1;2;22;8;,1;2;22;8;
59,3414,a_a002054,a002054,포천아트밸리,경기 포천시 신북면 기지리 282,30.0,1,1.0,4.0,4.0,4.0,09,A03,자가용,2,4,2,4,4,6,2.0,0.0,0.0,1;2;22;8;,1;2;22;8;
60,2113,a_a002345,a002345,아침고요수목원,경기 가평군 상면 행현리 623-3,120.0,1,1.0,5.0,5.0,5.0,09,A03,자가용,1,4,4,4,4,3,3.0,0.0,0.0,21;8;,21;8;
61,918,a_a000087,a000087,두타.밀리오레,서울특별시 중구 을지로6가,60.0,4,1.0,5.0,5.0,5.0,08,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,1;23;6;,1;
62,42,a_a000087,a000087,CGV 용산아이파크몰,서울 용산구 한강로3가 40-999,330.0,3,0.0,5.0,5.0,5.0,08,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,1;23;6;,1;
63,1085,a_a000087,a000087,마로니에공원,서울 종로구 동숭동 1-124,150.0,1,1.0,5.0,5.0,5.0,08,A01,자가용,4,1,1,4,2,4,3.0,1.0,0.0,1;23;6;,1;
64,627,a_a014858,a014858,남산공원,서울 중구 예장동 산 5-6,120.0,1,0.0,4.0,3.0,4.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,4;1;9;23;27;26;24;,4;1;9;23;27;26;24;
65,2700,a_a014858,a014858,이마트 수서점,서울 강남구 수서동 724,30.0,4,0.0,5.0,5.0,5.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,4;1;9;23;27;26;24;,4;1;9;23;27;26;24;
66,2489,a_a014858,a014858,용리단길,서울 용산구 한강로2가 412,30.0,4,0.0,3.0,3.0,4.0,11,A01,대중교통 등,5,1,4,4,2,7,2.0,0.0,0.0,4;1;9;23;27;26;24;,4;1;9;23;27;26;24;
67,1363,a_a000949,a000949,봄날아트홀,서울 종로구 동숭동 1-153,90.0,3,0.0,4.0,4.0,4.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
68,2324,a_a000949,a000949,여의도한강공원,서울 영등포구 여의도동 85,120.0,1,0.0,3.0,2.0,3.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
69,1349,a_a000949,a000949,보신각터,서울 종로구 관철동 45-5,30.0,2,0.0,3.0,3.0,3.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
70,2256,a_a000949,a000949,언더스탠드에비뉴,,30.0,4,0.0,2.0,2.0,2.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
71,414,a_a000949,a000949,광화문,서울 종로구 세종로 1-58,60.0,2,0.0,4.0,4.0,4.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
72,3124,a_a000949,a000949,청계천,서울 종로구 서린동 148,30.0,7,0.0,4.0,4.0,4.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
73,1616,a_a000949,a000949,서울숲공원 가족마당 무신사 패선 전시회,,120.0,3,0.0,5.0,5.0,5.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
74,1610,a_a000949,a000949,서울숲,서울 성동구 성수동1가 678-1,30.0,1,0.0,3.0,3.0,3.0,09,A01,대중교통 등,3,2,2,6,6,6,3.0,0.0,0.0,1;3;7;,1;3;7;
75,1461,a_a007960,a007960,빈티지패션팩토리 용인본점,경기 용인시 처인구 모현읍 일산리 48-4,30.0,4,0.0,3.0,2.0,2.0,10,A03,,4,2,6,2,2,5,1.0,0.0,0.0,9;,9;
76,1354,a_a007960,a007960,보정동카페거리,경기 용인시 기흥구 보정동 1344,150.0,4,0.0,5.0,5.0,5.0,10,A03,,4,2,6,2,2,5,1.0,0.0,0.0,9;,9;
77,2265,a_a003441,a003441,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,120.0,6,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
78,2268,a_a003441,a003441,에버랜드 로스트밸리,경기 용인시 처인구 포곡읍 전대리 482,60.0,6,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
79,2276,a_a003441,a003441,에버랜드 정문,경기 용인시 처인구 포곡읍 유운리 551-11,60.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
80,2273,a_a003441,a003441,에버랜드 아마존익스프레스,경기 용인시 처인구 포곡읍 전대리 506,90.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
81,606,a_a003441,a003441,난지한강공원,서울 마포구 상암동 495-72,60.0,1,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
82,2270,a_a003441,a003441,에버랜드 매직타임레스토랑,경기 용인시 처인구 포곡읍 전대리 546-118,60.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
83,1966,a_a003441,a003441,스타필드 고양,경기 고양시 덕양구 동산동 370,210.0,4,1.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
84,2266,a_a003441,a003441,에버랜드 T익스프레스,경기 용인시 처인구 포곡읍 전대리 310,30.0,6,1.0,5.0,4.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
85,3405,a_a003441,a003441,포메인 에버랜드직영점,경기 용인시 처인구 포곡읍 전대리 310,60.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,1,7,2,7,7,3.0,0.0,0.0,1;2;3;5;6;,1;2;3;5;6;
86,2324,a_a014835,a014835,여의도한강공원,서울 영등포구 여의도동 85,90.0,1,0.0,4.0,3.0,4.0,11,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,2;4;6;7;9;,2;4;6;7;9;
87,1148,a_a014835,a014835,명동거리,서울 중구 명동2가,60.0,4,1.0,3.0,3.0,3.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,2;4;6;7;9;,2;4;6;7;9;
88,636,a_a014835,a014835,남산타워,,60.0,13,0.0,3.0,3.0,3.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,2;4;6;7;9;,2;4;6;7;9;
89,2776,a_a014835,a014835,"이태원거리, 롯데월드타워몰",서울 용산구 이태원동 119-23,30.0,4,1.0,1.0,1.0,1.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,2;4;6;7;9;,2;4;6;7;9;
90,1054,a_a014835,a014835,롯데월드,서울 송파구 잠실동 40-1,120.0,6,1.0,3.0,3.0,3.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,2;4;6;7;9;,2;4;6;7;9;
91,701,a_a014835,a014835,논현먹자골목,,30.0,4,1.0,4.0,5.0,5.0,10,A01,자가용,4,4,1,4,7,4,2.0,0.0,0.0,2;4;6;7;9;,2;4;6;7;9;
92,3347,a_a001321,a001321,파주프리미엄아울렛,경기 파주시 탄현면 법흥리 1790-8,240.0,4,0.0,4.0,4.0,4.0,08,A03,자가용,2,2,2,5,2,6,2.0,0.0,0.0,1;28;,1;28;
93,3621,a_a001321,a001321,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,60.0,7,0.0,5.0,5.0,4.0,08,A03,자가용,2,2,2,5,2,6,2.0,0.0,0.0,1;28;,1;28;
94,2059,a_a001321,a001321,심학산둘레길,경기 파주시 동패동 산 284-10,60.0,7,0.0,4.0,4.0,4.0,08,A03,자가용,2,2,2,5,2,6,2.0,0.0,0.0,1;28;,1;28;
95,911,a_a001382,a001382,두물머리,경기 양평군 양서면 양수리,120.0,1,0.0,4.0,4.0,4.0,08,A03,자가용,4,4,3,4,5,5,2.0,0.0,0.0,22;,22;
96,270,a_a008269,a008269,경의선책거리,서울 마포구 동교동 190-1,30.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
97,886,a_a008269,a008269,"동묘공원, 동대문역사문화공원 가는길",,30.0,1,0.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
98,75,a_a008269,a008269,KT&G상상마당 홍대,서울 마포구 서교동 367-5,30.0,3,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
99,2471,a_a008269,a008269,올리브영 신촌타운점,서울 서대문구 창천동 18-30,0.0,4,0.0,4.0,3.0,1.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
100,2287,a_a008269,a008269,에이랜드 홍대점,서울 마포구 서교동 357-5,30.0,4,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
101,3124,a_a008269,a008269,청계천,서울 종로구 서린동 148,60.0,7,0.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
102,712,a_a008269,a008269,뉴뉴,서울 중구 신당동 204-1,30.0,4,0.0,4.0,3.0,2.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
103,2286,a_a008269,a008269,에이랜드 잠실점,서울 송파구 신천동 29,30.0,4,0.0,4.0,3.0,2.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
104,3470,a_a008269,a008269,필름포럼,서울 서대문구 대신동 85-1,120.0,3,0.0,4.0,4.0,5.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
105,632,a_a008269,a008269,남산서울타워,서울 용산구 용산동2가 산 1-3,90.0,7,1.0,4.0,4.0,5.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
106,426,a_a008269,a008269,교보문고 광화문점,서울 종로구 세종로 119,60.0,4,0.0,4.0,3.0,4.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
107,1061,a_a008269,a008269,롯데월드타워,서울 송파구 신천동 29,90.0,13,1.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
108,2288,a_a008269,a008269,에이에이플레이스,서울 마포구 동교동 163-20,30.0,4,0.0,4.0,3.0,3.0,10,A01,대중교통 등,6,2,2,2,6,5,1.0,0.0,0.0,1;4;22;6;24;27;,1;4;22;6;24;27;
109,2637,a_a014022,a014022,율동공원,경기 성남시 분당구 율동 318,180.0,1,1.0,5.0,5.0,5.0,10,A01,자가용,1,1,4,5,2,6,1.0,0.0,0.0,1;5;6;7;9;,1;5;6;7;9;
110,823,a_a014022,a014022,더현대서울,서울 영등포구 여의도동 22,180.0,4,0.0,5.0,5.0,5.0,10,A01,자가용,1,1,4,5,2,6,1.0,0.0,0.0,1;5;6;7;9;,1;5;6;7;9;
111,1120,a_a000567,a000567,망원한강공원,서울 마포구 망원동 205-4,30.0,1,0.0,4.0,4.0,4.0,09,A03,대중교통 등,4,2,2,4,2,7,2.0,0.0,0.0,10;23;,10;23;
112,575,a_a000567,a000567,나라셀라 롯데백화점 잠실점,,0.0,4,0.0,4.0,4.0,3.0,09,A03,대중교통 등,4,2,2,4,2,7,2.0,0.0,0.0,10;23;,10;23;
113,2441,a_a004296,a004296,오이도 빨강등대,경기 시흥시 정왕동 2043,30.0,7,0.0,4.0,4.0,4.0,10,A02,,1,2,2,3,1,4,2.0,0.0,0.0,21;24;6;,21;24;6;
114,2003,a_a004296,a004296,시흥오이도박물관,경기 시흥시 정왕동 2202-6,30.0,2,0.0,4.0,4.0,4.0,10,A02,,1,2,2,3,1,4,2.0,0.0,0.0,21;24;6;,21;24;6;
115,3113,a_a004263,a004263,철원한탄강 주상절리길,강원 철원군 갈말읍 군탄리 산 78-2,150.0,1,0.0,4.0,4.0,4.0,10,A03,자가용,1,2,6,6,6,6,3.0,1.0,0.0,1;11;2;21;27;,1;11;2;21;27;
116,2885,a_a004263,a004263,임진각관광지,경기 파주시 문산읍 마정리 1198-1,540.0,3,0.0,4.0,4.0,4.0,10,A03,자가용,1,2,6,6,6,6,3.0,1.0,0.0,1;11;2;21;27;,1;11;2;21;27;
117,306,a_a004263,a004263,고석정꽃밭,강원 철원군 동송읍 장흥리 10-2,210.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,1,2,6,6,6,6,3.0,1.0,0.0,1;11;2;21;27;,1;11;2;21;27;
118,2438,a_a011900,a011900,오이도,경기 시흥시 정왕동 1073,60.0,1,1.0,4.0,5.0,4.0,11,A03,자가용,4,4,4,4,4,4,1.0,0.0,0.0,3;5;,3;5;
119,2453,a_a011900,a011900,옥구공원,경기 시흥시 정왕동 2138,150.0,1,1.0,5.0,5.0,5.0,11,A03,자가용,4,4,4,4,4,4,1.0,0.0,0.0,3;5;,3;5;
120,1529,a_a011900,a011900,생명의나무전망대+빨간등대,경기 시흥시 정왕동 2043,60.0,1,1.0,5.0,5.0,5.0,11,A03,자가용,4,4,4,4,4,4,1.0,0.0,0.0,3;5;,3;5;
121,2995,a_a002193,a002193,제이드가든수목원,강원 춘천시 남산면 서천리 산 111,210.0,1,0.0,5.0,4.0,5.0,09,A03,자가용,3,1,6,3,2,6,3.0,0.0,0.0,1;12;2;28;4;,1;12;2;28;4;
