,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID
6008,2208100003,a_a000097,더현대서울,서울 영등포구 여의도동 22,90.0,4,0.0,4.0,3.0,4.0,08,823
6011,2210080007,a_a004418,롯데콘서트홀,서울 송파구 신천동 29,210.0,3,0.0,5.0,5.0,5.0,10,1065
6012,2210080003,a_a006004,남산옛길,,60.0,7,0.0,4.0,3.0,3.0,10,634
6014,2211050006,a_a016159,국립현대미술관 서울관,서울 종로구 소격동 165-10,60.0,3,1.0,5.0,4.0,5.0,11,489
6023,2210230003,a_a009655,스포애니 수내점,경기 성남시 분당구 수내동 79-2,30.0,5,0.0,5.0,5.0,5.0,10,1984
6024,2210040002,a_a002293,나인트리프리미어호텔 서울판교,경기 성남시 수정구 시흥동 288-11,90.0,5,0.0,5.0,5.0,5.0,10,591
6026,2208160006,a_a000198,스타필드 코엑스몰,서울 강남구 삼성동 159-9,90.0,4,1.0,4.0,4.0,4.0,08,1970
6032,2210300004,a_a015257,을지다락 도산공원,서울 강남구 신사동 644-18,60.0,1,0.0,5.0,5.0,5.0,10,2652
6035,2210150005,a_a005806,핑고네일(구 라곰네일),,30.0,4,0.0,4.0,4.0,4.0,10,3471
6038,2210290002,a_a007329,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,360.0,5,0.0,4.0,5.0,5.0,10,2265
6044,2210150003,a_a007258,하늘공원,,60.0,1,0.0,1.0,1.0,1.0,10,3484
6052,2210210002,a_a010287,더현대서울,서울 영등포구 여의도동 22,150.0,4,0.0,3.0,2.0,2.0,10,823
6054,2210220004,a_a010406,한강3경 이포보전망대,경기 여주시 대신면 천서리 755,30.0,1,0.0,5.0,5.0,5.0,10,3510
6056,2210230005,a_a006521,전곡항마리나,경기 화성시 서신면 전곡리 1076,180.0,13,0.0,5.0,5.0,5.0,10,2958
6066,2208190002,a_a000577,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,630.0,6,0.0,3.0,4.0,4.0,08,3203
6067,2210060008,a_a006021,주록계곡,경기 여주시 금사면 주록리 224,60.0,1,0.0,5.0,5.0,5.0,10,3026
6071,2208270004,a_a000940,대한불교 조계종 심학산 약천사,경기 파주시 동패동 1070-7,60.0,2,0.0,4.0,3.0,4.0,08,797
6076,2208280004,a_a000940,문산자유시장,경기 파주시 문산읍 문산리 10-23,60.0,4,1.0,5.0,4.0,3.0,08,1200
6085,2211030006,a_a013762,봉선사동종,경기 남양주시 진접읍 부평리 255,0.0,2,0.0,3.0,3.0,3.0,11,1371
6090,2210280006,a_a006340,덕수궁,서울 중구 정동 5-1,30.0,2,1.0,4.0,3.0,4.0,10,829
6095,2209240003,a_a001750,혜화역 4호선,서울 종로구 명륜4가 96-5,60.0,8,0.0,5.0,5.0,5.0,09,3657
6098,2210300004,a_a010387,서울대공원,경기 과천시 막계동 159-1,30.0,3,1.0,5.0,5.0,5.0,10,1578
6100,2209230005,a_a002107,이상의집,서울 종로구 통인동 154-10,30.0,2,0.0,4.0,3.0,4.0,09,2742
6101,2210100007,a_a006326,서울숲공원 가족마당,서울 성동구 성수동1가 685-37,180.0,1,1.0,4.0,4.0,4.0,10,1615
6103,2210020001,a_a003798,아쿠아필드 하남,경기 하남시 신장동 616,390.0,4,1.0,2.0,2.0,2.0,10,2122
6106,2209250004,a_a002398,월미테마파크,인천 중구 북성동1가 98-580,30.0,6,1.0,4.0,2.0,3.0,09,2582
6108,2210290007,a_a012091,아트원씨어터,서울 종로구 동숭동 1-181,150.0,3,1.0,5.0,5.0,5.0,10,2137
6110,2211100005,a_a017662,안상철미술관,경기 양주시 백석읍 기산리 215-3,30.0,3,0.0,5.0,5.0,5.0,11,2159
6116,2210280005,a_a014163,한탄강 지질공원센터,경기 포천시 영북면 대회산리 298,30.0,1,0.0,5.0,4.0,5.0,10,3555
6117,2210100002,a_a003590,이케아 광명점,경기 광명시 일직동 500,30.0,4,1.0,4.0,4.0,4.0,10,2767
6119,2210270002,a_a008052,그랜드워커힐서울 빛의 시어터,,90.0,3,0.0,4.0,3.0,4.0,10,522
6124,2210150010,a_a008702,롯데월드타워,서울 송파구 신천동 29,60.0,13,1.0,5.0,5.0,5.0,10,1061
6125,2210300007,a_a007719,AK플라자 금정점,경기 군포시 금정동 916,30.0,4,0.0,4.0,4.0,4.0,10,24
6126,2209250004,a_a003309,라크몽,경기 화성시 송동 726-1,30.0,4,0.0,5.0,5.0,5.0,09,960
6127,2210270006,a_a005400,미사호수공원,경기 하남시 망월동 776-3,90.0,1,0.0,5.0,5.0,5.0,10,1239
6128,2209060002,a_a001412,한국은행 화폐박물관,서울 중구 남대문로3가 110,30.0,2,0.0,3.0,2.0,4.0,09,3532
6130,2209090002,a_a002056,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,60.0,4,1.0,5.0,5.0,5.0,09,3654
6133,2210040002,a_a002543,전쟁기념관,서울 용산구 용산동1가 8,60.0,3,1.0,4.0,4.0,4.0,10,2960
6134,2210010010,a_a003223,화성행궁광장,경기 수원시 팔달구 남창동 6-2,30.0,2,1.0,4.0,3.0,3.0,10,3755
6138,2210290003,a_a006646,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,300.0,7,0.0,4.0,3.0,4.0,10,3621
6139,2208270004,a_a000469,반포한강공원,서울 서초구 반포2동 115-5,90.0,1,1.0,5.0,5.0,5.0,08,1281
6140,2210020005,a_a003008,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,300.0,6,1.0,2.0,2.0,2.0,10,2265
6142,2211120003,a_a018100,한강중앙공원,경기 김포시 장기동 2001-1,30.0,1,0.0,4.0,3.0,3.0,11,3518
6143,2209180004,a_a001747,차차티클럽 창신한옥,서울 종로구 창신동 461-2,90.0,13,0.0,5.0,3.0,4.0,09,3078
6145,2211090005,a_a017804,공릉천,경기 파주시 교하동,30.0,1,0.0,4.0,4.0,3.0,11,352
6147,2208280004,a_a000984,북촌한옥마을,서울 종로구 가회동 31-31,120.0,7,0.0,4.0,2.0,4.0,08,1418
6150,2209270001,a_a003212,스파오 성신여대점,서울 성북구 동선동1가 1-2,30.0,4,0.0,4.0,3.0,3.0,09,1978
6153,2208290004,a_a000386,포천한탄강하늘다리,경기 포천시 영북면 대회산리 377,30.0,1,1.0,5.0,5.0,5.0,08,3418
6155,2210080006,a_a003378,다산생태공원,경기 남양주시 조안면 능내리 56-9,30.0,1,0.0,5.0,5.0,5.0,10,727
6156,2210020001,a_a003064,엔터식스 안양역점,경기 안양시 만안구 안양동 88-1,60.0,4,1.0,5.0,5.0,4.0,10,2304
6158,2210020006,a_a004318,허브아일랜드,경기 포천시 신북면 삼정리 517-2,150.0,6,1.0,5.0,4.0,5.0,10,3604
6159,2210300004,a_a008460,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,5.0,5.0,5.0,10,1693
6161,2211100003,a_a017821,국립현대미술관 서울관,서울 종로구 소격동 165-10,120.0,3,0.0,5.0,3.0,5.0,11,489
6166,2209240006,a_a001835,별빛정원 우주,경기 이천시 마장면 각평리 319,30.0,6,0.0,3.0,3.0,3.0,09,1341
6169,2210230001,a_a003525,카페피크닉,서울 중구 남창동 194,30.0,4,0.0,4.0,4.0,4.0,10,3199
6170,2210310004,a_a007320,안양천,경기 안양시 만안구 안양동,90.0,7,1.0,5.0,5.0,5.0,10,2181
6173,2211120003,a_a017932,창덕궁,서울 종로구 와룡동 2-71,60.0,2,1.0,5.0,5.0,5.0,11,3084
6183,2210220009,a_a010227,봉황각,서울 강북구 우이동 254,0.0,2,0.0,4.0,5.0,4.0,10,1374
6185,2211130008,a_a018143,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,0.0,5.0,5.0,5.0,11,1064
6187,2210090016,a_a006656,에버랜드 블러드시티,,30.0,6,0.0,5.0,5.0,5.0,10,2272
6190,2210090005,a_a005592,인천시민애집,인천 중구 송학동1가 2-2,30.0,2,0.0,5.0,5.0,5.0,10,2844
6194,2210220008,a_a007919,국립민속박물관,서울 종로구 세종로 1-1,30.0,2,0.0,4.0,5.0,3.0,10,463
6200,2209240003,a_a002727,융건릉 융릉건릉역사문화관,경기 화성시 안녕동 187-1,240.0,2,1.0,5.0,5.0,5.0,09,2641
6201,2209230005,a_a001605,더현대서울,서울 영등포구 여의도동 22,60.0,4,0.0,4.0,4.0,4.0,09,823
6206,2208170002,a_a000203,스크린골프 카카오 은계,경기도 시흥시 은행동,120.0,5,0.0,5.0,5.0,5.0,08,1956
6207,2208100006,a_a000080,덕수궁돌담길,서울 중구 정동 5-1,30.0,2,0.0,5.0,4.0,4.0,08,834
6208,2210300008,a_a012450,조계사,서울 종로구 수송동 44,30.0,2,0.0,5.0,5.0,5.0,10,3005
6209,2208280007,a_a001210,광화문광장 세종대왕동상,서울 종로구 세종로 1-68,30.0,4,1.0,5.0,5.0,5.0,08,416
6211,2210280003,a_a008407,상암 도시,,30.0,4,0.0,5.0,4.0,4.0,10,1516
6219,2209170010,a_a002315,익선동한옥거리,서울 종로구 익선동,30.0,4,1.0,2.0,3.0,3.0,09,2790
6228,2208070003,a_a000163,캐리비안베이,경기 용인시 처인구 포곡읍 유운리 551-1,540.0,6,1.0,5.0,4.0,4.0,08,3203
6233,2210290003,a_a010072,이태원거리,서울 용산구 이태원동 119-23,30.0,4,1.0,5.0,4.0,4.0,10,2774
6235,2208200003,a_a000502,그라운드시소 서촌,서울 종로구 통의동 35-17,90.0,3,0.0,5.0,5.0,5.0,08,512
6238,2209230003,a_a001867,용암천 산책로,,30.0,7,1.0,4.0,4.0,4.0,09,2513
6239,2209290005,a_a001978,올림픽공원,,30.0,1,1.0,5.0,5.0,4.0,09,2472
6243,2209290004,a_a001936,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,4.0,4.0,4.0,09,3787
6244,2210290004,a_a010574,롯데백화점 평촌점,경기 안양시 동안구 호계동 1039,60.0,4,1.0,4.0,4.0,4.0,10,1032
6245,2208070001,a_a000065,청와대 영빈관,서울 종로구 세종로 1,60.0,2,0.0,3.0,3.0,3.0,08,3142
6247,2210220003,a_a008663,인왕산,서울 종로구 옥인동 산 3-39,240.0,1,0.0,4.0,4.0,5.0,10,2809
6253,2208240003,a_a000557,더현대서울,서울 영등포구 여의도동 22,270.0,4,0.0,4.0,3.0,4.0,08,823
6256,2209060007,a_a000770,북악스카이웨이,서울 종로구 평창동 산 6-94,30.0,7,0.0,5.0,5.0,5.0,09,1409
6257,2210150002,a_a007244,고양어울림누리,경기 고양시 덕양구 성사동 826,30.0,3,0.0,4.0,5.0,5.0,10,319
6258,2210020001,a_a003061,프로방스마을,경기 파주시 탄현면 성동리 82-1,30.0,7,0.0,2.0,1.0,2.0,10,3438
6260,2210310004,a_a012416,망원한강공원,서울 마포구 망원동 205-4,90.0,1,0.0,5.0,5.0,5.0,10,1120
6265,2211110007,a_a017633,스미스평화관,경기 오산시 외삼미동 640,60.0,3,0.0,5.0,4.0,4.0,11,1951
6267,2210140005,a_a008217,롯데면세점 명동본점,,30.0,4,1.0,4.0,3.0,3.0,10,1009
6270,2209250004,a_a001749,솔찬공원,인천 연수구 송도동 12-8,30.0,1,0.0,4.0,2.0,2.0,09,1810
6271,2208070002,a_a000087,CGV 용산아이파크몰,서울 용산구 한강로3가 40-999,330.0,3,0.0,5.0,5.0,5.0,08,42
6279,2210230004,a_a006165,한국민속촌,경기 용인시 기흥구 보라동 107-1,150.0,2,0.0,5.0,5.0,5.0,10,3527
6282,2210290008,a_a011522,젤라띠젤라띠 송파구청점,서울 송파구 신천동 29-1,30.0,4,0.0,5.0,5.0,5.0,10,3004
6286,2210240002,a_a011117,그라운드시소 성수,서울 성동구 성수동2가 280-9,90.0,4,0.0,5.0,5.0,5.0,10,513
6287,2210210005,a_a007639,방화수류정,경기 수원시 팔달구 매향동 151,60.0,2,0.0,4.0,3.0,4.0,10,1295
6288,2210220003,a_a005136,양주시립민복진미술관,경기 양주시 장흥면 석현리 394,30.0,3,0.0,4.0,4.0,4.0,10,2232
6289,2211120006,a_a018083,CGV 부천,경기 부천시 중동 1165,180.0,3,1.0,5.0,5.0,5.0,11,38
6302,2210010005,a_a003274,일산호수공원,경기 고양시 일산동구 장항동 906,120.0,1,1.0,5.0,5.0,5.0,10,2871
6303,2209250004,a_a002468,김포한옥마을,,30.0,7,1.0,5.0,5.0,5.0,09,568
6306,2210220006,a_a010533,칠보산,경기 화성시 매송면 원평리 산 11-9,90.0,1,0.0,5.0,4.0,4.0,10,3185
6312,2209160001,a_a001861,놀로 아쿠아센터,서울 강남구 청담동 46,90.0,6,0.0,5.0,5.0,5.0,09,702
6315,2210150002,a_a006286,평촌중앙공원,,30.0,1,1.0,4.0,4.0,4.0,10,3381
6317,2211040006,a_a015803,낙산공원,서울 종로구 동숭동 산 2-10,90.0,1,0.0,4.0,4.0,5.0,11,597
6319,2209160009,a_a001942,국립현대미술관 서울관,서울 종로구 소격동 165-10,120.0,3,0.0,5.0,5.0,5.0,09,489
6326,2210090005,a_a002671,악쓰는하마 코인노래연습장,경기 구리시 수택동 414-20,30.0,3,0.0,4.0,3.0,3.0,10,2142
6327,2210220003,a_a007310,홈마트 내동점,경기 부천시 내동 355,30.0,4,1.0,4.0,4.0,4.0,10,3673
6329,2210080002,a_a006448,고모저수지,경기 포천시 소흘읍 고모리,120.0,1,0.0,5.0,5.0,5.0,10,302
6342,2208200004,a_a000510,월미테마파크,인천 중구 북성동1가 98-580,180.0,6,0.0,4.0,4.0,4.0,08,2582
6350,2210150005,a_a004637,여의도공원,,30.0,1,1.0,4.0,4.0,4.0,10,2319
6352,2209030011,a_a001208,청계천,서울 종로구 관수동,60.0,1,1.0,5.0,5.0,5.0,09,3124
6362,2209100001,a_a001756,부천중앙공원,경기 부천시 중동 1177,90.0,1,1.0,5.0,5.0,5.0,09,1388
6366,2210030006,a_a005677,안흥지 애련정,경기 이천시 안흥동 404,0.0,1,0.0,5.0,5.0,5.0,10,2192
6368,2209240005,a_a002923,롯데시네마 하남미사,경기 하남시 덕풍동 831-2,150.0,3,0.0,4.0,4.0,4.0,09,1047
6372,2210220004,a_a005673,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,1.0,4.0,5.0,4.0,10,3726
6385,2210010002,a_a002944,롯데몰 수원점,경기 수원시 권선구 서둔동 296-77,240.0,4,0.0,4.0,4.0,4.0,10,1012
6388,2210220004,a_a008211,유니클로 광화문D타워점,서울 종로구 청진동 246,30.0,4,0.0,3.0,2.0,1.0,10,2608
6389,2209040004,a_a001532,한국기독교100주년기념탑,인천 중구 항동1가 5-2,30.0,2,0.0,3.0,3.0,3.0,09,3523
6390,2209300005,a_a004006,퍼스트가든,경기 파주시 상지석동 1021-3,150.0,6,0.0,4.0,3.0,4.0,09,3368
6391,2210220004,a_a007253,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,0.0,5.0,5.0,5.0,10,3589
6398,2208220006,a_a000746,대승원,경기 수원시 팔달구 남창동 56-3,60.0,1,0.0,4.0,4.0,5.0,08,784
6405,2210140004,a_a003995,북수원온천,경기 수원시 장안구 율전동 285-2,120.0,6,0.0,4.0,4.0,4.0,10,1406
6406,2209130002,a_a001610,김유정역 (폐역),강원 춘천시 신동면 증리 859-9,30.0,3,0.0,4.0,2.0,3.0,09,557
6408,2211050004,a_a017480,황룡산,경기 고양시 일산동구 성석동 1168-18,30.0,7,0.0,5.0,5.0,5.0,11,3769
6409,2210010002,a_a002618,두물머리,경기 양평군 양서면 양수리,60.0,1,0.0,4.0,4.0,3.0,10,911
6410,2211110003,a_a017866,안효공심온선생묘,경기 수원시 영통구 이의동 산 13-10,30.0,2,0.0,3.0,4.0,4.0,11,2190
6412,2208300004,a_a001375,피규어프레소 FP점,,30.0,4,0.0,5.0,5.0,5.0,08,3458
6417,2210020002,a_a002885,벽초지수목원,경기 파주시 광탄면 창만리 166-8,60.0,1,0.0,5.0,2.0,4.0,10,1333
6420,2209240005,a_a001976,태권도 시범공연,,30.0,3,0.0,4.0,3.0,4.0,09,3283
6421,2211010006,a_a015745,인천내리교회,인천 중구 내동 29,30.0,2,0.0,5.0,5.0,5.0,11,2829
6425,2210290008,a_a003659,마스크랩 홍대점,서울 마포구 서교동 358-57,30.0,4,0.0,5.0,5.0,5.0,10,1090
6426,2209030003,a_a001308,효원공원 월화원,경기 수원시 팔달구 인계동 1117,90.0,1,0.0,5.0,5.0,5.0,09,3787
6427,2210100003,a_a004721,인사동거리,서울 종로구 관훈동,30.0,4,0.0,2.0,1.0,2.0,10,2795
6428,2210030004,a_a004537,탄천민물고기습지생태원,경기 성남시 수정구 태평동 7027-1,60.0,1,0.0,5.0,4.0,4.0,10,3277
6429,2208280008,a_a000685,구봉도,경기 안산시 단원구 대부북동,30.0,1,0.0,4.0,4.0,4.0,08,438
6431,2210240005,a_a010385,온온사,경기 과천시 관문동 107-5,30.0,2,0.0,3.0,2.0,3.0,10,2464
6435,2210200003,a_a005606,교보문고 분당점,경기 성남시 분당구 서현동 265-4,60.0,3,0.0,5.0,5.0,5.0,10,427
6439,2210290003,a_a011446,아이파크몰,서울 용산구 한강로3가 40-999,30.0,4,1.0,5.0,5.0,5.0,10,2105
6442,2210220003,a_a005151,스타필드시티 부천,경기 부천시 옥길동 768,30.0,4,0.0,1.0,1.0,3.0,10,1972
6443,2211110005,a_a017754,SPACE R,서울 강남구 신사동 617-3,0.0,3,0.0,2.0,4.0,3.0,11,103
6445,2211100004,a_a018002,달밤엔씨어터,서울 종로구 혜화동 194,120.0,3,0.0,4.0,3.0,3.0,11,745
6450,2209230006,a_a002884,수원시립 아이파크미술관,경기 수원시 팔달구 신풍동 238-1,60.0,3,0.0,4.0,5.0,5.0,09,1873
6454,2209170008,a_a002157,인천차이나타운,인천 중구 북성동2가 14,90.0,4,1.0,5.0,5.0,5.0,09,2852
6460,2209250002,a_a002398,신포국제시장,인천 중구 신포동 3-2,60.0,4,0.0,4.0,3.0,4.0,09,2048
6464,2210310001,a_a014874,남이섬,강원 춘천시 남산면 방하리 197,210.0,1,1.0,3.0,3.0,3.0,10,644
6466,2210160002,a_a008182,서대문형무소역사관,서울 서대문구 현저동 101,840.0,2,0.0,4.0,4.0,4.0,10,1545
6472,2211120002,a_a018048,CGV 부천,경기 부천시 중동 1165,180.0,3,1.0,3.0,3.0,3.0,11,38
6475,2210090003,a_a006041,IFC몰,서울 영등포구 여의도동 23-1,150.0,4,1.0,4.0,3.0,3.0,10,68
6476,2210230004,a_a009510,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,5.0,5.0,5.0,10,258
6478,2209030014,a_a001525,청계천,서울 종로구 서린동 148,60.0,7,0.0,5.0,5.0,5.0,09,3124
6481,2211060003,a_a011900,생명의나무전망대+빨간등대,경기 시흥시 정왕동 2043,60.0,1,1.0,5.0,5.0,5.0,11,1529
6484,2208280001,a_a000483,신세계센트럴시티,서울 서초구 반포동 19-3,30.0,4,1.0,4.0,4.0,3.0,08,2036
6485,2211120003,a_a017895,학미산,경기 시흥시 포동 산 43-4,60.0,1,0.0,3.0,3.0,3.0,11,3505
6489,2211050004,a_a015323,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,4.0,5.0,4.0,11,3752
6497,2211110004,a_a018221,남이섬,강원 춘천시 남산면 방하리 197,90.0,1,0.0,5.0,5.0,5.0,11,644
6498,2209250007,a_a002989,경반계곡,경기 가평군 가평읍 경반리,120.0,1,1.0,5.0,5.0,5.0,09,257
6503,2210040001,a_a003329,아침고요수목원,경기 가평군 상면 행현리 623-3,120.0,1,1.0,5.0,5.0,5.0,10,2113
6504,2209290006,a_a003636,히얼유아,,30.0,4,0.0,5.0,5.0,5.0,09,3805
6505,2208290007,a_a001316,월미도,인천 중구 북성동1가 산 1,270.0,1,0.0,4.0,4.0,4.0,08,2573
6506,2209180008,a_a002075,연세대학교 노천극장,서울 서대문구 신촌동 134,510.0,3,0.0,4.0,4.0,4.0,09,2346
6507,2208280004,a_a001391,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,2.0,2.0,2.0,08,3752
6509,2210010003,a_a002701,진접이마트,,90.0,4,0.0,4.0,2.0,3.0,10,3067
6514,2210020005,a_a004583,가평레일파크,경기 가평군 가평읍 읍내리 395-1,120.0,13,0.0,4.0,4.0,4.0,10,146
6521,2210150004,a_a007654,스타필드 안성,,90.0,4,0.0,4.0,4.0,4.0,10,1968
6523,2210230006,a_a008109,수원제1야외음악당,경기 수원시 팔달구 인계동 1128,30.0,3,1.0,5.0,4.0,4.0,10,1885
6526,2209210009,a_a001716,윤동주시인의언덕,서울 종로구 청운동 7-3,0.0,1,0.0,3.0,3.0,3.0,09,2632
6528,2209220017,a_a002884,방화수류정,경기 수원시 팔달구 매향동 151,0.0,2,0.0,5.0,5.0,5.0,09,1295
6533,2210080002,a_a003919,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,120.0,4,1.0,3.0,3.0,3.0,10,3650
6534,2210230003,a_a007355,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,120.0,4,1.0,1.0,5.0,5.0,10,3654
6535,2210300002,a_a004150,롯데마트 맥스 영등포점,서울 영등포구 영등포동8가 62-1,30.0,4,1.0,5.0,5.0,5.0,10,996
6537,2209250009,a_a001814,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,30.0,2,0.0,4.0,4.0,4.0,09,1914
6538,2211120004,a_a017891,광명업사이클아트센터,경기 광명시 가학동 27,30.0,3,0.0,4.0,3.0,4.0,11,400
6540,2210010005,a_a003008,명동거리,서울 중구 명동2가,30.0,4,1.0,3.0,3.0,3.0,10,1148
6547,2210190006,a_a009676,민속박물관 뮤지엄숍,서울 종로구 세종로 1-1,30.0,2,0.0,5.0,5.0,5.0,10,1247
6550,2209170002,a_a001635,과천청사 시민광장,경기 과천시 중앙동 4,30.0,8,0.0,5.0,5.0,5.0,09,368
6551,2208100007,a_a000012,만석공원 만석거,경기 수원시 장안구 송죽동 414,30.0,1,0.0,4.0,4.0,4.0,08,1111
6552,2210250005,a_a007294,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,3.0,3.0,3.0,10,406
6556,2210160005,a_a007344,동사지5층석탑,경기 하남시 춘궁동 466,30.0,2,0.0,4.0,5.0,5.0,10,891
6557,2211120006,a_a018230,정샘물 플롭스,서울 강남구 신사동 534-5,30.0,3,0.0,5.0,5.0,5.0,11,2973
6558,2210230006,a_a007299,(재)수원컨벤션센터,경기 수원시 영통구 하동 855-2,120.0,3,0.0,5.0,4.0,5.0,10,1
6561,2210190008,a_a009676,서울교육박물관,서울 종로구 화동 2,30.0,2,0.0,4.0,3.0,3.0,10,1575
6567,2210310004,a_a006989,월미도,인천 중구 북성동1가 산 1,30.0,1,1.0,5.0,4.0,4.0,10,2573
6571,2209110011,a_a002033,수원역,경기 수원시 팔달구 매산로1가 18,30.0,4,1.0,4.0,4.0,4.0,09,1877
6573,2210020001,a_a003753,가마봉1길,,60.0,7,0.0,4.0,4.0,5.0,10,131
6575,2210280005,a_a010126,롯데몰 수원점,경기 수원시 권선구 서둔동 296-77,150.0,4,1.0,4.0,5.0,5.0,10,1012
6584,2209020003,a_a000658,익선동 골목,,30.0,7,0.0,4.0,4.0,4.0,09,2787
6592,2210160004,a_a008026,실학박물관,,30.0,2,0.0,3.0,3.0,4.0,10,2055
6594,2209280004,a_a002817,제일유황온천,경기 포천시 일동면 화대리 663,120.0,6,0.0,5.0,5.0,5.0,09,3000
6599,2208270003,a_a001244,계곡,,180.0,1,0.0,5.0,5.0,5.0,08,288
6600,2211100002,a_a018084,부천식물원,경기 부천시 춘의동 381,60.0,6,0.0,5.0,5.0,5.0,11,1382
6603,2210150003,a_a007402,양평군립미술관,경기 양평군 양평읍 양근리 543,30.0,3,0.0,3.0,3.0,3.0,10,2240
6605,2210010005,a_a005239,한옥기술전시관,경기 수원시 팔달구 장안동 45-1,60.0,3,0.0,4.0,4.0,4.0,10,3550
6613,2210150004,a_a007373,새장터공원,경기 김포시 풍무동 289,30.0,8,0.0,3.0,3.0,3.0,10,1525
6617,2210110002,a_a006536,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,3.0,3.0,10,3752
6621,2210010005,a_a005001,이마트트레이더스 부천점,경기 부천시 옥길동 768,30.0,4,1.0,4.0,5.0,5.0,10,2729
6623,2209250002,a_a002740,골드헤겔,경기 오산시 외삼미동 119-3,120.0,13,0.0,5.0,5.0,5.0,09,344
6625,2210310004,a_a014228,국립현대미술관 서울관,서울 종로구 소격동 165-10,150.0,3,0.0,5.0,5.0,5.0,10,489
6626,2208210010,a_a000246,윤동주문학관,서울 종로구 청운동 3-100,0.0,3,1.0,4.0,3.0,4.0,08,2631
6628,2210090005,a_a003413,시흥프리미엄아울렛,경기 시흥시 배곧동 36,90.0,4,0.0,4.0,4.0,3.0,10,2004
6629,2210240002,a_a008440,용산가족공원,서울 용산구 용산동6가 168-6,30.0,1,0.0,5.0,5.0,5.0,10,2501
6631,2210160005,a_a008748,초록미소마을,,90.0,7,0.0,5.0,5.0,5.0,10,3161
6633,2210270006,a_a011777,이마트트레이더스 김포점,경기 김포시 풍무동 16-10,60.0,4,1.0,4.0,4.0,3.0,10,2727
6637,2210080006,a_a003452,LCDC서울,,30.0,4,1.0,3.0,3.0,3.0,10,80
