,Unnamed: 0,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,TRAVEL_PURPOSE,TRAVEL_MISSION,RATING,지역 문화예술/공연/전시시설 관람,쇼핑,SNS 인생샷 여행,호캉스 여행,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,유흥/오락(나이트라이프),드라마 촬영지 방문,Well-ness 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),시티투어,지역 축제/이벤트 참가,"야외 스포츠, 레포츠 활동",인플루언서 따라하기 여행,캠핑,온천/스파,교육/체험 프로그램 참가,종교/성지 순례,반려동물 동반 여행
4402,4402,1248,a_a010009,a010009,밀리오레,서울 중구 을지로6가 18-17,60.0,4,1.0,4.0,3.0,3.0,10,A01,대중교통 등,4,5,3,5,5,5,1.0,0.0,0.0,3;1;22;3;,3;1;22;3;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,4403,1521,a_a010009,a010009,상촌재,서울 종로구 옥인동 19-16,30.0,2,0.0,5.0,3.0,5.0,10,A01,대중교통 등,4,5,3,5,5,5,1.0,0.0,0.0,3;1;22;3;,3;1;22;3;,14.9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4404,4404,452,a_a010009,a010009,국립고궁박물관,서울 종로구 세종로 1-57,30.0,2,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,5,3,5,5,5,1.0,0.0,0.0,3;1;22;3;,3;1;22;3;,16.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,4405,3621,a_a004884,a004884,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,210.0,7,0.0,3.0,3.0,3.0,10,A03,자가용,1,1,1,2,6,4,2.0,0.0,0.0,1;22;24;6;9;,1;22;24;6;9;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,4406,3345,a_a004884,a004884,파주출판도시,경기 파주시 문발동 524-3,60.0,3,0.0,3.0,2.0,2.0,10,A03,자가용,1,1,1,2,6,4,2.0,0.0,0.0,1;22;24;6;9;,1;22;24;6;9;,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,4407,3253,a_a006424,a006424,클레어스서울,서울 강남구 신사동 555-12,30.0,4,0.0,5.0,4.0,4.0,10,A01,대중교통 등,3,4,3,3,2,2,1.0,0.0,0.0,21;22;23;27;,21;22;23;27;,14.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,4408,652,a_a005562,a005562,남한산성 서문 전망대,경기 광주시 남한산성면 산성리 산 16,30.0,2,1.0,4.0,5.0,5.0,10,A03,대중교통 등,3,2,6,2,4,5,1.0,0.0,0.0,22;3;5;,22;3;5;,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,4409,652,a_a005562,a005562,남한산성 서문 전망대,경기 광주시 남한산성면 산성리 산 16,30.0,2,1.0,3.0,5.0,5.0,10,A03,대중교통 등,3,2,6,2,4,5,1.0,0.0,0.0,22;3;5;,22;3;5;,13.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,4410,651,a_a005562,a005562,남한산성 서문,경기 광주시 남한산성면 산성리 1246,0.0,2,1.0,4.0,5.0,5.0,10,A03,대중교통 등,3,2,6,2,4,5,1.0,0.0,0.0,22;3;5;,22;3;5;,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,4411,177,a_a001306,a001306,강남역거리,0,120.0,4,0.0,4.0,4.0,5.0,8,A01,대중교통 등,3,3,3,4,1,7,1.0,0.0,0.0,1;22;28;6;7;,1;22;28;6;7;,14.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,4412,404,a_a001306,a001306,광야아트센터,서울 강남구 청담동 86,150.0,3,0.0,4.0,4.0,4.0,8,A01,대중교통 등,3,3,3,4,1,7,1.0,0.0,0.0,1;22;28;6;7;,1;22;28;6;7;,13.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,4413,1552,a_a010052,a010052,서삼릉,경기 고양시 덕양구 원당동 201-99,60.0,2,0.0,3.0,2.0,3.0,10,A03,자가용,4,1,2,1,6,7,2.0,0.0,0.0,1;24;25;6;,1;24;25;6;,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4414,4414,3091,a_a010052,a010052,창릉천,경기 고양시 덕양구 원흥동,30.0,7,1.0,5.0,5.0,4.0,10,A03,자가용,4,1,2,1,6,7,2.0,0.0,0.0,1;24;25;6;,1;24;25;6;,15.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4415,4415,1015,a_a004382,a004382,롯데백화점 건대스타시티점,서울 광진구 자양동 227-342,90.0,4,0.0,4.0,4.0,3.0,10,A01,대중교통 등,6,2,3,3,5,4,2.0,0.0,0.0,2;4;,2;4;,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4416,4416,1610,a_a004382,a004382,서울숲,서울 성동구 성수동1가 678-1,60.0,7,0.0,3.0,3.0,3.0,10,A01,대중교통 등,6,2,3,3,5,4,2.0,0.0,0.0,2;4;,2;4;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4417,4417,3449,a_a004382,a004382,플라츠2,서울 성동구 성수동2가 272-41,30.0,4,0.0,3.0,3.0,3.0,10,A01,대중교통 등,6,2,3,3,5,4,2.0,0.0,0.0,2;4;,2;4;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,4418,3360,a_a010145,a010145,팔달산,경기 수원시 팔달구 남창동 55-24,30.0,1,1.0,4.0,4.0,4.0,10,A03,대중교통 등,3,3,2,4,3,1,1.0,0.0,0.0,3;,3;,13.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4419,4419,3358,a_a010145,a010145,팔달문시장,경기 수원시 팔달구 팔달로3가 32,60.0,4,0.0,4.0,4.0,4.0,10,A03,대중교통 등,3,3,2,4,3,1,1.0,0.0,0.0,3;,3;,13.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,4420,1894,a_a010145,a010145,수원화성,경기 수원시 장안구 영화동 320-2,180.0,2,1.0,4.0,4.0,4.0,10,A03,대중교통 등,3,3,2,4,3,1,1.0,0.0,0.0,3;,3;,13.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,4421,211,a_a002714,a002714,갤러리아백화점 광교점,경기 수원시 영통구 하동 871-1,30.0,4,1.0,3.0,4.0,3.0,10,A03,대중교통 등,6,2,6,2,2,6,1.0,0.0,0.0,1;4;6;,1;4;6;,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4422,4422,1425,a_a015333,a015333,북한산국립공원,0,90.0,1,0.0,5.0,5.0,5.0,10,A01,대중교통 등,3,3,3,4,2,6,3.0,0.0,0.0,2;22;26;4;6;,2;22;26;4;6;,16.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4423,4423,2157,c_c004037,c004037,안산자락길,서울 서대문구 봉원동,60.0,1,0.0,5.0,5.0,5.0,10,A01,0,3,4,4,4,3,4,1.0,0.0,0.0,21;22;26;3;6;,21;22;26;3;6;,16.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4424,4424,2815,c_c004037,c004037,인왕시장,서울 서대문구 홍제동 298-7,90.0,4,0.0,5.0,5.0,5.0,10,A01,0,3,4,4,4,3,4,1.0,0.0,0.0,21;22;26;3;6;,21;22;26;3;6;,16.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4425,4425,1158,c_c004037,c004037,명지대학교 인문캠퍼스,서울 서대문구 남가좌동 50-3,300.0,3,0.0,5.0,5.0,5.0,10,A01,0,3,4,4,4,3,4,1.0,0.0,0.0,21;22;26;3;6;,21;22;26;3;6;,16.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4426,4426,2387,c_c004037,c004037,영천시장,서울 서대문구 영천동 341-10,30.0,4,0.0,3.0,4.0,4.0,10,A01,0,3,4,4,4,3,4,1.0,0.0,0.0,21;22;26;3;6;,21;22;26;3;6;,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,4427,1543,c_c004037,c004037,서대문독립공원,서울 서대문구 현저동 101,240.0,1,0.0,5.0,5.0,5.0,10,A01,0,3,4,4,4,3,4,1.0,0.0,0.0,21;22;26;3;6;,21;22;26;3;6;,16.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4428,4428,1418,a_a008206,a008206,북촌한옥마을,서울 종로구 가회동 31-31,90.0,7,1.0,5.0,5.0,5.0,10,A01,대중교통 등,4,4,3,5,1,7,2.0,0.0,0.0,1;22;3;6;7;,1;22;3;6;7;,16.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4429,4429,1603,a_a008206,a008206,서울메트로미술관,서울 종로구 적선동 81-1,30.0,3,0.0,4.0,4.0,4.0,10,A01,대중교통 등,4,4,3,5,1,7,2.0,0.0,0.0,1;22;3;6;7;,1;22;3;6;7;,13.2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,4430,3484,a_a012251,a012251,하늘공원,서울 마포구 상암동 481-72,240.0,1,0.0,4.0,5.0,4.0,10,A01,대중교통 등,4,3,4,3,6,3,2.0,0.0,0.0,21;,21;,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4431,4431,3627,a_a017669,a017669,현대백화점 디큐브시티점,서울 구로구 신도림동 692,120.0,4,1.0,4.0,3.0,3.0,11,A01,0,7,7,1,1,1,7,1.0,0.0,0.0,1;11;,1;11;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,4432,1186,a_a017669,a017669,무신사스탠다드 홍대,서울 마포구 동교동 162-5,30.0,4,0.0,5.0,5.0,5.0,11,A01,0,7,7,1,1,1,7,1.0,0.0,0.0,1;11;,1;11;,16.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4433,4433,2265,a_a002652,a002652,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,390.0,6,1.0,5.0,4.0,4.0,9,A03,자가용,4,2,4,3,2,5,2.0,0.0,0.0,1;2;3;7;,1;2;3;7;,14.7,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,4434,2657,a_a001627,a001627,을지로거리,0,30.0,4,0.0,5.0,5.0,5.0,9,A01,대중교통 등,1,4,1,4,3,7,1.0,0.0,0.0,21;22;24;26;27;,21;22;24;26;27;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4435,4435,3107,a_a001627,a001627,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,0.0,4.0,2.0,3.0,9,A01,대중교통 등,1,4,1,4,3,7,1.0,0.0,0.0,21;22;24;26;27;,21;22;24;26;27;,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436,4436,1291,a_a004008,a004008,방아머리해수욕장,경기 안산시 단원구 대부북동,30.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,3,1,3,2,5,1.0,0.0,0.0,22;25;,22;25;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4437,4437,691,a_a004008,a004008,노적봉공원,0,90.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,2,3,1,3,2,5,1.0,0.0,0.0,22;25;,22;25;,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4438,4438,1537,a_a007216,a007216,샤론농장,0,120.0,13,0.0,5.0,5.0,5.0,10,A03,0,1,1,1,2,2,2,3.0,1.0,0.0,2;21;,2;21;,16.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,4439,3670,a_a009466,a009466,호암미술관,경기 용인시 처인구 포곡읍 가실리 204,90.0,3,0.0,5.0,5.0,5.0,11,A03,자가용,4,2,4,4,6,4,2.0,0.0,0.0,21;,21;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4440,4440,3527,a_a009466,a009466,한국민속촌,경기 용인시 기흥구 보라동 107-1,240.0,6,0.0,5.0,5.0,5.0,11,A03,자가용,4,2,4,4,6,4,2.0,0.0,0.0,21;,21;,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,4441,1427,a_a001624,a001624,북한산국립공원 사패산코스,경기 양주시 장흥면 울대리,90.0,1,0.0,5.0,5.0,5.0,9,A03,자가용,4,3,2,3,6,4,2.0,0.0,0.0,1;27;28;6;9;,1;27;28;6;9;,16.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4442,4442,2667,a_a001624,a001624,의정부부대찌개거리,경기 의정부시 의정부동 214-45,60.0,4,0.0,4.0,4.0,4.0,9,A03,자가용,4,3,2,3,6,4,2.0,0.0,0.0,1;27;28;6;9;,1;27;28;6;9;,13.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,4443,3230,a_a001624,a001624,코스트코 의정부점,경기 의정부시 민락동 903,30.0,4,0.0,3.0,2.0,3.0,9,A03,자가용,4,3,2,3,6,4,2.0,0.0,0.0,1;27;28;6;9;,1;27;28;6;9;,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4444,4444,2662,a_a001624,a001624,의공고 벽화조명,0,30.0,7,0.0,4.0,4.0,4.0,9,A03,자가용,4,3,2,3,6,4,2.0,0.0,0.0,1;27;28;6;9;,1;27;28;6;9;,13.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4445,4445,3232,a_a017825,a017825,코스트코 하남점,경기 하남시 풍산동 609-1,30.0,4,1.0,5.0,5.0,5.0,11,A03,0,4,4,2,4,6,2,1.0,0.0,0.0,1;22;24;,1;22;24;,16.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,4446,2300,a_a017825,a017825,엔메르,서울 강동구 명일동 325-1,120.0,4,1.0,5.0,5.0,5.0,11,A03,0,4,4,2,4,6,2,1.0,0.0,0.0,1;22;24;,1;22;24;,16.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,4447,823,a_a000795,a000795,더현대서울,서울 영등포구 여의도동 22,240.0,4,0.0,5.0,5.0,5.0,8,A01,대중교통 등,7,1,2,7,6,5,1.0,0.0,0.0,1;23;26;4;6;,1;23;26;4;6;,16.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4448,4448,37,a_a000795,a000795,CGV 명동,서울 중구 명동2가 83-5,120.0,3,0.0,5.0,5.0,5.0,8,A01,대중교통 등,7,1,2,7,6,5,1.0,0.0,0.0,1;23;26;4;6;,1;23;26;4;6;,16.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4449,4449,2406,a_a005145,a005145,예스파크 이천도자예술마을,경기 이천시 신둔면 고척리 599-6,60.0,7,0.0,4.0,5.0,5.0,10,A03,0,4,3,2,2,3,2,2.0,0.0,0.0,2;9;,2;9;,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,4450,1211,a_a002053,a002053,물의정원,경기 남양주시 조안면 진중리 95,60.0,1,0.0,5.0,4.0,5.0,9,A03,대중교통 등,6,6,3,6,3,4,1.0,0.0,0.0,22;24;26;,22;24;26;,15.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4451,4451,2064,a_a005322,a005322,쌈지길,서울 종로구 관훈동 38,30.0,4,1.0,3.0,3.0,2.0,10,A01,대중교통 등,3,4,3,2,7,7,2.0,0.0,0.0,22;3;,22;3;,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4452,4452,2146,a_a005322,a005322,안녕인사동,서울 종로구 관훈동 155-2,30.0,4,0.0,4.0,4.0,4.0,10,A01,대중교통 등,3,4,3,2,7,7,2.0,0.0,0.0,22;3;,22;3;,13.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4453,4453,834,a_a005322,a005322,덕수궁돌담길,서울 중구 정동 5-1,30.0,7,1.0,4.0,3.0,3.0,10,A01,대중교통 등,3,4,3,2,7,7,2.0,0.0,0.0,22;3;,22;3;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4454,4454,3652,a_a000149,a000149,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,120.0,4,0.0,5.0,4.0,4.0,8,A03,자가용,2,4,4,4,2,1,2.0,0.0,0.0,26;,2;,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4455,4455,2341,a_a000149,a000149,연꽃테마파크,경기 시흥시 하중동 271,60.0,6,0.0,4.0,4.0,4.0,8,A03,자가용,2,4,4,4,2,1,2.0,0.0,0.0,26;,2;,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4456,4456,1822,a_a000149,a000149,송도센트럴파크,인천 연수구 송도동 24-5,90.0,7,0.0,5.0,4.0,5.0,8,A03,자가용,2,4,4,4,2,1,2.0,0.0,0.0,26;,2;,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4457,4457,2852,a_a000149,a000149,인천차이나타운,인천 중구 북성동2가 14,60.0,4,1.0,4.0,4.0,4.0,8,A03,자가용,2,4,4,4,2,1,2.0,0.0,0.0,26;,2;,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4458,4458,2441,a_a000149,a000149,오이도 빨강등대,경기 시흥시 정왕동 2043,30.0,1,0.0,3.0,3.0,3.0,8,A03,자가용,2,4,4,4,2,1,2.0,0.0,0.0,26;,2;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,4459,2578,a_a000149,a000149,월미바다역,인천 중구 북성동1가 3-71,90.0,13,0.0,4.0,2.0,4.0,8,A03,자가용,2,4,4,4,2,1,2.0,0.0,0.0,26;,2;,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4460,4460,3389,a_a014518,a014518,평택햇살들주말농장,경기 평택시 포승읍 홍원리 298-113,360.0,13,0.0,4.0,4.0,4.0,10,A03,자가용,4,6,1,6,2,7,3.0,0.0,0.0,22;26;8;,22;26;8;,13.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4461,4461,1148,a_a000657,a000657,명동거리,서울 중구 명동2가,30.0,4,1.0,4.0,4.0,5.0,8,A01,자가용,4,4,2,6,5,3,3.0,1.0,0.0,12;13;22;3;4;,12;13;22;3;4;,14.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4462,4462,415,a_a000657,a000657,광화문광장,서울 종로구 세종로 1-68,60.0,3,1.0,4.0,4.0,4.0,8,A01,자가용,4,4,2,6,5,3,3.0,1.0,0.0,12;13;22;3;4;,12;13;22;3;4;,13.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4463,4463,3183,a_a017991,a017991,칠곡저수지,경기 안성시 원곡면 칠곡리,30.0,7,0.0,3.0,3.0,3.0,11,A03,0,2,5,5,5,2,4,3.0,1.0,0.0,1;,1;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4464,4464,854,a_a008084,a008084,도토리캐리커쳐,서울 마포구 연남동 382-29,30.0,13,0.0,5.0,5.0,5.0,10,A01,대중교통 등,4,2,4,4,4,3,3.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;,16.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4465,4465,1054,a_a008084,a008084,롯데월드,서울 송파구 잠실동 40-1,270.0,6,1.0,4.0,3.0,3.0,10,A01,대중교통 등,4,2,4,4,4,3,3.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4466,4466,2752,a_a008084,a008084,이제마스터디클럽 홍대점,서울 마포구 동교동 169-22,60.0,3,0.0,3.0,3.0,3.0,10,A01,대중교통 등,4,2,4,4,4,3,3.0,0.0,0.0,1;4;6;7;9;,1;4;6;7;9;,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,4467,258,a_a002886,a002886,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,4.0,4.0,5.0,10,A01,대중교통 등,5,1,6,6,1,5,3.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;,14.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4468,4468,815,a_a002886,a002886,더큐이스케이프45 홍대입구역점,서울 마포구 동교동 162-3,90.0,13,0.0,4.0,3.0,4.0,10,A01,대중교통 등,5,1,6,6,1,5,3.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
