,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY
955,a008407,4,4,4,6,1,5,나홀로 여행
956,a010237,2,2,3,6,2,6,3인 이상 여행(가족 외)
957,a007938,2,2,6,6,6,6,2인 여행(가족 외)
958,a006020,4,4,3,4,2,4,자녀 동반 여행
959,a007353,6,6,5,3,2,6,2인 여행(가족 외)
960,a010155,3,3,4,4,4,7,2인 여행(가족 외)
961,a014228,1,1,2,1,3,7,나홀로 여행
962,a000427,1,4,1,1,2,6,나홀로 여행
963,a010135,4,3,4,4,2,5,부모 동반 여행
964,a007343,1,5,6,3,6,4,자녀 동반 여행
965,a002440,7,1,7,7,7,3,2인 여행(가족 외)
966,a008007,4,1,2,1,6,7,2인 가족 여행
967,a011113,2,6,7,6,6,2,나홀로 여행
968,a003242,4,1,6,6,1,7,2인 여행(가족 외)
969,a000667,4,2,2,1,6,3,2인 여행(가족 외)
970,a010078,3,3,4,4,4,2,나홀로 여행
971,a000885,1,1,1,2,3,4,2인 가족 여행
972,a007362,3,1,4,4,6,2,2인 가족 여행
973,a012356,4,3,2,3,6,4,나홀로 여행
974,a006278,1,2,6,4,5,7,나홀로 여행
975,a002011,3,3,5,6,6,3,나홀로 여행
976,a002897,2,4,4,1,6,2,나홀로 여행
977,b006925,3,2,5,4,5,3,3인 이상 여행(가족 외)
978,a018006,2,6,2,2,2,6,나홀로 여행
979,a001955,5,5,5,1,6,6,3인 이상 여행(가족 외)
980,a000475,5,4,3,3,4,2,2인 여행(가족 외)
981,a004198,7,1,7,1,1,7,나홀로 여행
982,a001233,6,1,5,3,1,7,2인 여행(가족 외)
983,a003489,5,3,3,4,4,3,3인 이상 여행(가족 외)
984,a003371,3,4,3,6,3,6,3인 이상 여행(가족 외)
985,a017808,4,1,3,6,7,3,나홀로 여행
986,a002892,1,1,6,3,3,6,나홀로 여행
987,a003433,5,5,5,5,4,6,2인 가족 여행
988,a000182,7,6,2,2,1,5,나홀로 여행
989,a004974,2,2,3,2,6,6,부모 동반 여행
990,a001814,1,5,1,1,1,7,2인 여행(가족 외)
991,a011175,7,1,7,4,7,7,3인 이상 여행(가족 외)
992,a001784,1,1,2,1,1,7,나홀로 여행
993,b006540,4,4,1,1,5,1,나홀로 여행
994,a003144,2,2,2,2,1,6,2인 여행(가족 외)
995,a002541,2,2,2,2,1,7,2인 여행(가족 외)
996,a010466,1,1,1,1,4,7,나홀로 여행
997,b006889,4,4,4,4,4,4,나홀로 여행
998,a004415,5,6,6,4,2,6,나홀로 여행
999,a005562,3,2,6,2,4,5,나홀로 여행
1000,a004172,4,2,4,4,2,6,나홀로 여행
1001,a018227,4,1,5,5,1,7,2인 여행(가족 외)
1002,a001957,3,5,2,3,5,4,3인 이상 여행(가족 외)
1003,a001237,6,6,1,7,6,6,나홀로 여행
1004,a004387,2,1,5,1,7,4,2인 여행(가족 외)
1005,a003274,2,6,2,6,6,6,2인 여행(가족 외)
1006,a018013,5,2,2,6,2,5,2인 여행(가족 외)
1007,c004037,3,4,4,4,3,4,나홀로 여행
1008,c005920,1,2,1,2,2,7,3대 동반 여행(친척 포함)
1009,a000828,3,1,5,2,2,6,2인 여행(가족 외)
1010,a002480,5,1,3,7,3,7,3인 이상 여행(가족 외)
1011,a002981,2,2,5,2,6,5,3인 이상 여행(가족 외)
1012,a006660,4,1,1,4,1,3,2인 여행(가족 외)
1013,a000172,7,1,7,7,2,4,나홀로 여행
1014,a015818,3,1,4,6,2,7,나홀로 여행
1015,a005290,4,3,3,5,5,3,3인 이상 여행(가족 외)
1016,a014249,6,3,3,6,2,5,2인 가족 여행
1017,a001498,4,4,4,3,3,4,나홀로 여행
1018,b006688,4,1,1,2,1,3,자녀 동반 여행
1019,a006268,6,2,3,5,3,5,2인 여행(가족 외)
1020,a007888,5,2,6,5,2,6,2인 여행(가족 외)
1021,a001946,4,6,5,6,6,7,2인 여행(가족 외)
1022,a004519,1,4,4,2,7,1,2인 여행(가족 외)
1023,a006590,6,2,2,6,6,7,2인 여행(가족 외)
1024,a006718,5,3,2,2,3,3,자녀 동반 여행
1025,a002833,3,1,4,3,4,3,나홀로 여행
1026,a006768,4,1,7,5,1,7,자녀 동반 여행
1027,a002294,2,6,3,4,3,6,나홀로 여행
1028,a005795,7,6,2,5,7,2,나홀로 여행
1029,a000468,2,6,1,4,2,3,3인 이상 여행(가족 외)
1030,a004265,2,4,2,3,4,4,3인 이상 여행(가족 외)
1031,a000269,4,2,3,4,6,7,2인 여행(가족 외)
1032,a005828,2,2,1,2,1,4,3인 이상 여행(가족 외)
1033,a001895,3,5,2,4,6,7,2인 여행(가족 외)
1034,a005595,4,4,4,4,4,4,2인 여행(가족 외)
1035,a000509,4,3,1,3,3,3,나홀로 여행
1036,a005243,4,4,4,4,4,4,2인 여행(가족 외)
1037,a011558,5,2,6,2,1,6,2인 여행(가족 외)
1038,a002315,2,1,4,4,7,6,2인 여행(가족 외)
1039,a009646,4,2,2,3,7,7,나홀로 여행
1040,a005920,1,3,1,3,4,6,자녀 동반 여행
1041,a006841,6,1,6,3,3,3,나홀로 여행
1042,a000721,2,3,3,6,5,6,자녀 동반 여행
1043,a004552,3,2,3,2,6,5,나홀로 여행
1044,a003397,2,3,2,2,3,4,2인 여행(가족 외)
1045,a005720,1,4,4,7,5,1,2인 여행(가족 외)
1046,a005592,4,6,2,4,1,6,나홀로 여행
1047,a000218,1,1,4,3,2,4,3인 이상 여행(가족 외)
1048,a002923,5,5,1,5,4,5,2인 여행(가족 외)
1049,a007410,2,2,4,4,4,4,나홀로 여행
1050,a002475,2,2,3,6,5,4,자녀 동반 여행
1051,a000893,1,2,2,2,5,4,자녀 동반 여행
1052,a017876,1,4,1,4,1,1,3대 동반 여행(친척 포함)
1053,a017859,1,1,6,2,6,7,2인 가족 여행
1054,a000824,6,2,3,3,7,1,나홀로 여행
1055,a017693,7,2,3,5,1,5,2인 여행(가족 외)
1056,a018059,3,2,2,2,2,4,2인 가족 여행
1057,a004924,2,3,3,3,6,5,3인 이상 여행(가족 외)
1058,a018003,7,6,4,6,5,6,2인 가족 여행
1059,a003071,2,2,6,6,2,2,2인 가족 여행
1060,a007254,2,4,2,3,2,3,부모 동반 여행
1061,a006567,1,1,7,4,1,7,3인 이상 여행(가족 외)
1062,a005136,2,1,1,2,1,6,자녀 동반 여행
1063,a002273,2,3,3,6,6,2,나홀로 여행
1064,a017795,4,6,2,6,2,1,2인 여행(가족 외)
1065,a006388,1,1,7,4,1,7,3대 동반 여행(친척 포함)
1066,a014783,5,1,6,4,2,6,나홀로 여행
1067,a012416,5,1,7,4,1,7,나홀로 여행
1068,a004472,1,1,3,5,5,2,나홀로 여행
1069,a018092,6,6,2,5,4,3,2인 여행(가족 외)
1070,a005366,1,1,1,1,1,1,나홀로 여행
1071,a003779,6,6,2,6,1,3,나홀로 여행
1072,a005986,2,2,4,6,5,4,3대 동반 여행(친척 포함)
1073,a002195,4,1,5,4,2,6,나홀로 여행
1074,a003450,2,4,4,4,5,5,2인 여행(가족 외)
1075,a004211,4,1,7,5,1,7,나홀로 여행
1076,a000669,4,5,1,2,6,5,나홀로 여행
1077,a017791,3,2,4,5,5,5,나홀로 여행
1078,a010982,2,2,3,2,3,6,부모 동반 여행
1079,a000738,1,1,6,1,7,6,2인 여행(가족 외)
1080,a001406,1,4,4,4,7,1,자녀 동반 여행
1081,a014884,4,4,3,6,6,6,2인 여행(가족 외)
1082,a009925,6,4,1,4,6,1,2인 여행(가족 외)
1083,a001308,2,1,4,2,1,6,2인 여행(가족 외)
1084,a002859,1,1,4,1,4,4,나홀로 여행
1085,a001258,2,2,2,3,2,6,부모 동반 여행
1086,a000928,4,1,1,6,5,7,나홀로 여행
1087,a004102,7,4,6,5,1,5,2인 여행(가족 외)
1088,a002718,6,1,6,2,1,3,나홀로 여행
1089,a007240,2,1,3,2,3,6,자녀 동반 여행
1090,a011737,4,3,4,4,5,3,자녀 동반 여행
1091,a006540,2,1,4,1,2,2,2인 여행(가족 외)
1092,a000358,7,4,5,5,6,5,3인 이상 여행(가족 외)
1093,a000940,2,2,6,2,2,1,2인 여행(가족 외)
1094,a011873,3,6,7,6,6,5,나홀로 여행
1095,a001353,2,1,2,1,3,4,2인 여행(가족 외)
1096,a007253,1,1,3,2,6,6,나홀로 여행
1097,a001823,2,3,3,4,3,5,나홀로 여행
1098,a000416,1,2,2,4,3,4,3인 이상 여행(가족 외)
1099,a001261,2,2,6,4,2,3,나홀로 여행
1100,a009608,1,2,3,2,2,4,나홀로 여행
1101,a012471,7,1,3,3,1,7,2인 여행(가족 외)
1102,a002108,4,3,4,4,5,3,2인 여행(가족 외)
1103,a005247,2,3,4,4,6,3,자녀 동반 여행
1104,a003864,1,2,4,6,1,7,2인 가족 여행
1105,a000104,7,6,6,6,3,3,2인 여행(가족 외)
1106,a001167,7,1,7,1,1,1,3인 이상 여행(가족 외)
1107,a002041,3,2,6,5,2,7,2인 여행(가족 외)
1108,a006474,4,2,6,3,6,6,2인 여행(가족 외)
1109,a004106,4,2,4,4,2,6,자녀 동반 여행
1110,a004662,4,5,4,5,5,5,3인 이상 여행(가족 외)
1111,a010294,2,2,5,3,6,3,나홀로 여행
1112,a006409,2,3,4,5,2,5,나홀로 여행
1113,a001525,4,1,5,6,7,6,2인 여행(가족 외)
1114,a000152,1,1,6,1,1,3,나홀로 여행
1115,a000574,5,2,6,6,2,2,2인 여행(가족 외)
1116,a003837,4,2,4,4,2,4,3대 동반 여행(친척 포함)
1117,a003235,7,7,1,7,1,7,2인 여행(가족 외)
1118,a012131,1,1,1,1,2,6,2인 여행(가족 외)
1119,a005195,3,5,1,5,5,2,나홀로 여행
1120,a007367,1,1,1,2,2,1,2인 가족 여행
1121,a002978,4,3,3,5,5,5,3인 이상 여행(가족 외)
1122,a001288,6,3,3,2,2,4,나홀로 여행
1123,a002864,2,2,5,5,2,2,나홀로 여행
1124,a017828,1,6,1,6,4,7,부모 동반 여행
1125,a007013,6,1,5,3,5,6,2인 여행(가족 외)
1126,a002824,2,1,3,2,6,5,2인 여행(가족 외)
1127,a015329,3,5,3,5,4,4,3대 동반 여행(친척 포함)
1128,a014772,4,5,1,5,5,6,2인 가족 여행
1129,a017704,2,2,4,4,4,5,자녀 동반 여행
1130,a006499,3,3,1,4,6,6,나홀로 여행
1131,a003062,1,1,2,2,6,1,2인 가족 여행
1132,a000223,2,1,5,1,2,4,2인 여행(가족 외)
1133,a006303,3,2,3,6,5,5,2인 여행(가족 외)
1134,a000647,4,4,4,4,4,4,2인 가족 여행
1135,a004884,1,1,1,2,6,4,2인 여행(가족 외)
1136,a002992,2,2,1,2,6,1,나홀로 여행
1137,a014106,4,3,2,4,2,6,3인 이상 여행(가족 외)
1138,a001736,5,3,6,5,4,2,나홀로 여행
1139,a006603,2,1,1,2,7,4,나홀로 여행
1140,a002353,5,1,6,1,6,5,2인 가족 여행
1141,a002335,1,3,4,3,3,2,자녀 동반 여행
1142,a002086,4,4,7,1,7,7,나홀로 여행
1143,a005156,5,1,5,4,4,7,2인 여행(가족 외)
1144,a003658,5,2,3,5,1,3,3인 이상 여행(가족 외)
1145,a006410,4,2,4,4,3,4,나홀로 여행
1146,a003597,4,2,7,2,6,3,2인 여행(가족 외)
1147,a000286,1,1,6,2,1,7,자녀 동반 여행
1148,b004636,1,1,4,1,1,7,3인 이상 여행(가족 외)
1149,a013847,3,3,4,4,4,5,나홀로 여행
1150,a005324,2,6,1,7,1,7,2인 가족 여행
1151,a002425,4,2,6,2,3,7,자녀 동반 여행
1152,a018235,1,2,1,5,7,2,나홀로 여행
1153,a006675,5,5,1,5,6,2,2인 여행(가족 외)
1154,a000978,3,4,1,4,7,4,2인 여행(가족 외)
1155,a003244,3,2,5,5,2,5,3인 이상 여행(가족 외)
1156,a011117,2,1,6,1,6,7,나홀로 여행
1157,a002165,2,6,4,6,1,7,2인 여행(가족 외)
1158,a012514,1,1,1,1,7,1,나홀로 여행
1159,a000195,4,5,5,5,5,7,나홀로 여행
1160,a001570,4,5,1,3,4,5,2인 가족 여행
1161,a000976,1,5,3,2,1,6,나홀로 여행
1162,a000796,3,5,3,2,6,3,2인 여행(가족 외)
1163,a017990,4,2,7,2,1,2,2인 여행(가족 외)
1164,a002033,4,2,3,2,2,7,나홀로 여행
1165,a000954,3,2,5,4,4,6,3인 이상 여행(가족 외)
1166,a004458,2,2,3,6,5,6,2인 가족 여행
1167,a010122,7,1,1,6,1,2,나홀로 여행
1168,a000082,4,2,5,5,2,4,2인 여행(가족 외)
1169,a004019,5,2,6,4,6,6,나홀로 여행
1170,a005200,6,4,1,4,5,5,나홀로 여행
1171,a001791,1,1,4,1,1,4,2인 여행(가족 외)
1172,a005714,4,4,4,4,7,4,2인 여행(가족 외)
1173,a005023,2,4,4,3,3,3,2인 여행(가족 외)
1174,a003374,5,1,5,1,7,4,나홀로 여행
1175,a004483,4,3,2,3,6,3,나홀로 여행
1176,a011463,4,4,4,3,3,3,3대 동반 여행(친척 포함)
1177,a007589,2,5,1,3,6,4,나홀로 여행
1178,a000714,2,1,3,3,5,3,2인 여행(가족 외)
1179,a001875,1,1,1,5,6,7,2인 여행(가족 외)
1180,a002616,4,4,1,6,1,4,2인 여행(가족 외)
1181,a003345,2,1,6,6,1,5,나홀로 여행
1182,a006632,7,1,1,4,4,7,2인 여행(가족 외)
1183,a005648,4,2,2,3,5,4,자녀 동반 여행
1184,a010328,2,1,4,2,2,6,2인 가족 여행
1185,a006726,4,2,7,1,5,3,나홀로 여행
1186,a011541,4,3,4,2,6,6,나홀로 여행
1187,a006868,2,2,4,1,6,5,나홀로 여행
1188,a001380,5,3,3,5,1,6,2인 여행(가족 외)
1189,a007640,2,2,4,2,2,6,2인 여행(가족 외)
1190,a017657,1,3,3,3,6,6,나홀로 여행
1191,a000902,1,7,7,1,5,1,자녀 동반 여행
1192,a002613,4,1,4,4,1,7,2인 여행(가족 외)
1193,a003984,2,2,1,2,2,5,2인 여행(가족 외)
1194,a006498,2,6,1,7,5,7,나홀로 여행
1195,a002387,5,1,4,5,5,1,2인 여행(가족 외)
1196,a001138,2,2,3,6,2,2,2인 여행(가족 외)
1197,a008111,3,3,1,6,2,4,2인 가족 여행
1198,a001295,2,3,2,4,5,5,자녀 동반 여행
1199,a001405,2,3,1,2,6,3,2인 여행(가족 외)
1200,a001569,2,2,2,3,3,2,2인 여행(가족 외)
1201,a017948,3,3,7,4,6,2,자녀 동반 여행
1202,b006746,3,1,3,5,5,7,3인 이상 여행(가족 외)
1203,a006798,2,2,4,6,6,6,3인 이상 여행(가족 외)
1204,a007361,7,7,4,6,1,7,나홀로 여행
1205,a001732,3,3,5,4,4,6,3인 이상 여행(가족 외)
1206,a005107,5,4,4,4,4,4,나홀로 여행
1207,a000412,4,4,4,4,3,7,부모 동반 여행
1208,a006837,1,1,1,1,2,5,2인 여행(가족 외)
1209,a017486,1,2,3,2,1,2,자녀 동반 여행
1210,a004101,4,6,6,3,4,5,2인 여행(가족 외)
1211,b008142,4,3,3,3,5,4,2인 여행(가족 외)
1212,a005241,6,2,1,4,3,6,나홀로 여행
1213,a003447,5,5,3,6,6,2,나홀로 여행
1214,a004099,4,2,3,2,5,3,2인 여행(가족 외)
1215,a002589,1,2,1,2,7,2,자녀 동반 여행
1216,a004696,3,6,4,3,6,6,2인 여행(가족 외)
1217,a017941,3,1,6,2,1,5,나홀로 여행
1218,a008035,2,6,3,6,6,2,3대 동반 여행(친척 포함)
1219,a002376,4,3,3,3,3,6,나홀로 여행
1220,a009729,4,3,5,6,3,3,2인 여행(가족 외)
1221,a015115,2,2,5,4,6,5,나홀로 여행
1222,a005711,2,1,4,4,1,6,3인 이상 여행(가족 외)
1223,a001892,7,1,1,4,4,3,자녀 동반 여행
1224,a005857,2,3,3,5,3,4,나홀로 여행
1225,a017885,4,2,6,2,6,5,부모 동반 여행
1226,a002708,2,3,2,5,2,3,2인 여행(가족 외)
1227,a002966,4,3,2,5,2,5,나홀로 여행
1228,a008206,4,4,3,5,1,7,2인 여행(가족 외)
1229,a002739,4,2,4,6,5,6,나홀로 여행
1230,a007026,2,4,5,5,3,2,나홀로 여행
1231,a010159,2,2,3,3,5,6,2인 여행(가족 외)
1232,a009699,1,1,4,6,2,5,3인 이상 여행(가족 외)
1233,a008638,2,5,2,2,1,2,자녀 동반 여행
1234,a014677,4,2,2,3,2,6,2인 여행(가족 외)
1235,a003546,4,2,6,4,2,6,2인 여행(가족 외)
1236,a001934,2,2,4,6,4,3,부모 동반 여행
1237,a010563,5,4,6,5,2,6,3인 이상 여행(가족 외)
1238,a006513,2,3,2,3,1,3,2인 가족 여행
1239,a001671,2,2,2,1,4,3,나홀로 여행
1240,a014834,6,2,2,6,6,7,나홀로 여행
1241,a004740,4,2,4,6,2,3,2인 여행(가족 외)
1242,a015266,1,4,1,4,4,3,2인 여행(가족 외)
1243,a005643,4,5,7,5,2,7,자녀 동반 여행
1244,a002701,4,4,4,4,4,4,3인 이상 여행(가족 외)
1245,a002780,1,2,2,2,2,1,나홀로 여행
1246,a001982,2,3,5,5,2,3,나홀로 여행
1247,a006316,1,1,6,2,7,6,나홀로 여행
1248,a000984,5,3,5,5,5,5,나홀로 여행
1249,a012496,3,3,2,2,5,4,나홀로 여행
1250,a002600,1,7,2,6,2,7,3인 이상 여행(가족 외)
1251,a003721,7,1,7,7,3,6,나홀로 여행
1252,a017911,2,4,4,4,4,3,나홀로 여행
1253,a005420,1,1,1,1,7,5,나홀로 여행
1254,a005777,5,2,4,6,2,6,2인 여행(가족 외)
1255,a005673,2,1,5,3,1,5,2인 여행(가족 외)
1256,a005868,3,3,5,5,3,5,자녀 동반 여행
1257,a002055,2,6,3,6,6,3,3대 동반 여행(친척 포함)
1258,a018039,2,3,2,3,3,6,2인 여행(가족 외)
1259,a003048,7,1,4,6,5,6,2인 가족 여행
1260,a003698,3,1,6,4,2,7,2인 여행(가족 외)
1261,a014719,4,4,4,4,4,4,나홀로 여행
1262,a000112,4,2,6,5,5,7,나홀로 여행
1263,a000906,3,5,3,6,3,6,2인 가족 여행
1264,a005316,4,2,3,2,4,2,나홀로 여행
1265,a003225,1,5,6,1,6,2,2인 여행(가족 외)
1266,a006990,1,1,1,7,7,4,2인 여행(가족 외)
1267,a006854,1,2,4,2,6,4,2인 여행(가족 외)
1268,a008561,1,2,5,3,4,4,나홀로 여행
1269,a018240,1,4,4,4,7,7,3인 이상 여행(가족 외)
1270,a001297,7,3,4,4,5,3,나홀로 여행
1271,a009466,4,2,4,4,6,4,2인 가족 여행
1272,a009427,4,3,5,4,3,3,2인 여행(가족 외)
1273,a005956,1,1,1,1,4,7,2인 여행(가족 외)
1274,a005346,7,1,7,1,3,7,나홀로 여행
1275,a000949,3,2,2,6,6,6,3인 이상 여행(가족 외)
1276,a010138,4,2,3,5,5,6,나홀로 여행
1277,a000445,7,5,3,5,6,4,나홀로 여행
1278,a010143,4,1,4,6,5,2,2인 가족 여행
1279,a012058,4,5,3,5,2,5,2인 여행(가족 외)
1280,a006321,3,4,5,2,5,5,나홀로 여행
1281,a008133,3,3,3,6,6,4,자녀 동반 여행
1282,a017837,1,1,7,1,7,7,2인 여행(가족 외)
1283,a003162,1,1,1,1,1,1,자녀 동반 여행
1284,a002476,3,2,3,5,3,6,2인 가족 여행
1285,a008114,4,1,4,4,2,7,2인 여행(가족 외)
1286,a007296,2,2,3,2,2,6,2인 여행(가족 외)
1287,a012119,4,7,1,6,3,7,나홀로 여행
1288,a018137,2,6,2,6,2,6,2인 여행(가족 외)
1289,a000675,1,1,4,4,7,1,자녀 동반 여행
1290,a018021,2,2,5,2,4,4,2인 가족 여행
1291,a001534,3,3,3,6,1,7,2인 여행(가족 외)
1292,a003810,4,3,2,3,5,7,2인 여행(가족 외)
1293,a006128,3,5,3,5,2,5,3인 이상 여행(가족 외)
1294,a003281,1,4,2,6,1,6,2인 여행(가족 외)
1295,a015837,7,1,1,3,7,1,3인 이상 여행(가족 외)
1296,a010374,2,4,3,4,2,5,2인 가족 여행
1297,a007878,3,6,1,3,2,6,2인 여행(가족 외)
1298,a002162,4,2,2,4,2,4,나홀로 여행
1299,a000084,2,5,4,2,6,4,자녀 동반 여행
1300,a000184,6,4,1,2,7,1,3인 이상 여행(가족 외)
1301,a007159,3,4,4,5,4,5,자녀 동반 여행
1302,a007523,2,1,2,2,5,7,나홀로 여행
1303,a006531,3,3,2,6,5,5,자녀 동반 여행
1304,a013665,6,4,6,2,3,6,나홀로 여행
1305,a010387,4,5,3,4,5,7,3인 이상 여행(가족 외)
1306,a017782,3,3,4,4,3,3,나홀로 여행
1307,a006638,3,3,2,6,1,6,3인 이상 여행(가족 외)
1308,a004670,4,6,2,3,3,3,나홀로 여행
1309,a009413,1,2,2,2,5,2,나홀로 여행
1310,a003320,4,6,1,3,5,2,3인 이상 여행(가족 외)
1311,a007328,6,6,6,6,6,6,나홀로 여행
1312,a005961,2,3,6,6,2,5,3인 이상 여행(가족 외)
1313,c002786,2,1,4,5,6,3,자녀 동반 여행
1314,a005744,2,4,2,4,4,3,2인 여행(가족 외)
1315,a001515,2,1,6,6,5,6,자녀 동반 여행
1316,a007180,4,1,4,5,7,6,2인 여행(가족 외)
1317,a006299,1,6,1,6,1,3,자녀 동반 여행
1318,a015123,1,4,2,4,3,7,2인 여행(가족 외)
1319,a012377,5,1,4,3,5,7,나홀로 여행
1320,a018098,7,2,2,6,1,7,2인 여행(가족 외)
1321,a000915,5,5,5,4,4,4,3대 동반 여행(친척 포함)
1322,a002493,2,1,4,3,2,6,나홀로 여행
1323,a002991,3,1,4,6,2,7,나홀로 여행
1324,a007304,7,1,7,1,7,4,2인 여행(가족 외)
1325,a006165,5,2,7,6,6,3,나홀로 여행
1326,a005693,5,1,2,2,5,7,나홀로 여행
1327,a017922,1,3,1,3,2,4,나홀로 여행
1328,a007685,2,2,3,6,2,2,나홀로 여행
1329,a014775,1,1,4,5,3,6,2인 가족 여행
1330,a009550,6,2,5,3,3,3,나홀로 여행
1331,a003215,1,1,5,7,1,7,3인 이상 여행(가족 외)
1332,a007616,1,3,2,6,2,6,2인 가족 여행
1333,a017814,4,2,4,3,6,4,2인 가족 여행
1334,a018192,3,3,5,4,5,6,자녀 동반 여행
1335,a014619,4,4,4,6,4,2,2인 여행(가족 외)
1336,a005991,2,4,5,3,5,1,나홀로 여행
1337,c005193,6,1,5,5,6,7,3인 이상 여행(가족 외)
1338,a010002,4,4,2,3,3,6,나홀로 여행
1339,a000701,3,3,1,4,2,2,2인 여행(가족 외)
1340,a017878,5,5,2,3,6,3,2인 여행(가족 외)
1341,a004756,7,7,2,2,6,1,2인 여행(가족 외)
1342,a009584,2,2,2,3,3,5,자녀 동반 여행
1343,a010544,2,2,3,3,2,6,나홀로 여행
1344,a001037,2,2,5,3,4,6,3인 이상 여행(가족 외)
1345,a005112,3,4,3,4,2,4,나홀로 여행
1346,a005702,1,1,1,7,7,7,나홀로 여행
1347,a004093,5,3,2,6,4,5,자녀 동반 여행
1348,a005670,2,2,6,5,3,3,3인 이상 여행(가족 외)
1349,a017526,3,2,5,3,5,6,자녀 동반 여행
1350,a011640,2,2,3,3,3,5,나홀로 여행
1351,a007634,4,1,3,2,1,6,2인 여행(가족 외)
1352,a004535,3,2,4,4,5,6,2인 여행(가족 외)
1353,a010192,6,7,4,6,6,3,나홀로 여행
1354,a004024,1,1,6,4,5,7,2인 여행(가족 외)
1355,d004427,1,3,3,5,1,7,2인 여행(가족 외)
1356,a008658,2,3,4,6,3,6,자녀 동반 여행
1357,a000147,2,6,6,3,3,6,2인 여행(가족 외)
1358,a014789,2,2,1,3,6,6,나홀로 여행
1359,a001129,3,5,3,2,2,6,2인 여행(가족 외)
1360,a006374,6,2,3,2,1,6,2인 여행(가족 외)
1361,a009685,6,6,6,4,5,4,2인 여행(가족 외)
1362,a002618,1,1,1,4,2,6,부모 동반 여행
1363,a007827,2,2,2,2,7,6,2인 여행(가족 외)
1364,b003330,1,1,5,3,6,7,3인 이상 여행(가족 외)
1365,a004273,2,1,4,5,5,7,2인 여행(가족 외)
1366,a010436,2,6,1,2,3,1,자녀 동반 여행
1367,a001179,4,6,2,3,2,5,자녀 동반 여행
1368,a006030,5,3,5,5,2,6,2인 가족 여행
1369,c002932,2,1,1,1,1,5,나홀로 여행
1370,a018052,4,2,4,2,2,5,나홀로 여행
1371,a003309,1,5,1,5,1,7,나홀로 여행
1372,a002218,2,1,4,2,4,4,2인 여행(가족 외)
1373,a005538,6,2,6,6,2,7,나홀로 여행
1374,a018201,2,5,2,6,5,5,자녀 동반 여행
1375,a003074,1,1,5,3,2,7,자녀 동반 여행
1376,a004575,2,2,1,4,6,6,2인 여행(가족 외)
1377,a018190,6,2,6,2,5,2,나홀로 여행
1378,a000880,2,2,1,4,6,2,3인 이상 여행(가족 외)
1379,a018123,3,4,3,5,2,5,자녀 동반 여행
1380,a000618,7,7,1,7,1,7,2인 여행(가족 외)
1381,a003117,1,3,2,4,4,6,2인 여행(가족 외)
1382,a007600,3,3,1,4,2,6,2인 여행(가족 외)
1383,a006634,2,3,2,3,2,6,2인 여행(가족 외)
1384,a010210,2,1,2,7,3,2,나홀로 여행
1385,a009405,4,3,2,4,5,3,2인 여행(가족 외)
1386,a001584,6,2,4,6,5,2,나홀로 여행
1387,a004509,1,4,1,7,1,7,3인 이상 여행(가족 외)
1388,a002986,2,1,2,3,2,3,나홀로 여행
1389,a007645,2,2,7,4,1,6,2인 여행(가족 외)
1390,a006375,4,2,5,6,5,6,2인 가족 여행
1391,a001694,2,2,1,4,7,4,3인 이상 여행(가족 외)
1392,a004994,2,2,4,6,2,6,3인 이상 여행(가족 외)
1393,a005034,1,2,2,2,2,3,나홀로 여행
1394,a018111,2,2,5,6,5,6,2인 가족 여행
1395,a008073,2,2,6,2,6,3,나홀로 여행
1396,a002531,1,1,6,2,2,6,3인 이상 여행(가족 외)
1397,a014164,4,3,5,4,3,6,3대 동반 여행(친척 포함)
1398,a008738,6,2,2,6,1,6,자녀 동반 여행
1399,b006472,1,1,3,1,1,6,2인 여행(가족 외)
1400,a003965,2,1,4,3,2,1,나홀로 여행
1401,a004370,4,3,4,3,2,7,나홀로 여행
1402,a005855,2,4,1,4,3,2,나홀로 여행
1403,a006282,2,6,4,4,6,6,나홀로 여행
1404,a001757,2,5,4,6,2,2,2인 여행(가족 외)
1405,a009922,2,2,2,1,3,6,나홀로 여행
1406,a002378,6,5,6,6,5,5,나홀로 여행
1407,a000065,3,3,3,3,3,4,부모 동반 여행
1408,a004227,5,1,4,1,1,4,나홀로 여행
1409,a006247,3,3,2,6,2,3,3인 이상 여행(가족 외)
1410,a008222,4,1,7,4,1,1,나홀로 여행
1411,a017971,4,4,2,6,6,6,자녀 동반 여행
1412,a005589,4,3,4,6,4,5,자녀 동반 여행
1413,a017995,4,1,1,1,7,7,나홀로 여행
1414,a017967,1,1,1,2,1,7,2인 가족 여행
1415,b006019,3,2,3,3,6,4,나홀로 여행
1416,a001450,2,2,3,4,4,6,2인 가족 여행
1417,a008348,2,2,4,2,1,5,2인 여행(가족 외)
1418,a005924,3,3,5,3,5,3,자녀 동반 여행
1419,a005659,2,2,2,2,6,4,2인 가족 여행
1420,a002212,3,2,2,2,1,7,나홀로 여행
1421,d004175,4,1,4,5,2,7,나홀로 여행
1422,a004680,5,2,7,2,1,6,나홀로 여행
1423,a012288,6,1,1,7,7,1,2인 여행(가족 외)
1424,a005822,4,2,1,2,7,2,나홀로 여행
1425,a002513,7,7,1,7,7,7,3인 이상 여행(가족 외)
