key,value
3356,팔달문
3752,화성행궁
2439,오이도 바다
2440,오이도 바닷가
3158,청학동계곡
1173,목향원
869,동대문 문구완구시장
1756,세종문화회관 미디어파사드 관람
872,동대문디자인플라자(DDP
875,동대문역사문화공원 동대문운동장기념관
3799,흥인지문
1211,물의정원
2751,이정웅 스페이스
1154,명성산
1482,산정호수
1333,벽초지수목원
2960,전쟁기념관
862,동관왕묘
277,경춘선 시간여행 거리
3202,캐나다 전투기념비
3354,판교환경생태학습원
3638,현대백화점 판교점
3731,화랑공원
2842,인천세관역사공원
2921,잠실종합운동장 올림픽주경기장
2855,인천항갑문
269,경의선숲길공원
3296,템플
3726,화담숲
2753,이천 문화의거리
2192,안흥지 애련정
1710,설봉공원
2762,이천시립월전미술관
371,관고전통시장
644,남이섬
146,가평레일파크
2871,일산호수공원
3257,킨텍스
2861,인터컨티넨탈 서울코엑스
1372,봉은사
3233,코엑스
1522,새마을전통시장
2923,잠실한강공원
2917,잠실공원
2922,잠실종합운동장 잠실야구장
176,강남역 스파오
2924,잠원한강공원
3274,탄도항
2592,웨스틴조선 수영장
2594,웨스틴조선호텔 서울 수영장
1760,세종충무공이야기
416,광화문광장 세종대왕동상
1151,명동난타극장
1626,서울시티투어버스
3766,환구단
1031,롯데백화점 청량리점
29,Apple 가로수길
1564,서울 선릉과 정릉
942,딥티크 가로수길 플래그십스토어
1223,미로미로 홍대점
1186,무신사스탠다드 홍대
2874,일상비일상의틈
3802,히든코인싱어 홍대점
3518,한강중앙공원
951,라베니체 마치에비뉴 2차
538,금빛수로보트하우스
3120,청계산
2809,인왕산
1429,북한산둘레길 1구간소나무숲길
1843,수락산
1909,수원화성 팔달문
3741,화성관광열차안내소 연무대매표소
3736,화서공원
4,12호 소공원
1890,수원탑동시민농장
525,그랜드워커힐서울 컨벤션센터
1015,롯데백화점 건대스타시티점
1452,비스타워커힐 서울
967,러쉬 강남역점
1714,섬세이 테라리움
948,띵굴스토어 성수점
3615,헤븐센스 성수연무장점
2553,워터플레이 수상레저
2556,원당시장
1331,벨라시타
3604,허브아일랜드
1445,비둘기낭폭포
3755,화성행궁광장
3358,팔달문시장
1866,"수원공방거리 ,남문로데오거리"
1879,수원역로데오거리
1971,스타필드 하남
648,남한산성
540,금융감독원
3502,하피랜드
445,구장사거리
235,경기도남한산성세계유산센터
3105,천주교남한산성순교성지
689,노원문화의거리
1320,벌말근린공원
1933,숭례문
621,남산
635,남산케이블카
613,남대문시장
227,게내수변공원
629,남산공원 N서울타워
3196,카페시차
2212,약사사
551,긱스타PC방
2920,잠실종합운동장 실내체육관
2079,아라리오뮤지엄 인 스페이스
604,낙천지
1316,백운계곡관광지
3410,포천 가람누리  문화공원
1822,송도센트럴파크
1955,스퀘어원
2633,윤아트갤러리
2573,월미도
2048,신포국제시장
2834,인천도시역사관
1736,세라젬웰카페 인천도화직영점
1941,쉬즈웰 craft
1763,센트럴공원수상택시
3652,현대프리미엄아울렛 송도점
2852,인천차이나타운
599,낙생대공원
528,그레이츠 판교
1658,서울특별시 광진구 광장동 워커힐 가는 산책로
1462,빛의시어터
1895,수원화성 국궁체험장
2515,용연
2669,의정부음악도서관
2936,장안문
3749,화성어차탑승
3589,행리단길
3188,카자구루마
2582,월미테마파크
1687,석양마루매점
1081,리움 하우스웨딩
896,동작구민체육센터
2688,이마트 구로점
3433,풍동애니골
3262,킨텍스 제2전시장
3038,중남미문화원
961,라페스타
1007,롯데마트 제타플렉스
1306,배부장찌개 광교법조단지점
751,당거쉼터
384,광교호수공원 원천습지
1396,부평문화의거리
1399,부평역지하상가
502,굴포천
509,귤현프라자
1914,수원화성 화홍문
1026,롯데백화점 영등포점
2588,웨딩그룹위더스 영등포
3800,흥인지문.광장시장
405,광장스넥
597,낙산공원
3656,혜화문
2135,아트스페이스J
1164,모란민속장
985,렛츠런파크서울
1891,수원통닭거리
2789,익선동창화당
1865,수원공방거리
3583,행궁길갤러리
923,드라마 <이상한 변호사 우영우> 촬영지
1123,매산시장
3801,흥인지문공원
1618,서울스카이
1057,롯데월드 어드벤처
1545,서대문형무소역사관
418,광화문광장 일대
1055,롯데월드 민속박물관
888,동묘시장
1664,서울풍물시장
834,덕수궁돌담길
421,광화문광장지하
3095,창신동 완구골목
2222,양재동꽃시장
3807,힐튼가든인 서울강남점
2719,이마트 포천점
3558,한탄강하늘다리
3555,한탄강 지질공원센터
3417,포천패션타운
2963,전통술박물관산사원 본원
3174,충목단
2949,재인폭포
70,K-water 한탄강댐 물문화관
2894,임진강댑싸리공원
3315,틴틴홀
1744,세빛섬
3710,홍대예술의거리
3147,청운문학도서관
1242,미추홀공원
2764,이촌한강공원
1102,마포 걷고싶은길 4코스
3395,평화랜드
2886,임진각관광지 바람의언덕
1098,마장호수출렁다리
2882,임진각 평화누리
2890,임진각평화누리전통놀이체험장
1282,반포한강공원 달빛광장
514,그랑핸드 남산
1022,롯데백화점 본점
512,그라운드시소 서촌
3141,청와대 본관
1086,마루아트홀
2507,용산역사박물관
3084,창덕궁
3082,창경궁
1587,서울대학교 관악캠퍼스
603,낙원타코 롯데몰수원점
1694,석촌호수벚꽃축제
2028,신세계백화점 강남점
2477,올림픽공원 테니스경기장
1921,수정사우나
3378,펠리체가든
2405,예스파크
924,드라마 “그해우리는” 촬영지
1873,수원시립 아이파크미술관
1913,수원화성 화서문-화홍문 성곽길
3501,하이커그라운드
2647,은평한옥마을
260,경복궁돌담 청와대 사잇길
1351,보안여관
164,감고당길
2375,열린송현녹지광장
2793,인사동 문화의거리
1674,서촌한옥마을
3062,진관사
1418,북촌한옥마을
2813,인왕산둘레길
1874,수원시립미술관
1878,수원역 1호선
1327,베이커리 씨어터 수목원
3795,흑석시장
743,달마사
3241,콤콤오락실
305,고석정
3256,키자니아 서울
656,남한산성둘레길 2코스
2603,위례중앙광장
2900,자라섬
1916,수원화성 화홍문 안내소
3448,플라잉수원
1912,수원화성 화서문 안내소
1903,수원화성 서북각루
1904,수원화성 서장대
3015,종묘
1641,서울어린이대공원 동물원
128,가락동농수산물도매시장 수산시장
2177,안양예술공원
620,남사화훼집하장
3599,행주산성역사공원
2943,장항습지
626,남산골한옥마을
3762,화정역광장
1597,서울랜드
807,더스타갤러리
1011,롯데몰 김포공항점
101,SH아트홀
1357,복골캠프
2779,이태원역교차로
2774,이태원거리
1052,롯데에비뉴엘 본점
179,강남역지하상가
2502,용산공원 부분개방부지
511,그라운드시소 명동
2305,엔터식스 왕십리역점
2100,아이뎁스 PC방
279,경춘선숲길
2538,우장산공원산책길
327,고척스카이돔
1627,서울식물원
90,NC백화점 강서점
3727,화담숲 곤충생태관
342,곤지암리조트 스파라스파
1068,롯데프리미엄아울렛 이천점
726,니지모리스튜디오
577,나리공원
2667,의정부부대찌개거리
3650,현대프리미엄아울렛 김포점
274,경인항 김포
1649,서울우리소리박물관
3129,청계천헌책방거리
1600,서울레코드
1413,북촌마을서재
1887,수원천
1906,수원화성 연무대 관광안내소
1884,수원전통문화관 전통식생활체험관
3089,창룡문
1911,수원화성 화서문
2037,신세계프리미엄아울렛 여주
3370,펀시티
3327,파미에스테이션
3464,피카소거리
225,건대맛의거리
2303,엔젤코인노래연습장 건대점
2430,오산천
535,금광저수지
21,AK& 홍대
3699,홍대 ak위드뮤m
3458,피규어프레소 FP점
165,감성교복 롯데월드점
2195,알비
3649,현대카드 쿠킹라이브러리
1228,미사경정공원
1047,롯데시네마 하남미사
2123,아크앤북 미사현대점
3617,헤이리농원
318,고양어린이박물관
1706,선창수산
3786,효원공원
1343,병점역 1호선
40,CGV 수원
1606,서울뷰티위크
546,기아 디자인 철학 전시 Opposites United
3452,플레이 더월드 강남점
1596,서울라이트 DDP
232,경기대학교 서울캠퍼스
727,다산생태공원
239,경기도어린이박물관
3271,타임테라스 A블럭
977,레이크꼬모 동탄
2769,이케아 기흥점
238,경기도박물관
902,동탄호수공원
3549,한양도성박물관
3117,청계광장
1571,서울공예박물관
870,동대문디자인플라자
3107,천주교서울대교구 주교좌 명동대성당
452,국립고궁박물관
567,김포한강야생조류생태공원
748,담쁨퍼스널컬러
568,김포한옥마을
3359,팔달문화센터
1296,배곧생명공원
2454,"옥구공원, 옥구공원 반려견놀이터, 조각공원"
2004,시흥프리미엄아울렛
2001,시흥배곧한울공원
2847,인천아트플랫폼
3520,한국근대문학관
2808,인생네컷 파주야당2호점
1097,마장호수
478,국립중앙박물관
463,국립민속박물관
2961,전쟁기념관 어린이박물관
1541,서대문 자연사박물관
1344,보광사
1335,벽초지수목원 사진전시관
3619,헤이리마을 영화박물관
1334,벽초지수목원 빈센조 촬영장
1285,밝은광장 인증센터
229,경강교 인증센터
3152,청평5일시장
357,공지천유원지
2018,신매대교 인증센터
417,광화문광장 이순신 장군 동상
2012,신덕고개
2645,은이성지
2480,와우정사
1803,손골성지
786,대오서점
2146,안녕인사동
3145,청와대 춘추문
2116,아쿠아플라넷
2103,아이스타일
2309,엘리펀트플라잉
124,가드너스
1918,수원화성미디어아트쇼
1870,수원문화재단
211,갤러리아백화점 광교점
1281,반포한강공원
383,광교호수공원
2472,올림픽공원
3739,화성 어차 매표소
673,노래하는분수대
1465,뽀로로파크 일산킨텍스점
3625,현대모터스튜디오고양 키친바이해비치
2499,용봉산
611,남당항
3418,포천한탄강하늘다리
3289,테르메덴
2241,양평물맑은시장
2492,용문사
373,관교전통시장
1213,물향기수목원
3238,코지블루
2105,아이파크몰
2279,에버랜드 판다월드
2277,에버랜드 카니발광장
2271,에버랜드 매표소
31,BHC치킨 에버랜드점
51,DMZ 장단콩두부마을
1695,석촌호수산책길
1784,소망교회
2382,영월공원
2818,인천 개항장문화재야행
2015,신라아이파크면세점
2707,이마트 용산점
1698,석파정
3216,케이스포돔 올림픽체조경기장
1758,"세종이야기(세종대왕,이순신 상설체험문화공간)"
3146,청와대전망대
2512,용암천
253,경동다육
2251,어울림공원
2767,이케아 광명점
1179,묘문사
393,광명동굴
828,덕송천
1336,별내동 카페거리
399,광명시자원회수시설
3654,현대프리미엄아울렛 스페이스원
473,국립수목원 열대식물자원연구센터
1371,봉선사동종
3066,진접도서관
470,국립수목원 산림헌장비
468,국립수목원 국립산림박물관
1332,벼락소유원지
2933,장승다담공원
469,국립수목원 난대식물원
472,국립수목원 숲의명예전당
2627,육림호
1370,봉선사 일주문
3169,춘원이광수기념비
471,국립수목원 숲생태관찰로
388,광릉숲길
387,광릉수목원길
1056,롯데월드 샤롯데씨어터
141,가평 갤럭시하우스 뒷편마을
960,라크몽
2939,장지천
1791,소이연남 라크몽
2994,제시
2319,여의도공원
1817,송도달빛축제공원
2493,용문산
2377,영녕릉 세종대왕유적지구 세종대왕릉
2498,용문천년시장
3231,코스트코 일산점
2576,월미문화관
1300,배다리성냥마을박물관
1841,수도국산 달동네박물관
3533,한국이민사박물관
2909,자유공원
2570,월미공원
321,고양이카페38.5
1377,부락산
1046,롯데시네마 평택비전
3385,평택남부문예회관 대공연장
1682,석남사
2765,이충문화체육센터
3581,햇반 쌀창고 팝업스토어
964,래미안갤러리
516,그랑핸드 북촌
792,대치유수지체육공원
3324,파르나스몰
2392,영풍문고 스타필드코엑스몰점
2064,쌈지길
1508,상동호수공원
1390,부천호수식물원 수피아
596,나혜석거리
1548,서둔교회
1589,서울대학교 수원수목원
3545,한성백제박물관
1765,센트럴파크
3178,충헌공김구선생묘
3222,코마린 이스트보트하우스 송도지점
2580,월미양궁연습장
1835,송월동동화마을
798,대한불교조계종 신륵사
744,달맞이광장
1829,송도타임스페이스
341,곤지암리조트 스키장
1590,서울도서관
1503,삼청동거리
1190,무지개서는마을
3641,현대백화점유플렉스 신촌점
3308,통일바라기축제
2931,장보고
1675,서축공업기념관
2414,오두산통일전망대
1159,명필름아트센터
804,더도어즈이스케이프
2679,이랜드크루즈
2649,은행나무
729,다이소 공릉점
200,개미어린이공원
1656,서울청년센터 동대문오랑
3133,청량리먹자골목
2478,옹달샘어린이공원
1034,롯데슈퍼 공릉점
1607,서울생활사박물관
2393,영풍문고 종각종로본점
283,경춘폭포
214,갤러리힐링카페
1653,서울창업디딤터
1645,서울여성공예센터 더아리움
3572,해오라기어린이공원
3746,화성시우리꽃식물원
3750,화성융릉과건릉
2328,여주농촌테마공원 본관
653,남한산성 행궁
1077,리멤버 수원직영점
2011,신대호수
2344,연무대 관광안내소
2365,연천율무축제
3413,포천산정호수명성산 억새꽃축제
1485,산정호수조각공원
3631,현대백화점 신촌점
2046,신촌파랑고래
3269,타임스퀘어
513,그라운드시소 성수
1639,서울어린이대공원
2705,이마트 영등포점
2964,전통주갤러리
1679,서희테마파크
191,강천섬유원지
753,당남리섬 (휴업중)
1408,북악산 청운대쉼터분기점
459,국립국악원
2230,양주나리농원
1322,범계역광장
1032,롯데백화점 평촌점
3380,평촌로데오거리
2306,엔피아
945,뚝섬미술관
16,63스퀘어
3427,포트링공방
879,동대문종합시장 악세서리부자재시장
2027,신세계면세점 명동점
1604,서울명예도로 감고당길
3445,플라워바이네이키드 홍대
1095,마이랜드
895,동인천 중앙시장 / 인천둘레길12코스
2587,웨딩가구의거리
1397,부평역 인근 거리
2857,인천화교역사관
3130,청년백범김구 역사거리
3411,포천5일장
784,대승원
3030,주주팜
2640,율봄식물원
2336,여주한글시장
268,경의선숲길
3132,청라호수공원
2974,정서진광장
2372,연희자연마당
2082,아라타워
1420,북한강
506,궁평항
11,2022 서신면 한마음 어울림 마당 축제
655,남한산성둘레길 1코스
657,남한산성참먹거리
1207,문화역서울284
3143,청와대 정문
1602,서울로7017
2045,신촌이대거리
2703,이마트 신촌점
667,노들섬
226,검단산
3479,하남역사박물관
3481,하남유니온타워
1703,선법사
412,광주향교
2720,이마트 하남점
1229,미사경정공원 조정카누경기장
878,동대문종합시장 먹거리장터
32,BMW 한독모터스 수원전시장
746,달빛어린이공원
3056,지지배배한복 2호점
1385,부천자연생태공원
1378,부천 국제애니메이션페스티벌
3526,한국만화박물관
2819,인천 펜타포트락페스티벌
1821,송도센트럴공원 꽃사슴정원
3653,"현대프리미엄아울렛 송도점, 트리플스트리트"
94,NC큐브 커넬워크 겨울동
2497,용문산자연휴양림
250,경기옛길 평해길 제6길 거무내길
1940,쉬자파크
1769,소노휴양평 헬스클럽 및 수영장
1437,불암산
824,더현대서울 6층
825,더현대서울 매직샷 전시회
68,IFC몰
969,러쉬쇼케이스
1481,산정랜드
1074,루지월드 포천 베어스타운
919,두타몰
3760,화적연 플로깅
3412,포천반월성
3759,화적연
617,남문로데오시장
897,동장대 화성어차 연무대 매표소
2366,연천은대리성
2208,야끼화로 송도점
1810,솔찬공원
3630,현대백화점 미아점
3623,현대모터스튜디오 고양
2902,자라섬 꽃테마공원
1467,쁘띠프랑스
1096,마이아트뮤지엄
488,국립현대미술관 덕수궁관
2296,엑스익스프레스 성수낙낙점
2682,이리로
408,광장시장 전골목
1313,백범광장
3,108하늘계단
2023,신사개나리공원
623,남산골 한옥마을 윤택영재실
2799,인사이트모션 한옥마을
2148,안다즈 서울강남 미술 전시관
851,도산근린공원
59,GS25 압구정신사점
2557,원더마마
2642,융잡화점
1119,망원정 터
1553,서삼릉 인종인성왕후효릉
1144,메밀촌 두부마을
3510,한강3경 이포보전망대
2334,여주오곡나루축제
754,당남리섬 가족피크닉존
1156,명성황후생가
2574,월미도 놀이공원
1830,송도한옥마을
2483,와인앤모어 여의도점
1592,서울돈화문국악당
678,노무현시민센터
1554,서소문성지역사박물관
2796,인사미술공간
965,러브컨템포러리아트 서울
159,가회동백인제가옥
3645,현대카드 디자인 라이브러리
1346,보라매공원
2445,오이도선사유적공원
2434,오아시스
2444,오이도박물관
2904,자라섬 블루문
1114,만해기념관
1663,서울특별시청
1619,서울스퀘어
3045,중앙경제HR교육원
480,국립중앙박물관 기획전시관
1051,롯데아울렛 서울역점
3139,청와대  본관 영빈관등
2200,압구정로데오거리
210,갤러리아백화점 WEST점
1724,성수동거리(젠트리피케이션)
3527,한국민속촌
2244,양화한강공원
1613,서울숲 곤충식물원
2247,어둠속의대화
998,롯데마트 서울역점
1198,문래동창작촌
3239,콘텐츠박스
783,대성수상레저
2029,신세계백화점 경기점
2981,정평천자전거길
2702,이마트 수지점
1796,소피텔 앰배서더 서울
2977,정약용유적지
3435,프렌즈스크린 덕소점
3516,한강뮤지엄
1243,미호박물관
989,로프트가든344
1110,만석공원
1565,서울 용산구 백범로79길 54
1318,백운호수
2971,정발산
1038,롯데시네마 라페스타
2870,일산시장
832,덕수궁 석조전대한제국역사관
1970,스타필드 코엑스몰
2790,익선동한옥거리
1647,서울역사박물관
178,강남역사거리
2608,유니클로 광화문D타워점
261,경복궁역 3호선
905,동해수산시장
3381,평촌중앙공원
3226,코스트코 광명점
1578,서울대공원
1584,서울대공원 치유의숲
369,과천향교
1258,바른식생활교육체험관
909,두리 버섯농원
2630,육회독존
1800,소피텔 앰배서더 서울 온천/사우나 16층
262,경북궁
1797,소피텔 앰배서더 서울 16층 온천 스파
420,광화문광장숲.이순신동상.명량분수 등
419,광화문광장 해치마당
2402,예술의전당 한가람미술관
2473,올림픽공원 88잔디마당
209,갤러리아백화점 EAST점
2854,인천축구전용경기장
1617,서울숲카페거리
1490,삼각지역 4호선
2761,이천시립박물관
1711,설봉산
2979,정원속화실담다
809,더스테이힐링파크 내 알파와앵무
2262,에델바이스 스위스 테마파크
1935,숲속 놀이터
1936,숲속의쉼터글램핑 공연장
295,고랑포구역사공원
1573,서울광장
1842,수도박물관
676,노량진컵밥거리
1526,샘마루공원
793,대학로거리
1741,세븐일레븐 역삼보브점
1138,메가박스 코엑스 더 부티크 스위트
1373,봉은사로 가로수길
2694,이마트 부천점
1152,명동역지하쇼핑센터
2206,앨리웨이 광교
2893,임진강 평화 전망대
205,갤러리 그리브스
2881,임진각 전망대 및 경의선 장단역증기기관차
3393,평화누리공원 바람의언덕
742,단월산
2062,싸리제골
3103,천서리막국수촌
2919,잠실종합운동장
2412,오니츠카타이거 가로수길점
1764,센트럴시티지하상가
2460,온기정
843,데일리라이크 세로수길점
2106,아차산
1350,보안1942
206,갤러리 아트사이드
722,느티나무 바베큐 곤지암리조트
2310,엘마트 광주점
338,곤지암리조트 게임 캠프
3171,춘천중도물레길
439,구봉솔숲해수욕장
1609,서울세계불꽃축제
1727,성수동카페거리
3608,허브아일랜드 산타마을
3610,허브아일랜드 향기존
3609,허브아일랜드 핑크뮬리축제
2022,신북리조트스프링폴 야외워터파크
3606,허브아일랜드 베네치아존
3672,호텔신북온천
3708,홍대문화예술관광특구
1593,서울동 갤러리아백화점 이스트점
1185,무신사 스탠다드 강남
2655,을지로4가역 2호선
585,나이키 포천소흘점
1066,롯데팩토리아울렛 가산점
1440,블루스퀘어
1315,백운계곡
3705,홍대거리
3701,홍대 버스킹광장
2797,인사센트럴뮤지엄
1325,베렌트레프
2913,작은연필가게 흑심
217,갯골생태공원 염전체험장
1210,물왕호수
943,따오기아동문화관
2656,을지로가구거리
1816,송도누리공원
3325,파리공원
1121,매봉
3119,청계사
1201,문원어린이공원
2217,양서농협 두물머리 로컬푸드직매장
2975,정암수목공원
2520,용인보정동 고분군
1722,성복천자전거길
2829,인천내리교회
2840,인천배다리헌책방거리
2824,인천개항장 근대건축전시관
2581,월미전통정원
2579,월미산
2571,월미공원 전망대
2701,이마트 수원점
3765,화홍사랑채
1141,메나미죠죠
2420,오모차랜드 홍대점
442,구월동로데오거리
2830,인천대공원
3203,캐리비안베이
3484,하늘공원
927,드라이브길
2369,연천호로고루
2373,열두개울 둘레길
3285,태풍전망대
1177,몽마르뜨공원
2845,"인천시민애집,인천구락부"
3135,청량산
1831,송도현대아울렛
999,롯데마트 송도점
2811,인왕산 수성동계곡
3709,홍대앞걷고싶은거리
2631,윤동주문학관
2505,용산역
1863,수원KT위즈파크
3301,토이쩔어스
3442,프리마리오
947,뚝섬한강공원
1643,서울어린이대공원 식물원
718,뉴코아아울렛 동수원점
3506,한강
1171,목동종합운동장 목동아이스링크
2400,예술의전당
2031,신세계백화점 본점
3784,회현지하쇼핑센터
856,독산성 세마대
521,그랜드워커힐서울
1410,북악팔각정
3399,평화의공원
3486,하늘공원 메타세콰이어길
2446,오이도음식문화거리
2442,"오이도 빨강등대, 생명의나무전망대"
710,누리성 모험 놀이터
2880,임진각 수풀누리
1650,서울월드컵경기장
876,동대문종합시장
1696,석촌호수수변무대
339,곤지암리조트 곤지암루지360
334,곤지암 리조트 생태하천
2186,"안정로데오거리, 코코살사버거앤타코"
3391,평택호관광단지
659,내리문화공원
3140,청와대 대통령관저
3142,청와대 영빈관
1194,문경새재도립공원
1196,문경오픈세트장
1688,석장리박물관
3002,제타플렉스
323,고요재
3665,호명호수공원
155,가평초등학교
3364,팟알
2898,잇다스페이스
3114,철원한탄강 주상절리길 드르니매표소
1900,수원화성 북동포루
264,경수갤러리
1125,매향교
3547,한아름공원
1507,상동역먹자골목
719,뉴코아아울렛 부천점
1943,슈가판타지
3577,해피리본소사이어티
2470,올리브영 범계 타운
2304,엔터식스 안양역점
93,NC백화점 야탑점
1433,분당중앙공원
2210,야식구매
3632,현대백화점 압구정본점
1023,"롯데백화점 본점 (Tom ford,Papyrus)"
1260,바운스슈퍼파크 수원영통센터
491,국립현대미술관 야외조각장
487,국립현대미술관 과천관
3298,토마스모어
1215,뮤지엄209
3206,캠프통포레스트
3154,청평자연휴양림
1395,부평모두몰 10번출구
1224,미리내성지
1968,스타필드 안성
3199,카페피크닉
3482,하남유니온파크
3588,행궁파티 '그 해 우리는' 드라마 촬영지
2030,신세계백화점 대구점
498,국회의사당
3228,코스트코 송도점
3312,트리플스트리트
1025,롯데백화점 수원점
1612,서울숲 곤총식물원/나비정원
2150,안다즈호텔 서울강남 수영장
2198,압구정 일대 거리 투어
1635,서울안다즈호텔B2 수영장
77,K현대미술관
2149,안다즈 서울강남 수영장
3001,제일평화시장
795,대한민국역사박물관
3620,헤이리무장애노을숲길
2892,임진강 독개다리
451,국립6.25전쟁납북자기념관
2169,안성팜랜드
2119,아쿠아플라넷63
2036,신세계센트럴시티
2466,올래홀
2461,온누리교회
2095,아비노
1532,생태화공원
137,가장맛있는족발 안양덕천점
2910,자유공원 맥아더장군동상
1492,삼국지벽화거리
3522,한국기독교 100주년기념교회
1771,소래습지생태공원
3563,할리스 합정역점
2986,제물포구락부
1069,롯데프리미엄아울렛 타임빌라스
2516,용인곤충테마파크
1084,리프패럿 용인점
1861,수원 남수문
3052,지동시장
139,가챠샵 차이나타운점
2866,일본풍거리
2340,연경 차이나타운본점
192,강촌레일파크 김유정역
1786,소양강스카이워크
362,과천생태길
365,과천시민회관
368,과천청사 시민광장
366,과천시민회관 야외공연장
2766,이케아 고양점
2868,일산문화광장
1345,보넷길
2333,여주보문화관
1135,메가박스 송도
1557,서오릉
1778,소래포구종합어시장
1301,배다리역사문화마을
2035,신세계백화점 타임스퀘어점
1513,상수나들목
1993,시마스시 용산아이파크몰점
1254,바라산
1317,백운산
379,광교산
1255,바라산 숲길 전망대
2223,양재시민의숲
1010,롯데몰 광명점
549,기형도문화공원
3180,충현역사공원
2419,오리서원
401,광명전통시장
8,2001아울렛 천호점
2795,인사동거리
738,다이소 천호점
519,그래비티 서울 판교 오토그래프컬렉션
3064,진시골밥상
3437,프로맘킨더 AK분당점
382,광교카페거리
2950,재즈페스티벌
1757,세종문화회관 미술관
1062,롯데월드타워 광장
847,도레도레 김포롯데몰점
928,드럼연습실
3313,티로헤어
1975,스튜디오 모키
860,돌다리곱창골목
259,경복궁 생과방
1417,북촌주민사랑방
1414,북촌문화센터
974,레솔레파크
3396,평화문화진지
3397,평화문화진지 다목적 공연장
1654,서울창포원 입구
2021,신북리조트 스프링폴
2249,어메이징파크
3607,허브아일랜드 불빛동화축제
2533,우성메디피아
1,(재)수원컨벤션센터
1536,샤로수길
375,관악산
2946,장흥조각공원 열린마당
2232,양주시립민복진미술관
593,나전칠기체험관
1801,소피텔 앰버서더 서울 32층 호텔 수영장
117,가나아트센터
573,꼴라보하우스 도산
552,긴자바이린 종로점
3500,하이웨이디씨클럽 수원정자점
2509,용소폭포
1877,수원역
2916,잠실 롯데월드타워 월드파크
3443,프린트베이커리 롯데월드타워점
1798,소피텔 앰배서더 서울 수영장
2401,예술의전당 IBK챔버홀
2352,연인산도립공원
2526,용추계곡
3311,트라이보울
95,NC큐브 커넬워크 봄동
3021,종합상가
1839,수내역맛집거리
2697,이마트 성남점
3065,진안건강원(흑염소)
569,김포함상공원
1855,수산공원
766,대명항수산물직판장
1174,몬스터리움
1406,북수원온천
2086,아르피아타워
2428,오산에코리움
3032,죽미령평화공원
1498,삼성화재교통박물관
3109,철도박물관
3573,해우재
3387,평택시농업생태원
1793,소풍정원
