,VISIT_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM
17808,2900.0,a_a000574,자라섬,경기 가평군 가평읍 달전리 30,120.0,8,1.0,5.0,5.0,5.0,08
17809,2990.0,a_a006434,제부도 워터워크,경기 화성시 서신면 송교리 377-46,30.0,1,0.0,3.0,2.0,2.0,10
17810,1942.0,a_a000444,슈가코인노래연습장 공덕점,서울 마포구 공덕동 105-159,30.0,3,0.0,5.0,2.0,1.0,09
17816,1572.0,a_a000389,서울공예박물관 어린이박물관,서울 종로구 안국동 175-112,90.0,2,0.0,5.0,4.0,5.0,09
17817,426.0,a_a001210,교보문고 광화문점,서울 종로구 세종로 119,30.0,4,0.0,4.0,4.0,3.0,08
17821,870.0,a_a006940,동대문디자인플라자,서울 중구 을지로7가 2-1,30.0,8,0.0,5.0,5.0,5.0,10
17824,2765.0,a_a002358,이충문화체육센터,경기 평택시 이충동 700,30.0,5,0.0,4.0,3.0,3.0,10
17827,2050.0,a_a006841,신포시장,,60.0,4,1.0,5.0,5.0,5.0,10
17834,870.0,a_a000338,동대문디자인플라자,서울 중구 을지로7가 2-1,180.0,3,1.0,5.0,5.0,4.0,08
17835,3415.0,a_a006386,포천종합운동장,경기 포천시 군내면 구읍리 691,30.0,8,0.0,3.0,3.0,3.0,10
17840,268.0,a_a002019,경의선숲길,서울 마포구 동교동 190-1,0.0,7,0.0,4.0,4.0,4.0,09
17842,2894.0,a_a002027,임진강댑싸리공원,경기 연천군 중면 삼곶리 422,30.0,1,0.0,4.0,4.0,4.0,09
17843,1372.0,a_a010519,봉은사,서울 강남구 삼성동 73,30.0,2,0.0,4.0,4.0,4.0,10
17844,3082.0,a_a009922,창경궁,서울 종로구 와룡동 2-1,60.0,7,1.0,5.0,4.0,4.0,11
17845,3586.0,a_a000497,행궁동벽화마을,경기 수원시 팔달구 북수동,30.0,7,0.0,2.0,1.0,1.0,08
17847,3527.0,a_a001504,한국민속촌,경기 용인시 기흥구 보라동 107-1,360.0,6,1.0,5.0,5.0,5.0,08
17850,452.0,a_a003452,국립고궁박물관,서울 종로구 세종로 1-57,30.0,2,0.0,5.0,5.0,5.0,10
17851,3124.0,a_a006574,청계천,서울 종로구 서린동 148,30.0,1,1.0,5.0,5.0,5.0,10
17852,624.0,a_a000196,남산골공원,서울 중구 필동2가 110-10,30.0,1,0.0,5.0,5.0,5.0,08
17861,925.0,a_a009697,드라마 아스달 연대기 오산세트장,경기 오산시 내삼미동 240,30.0,2,0.0,3.0,1.0,2.0,11
17862,1808.0,a_a005445,솔모로CC,경기 여주시 가남읍 양귀리 산 69,480.0,5,1.0,5.0,5.0,5.0,10
17867,950.0,a_a007606,라베니체 마치에비뉴 1차,경기 김포시 장기동 2018-2,30.0,4,1.0,4.0,4.0,4.0,10
17870,3726.0,a_a015818,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,0.0,5.0,5.0,5.0,11
17873,1585.0,a_a007310,서울대공원 캠핑장,경기 과천시 막계동 산 59-2,630.0,13,0.0,5.0,4.0,4.0,10
17874,829.0,a_a003595,덕수궁,,30.0,2,1.0,5.0,5.0,5.0,10
17875,2980.0,a_a007260,정월재,,0.0,3,0.0,4.0,4.0,3.0,10
17876,3141.0,a_a001903,청와대 본관,서울 종로구 세종로 1,90.0,13,0.0,3.0,3.0,3.0,09
17880,1295.0,a_a002768,방화수류정,경기 수원시 팔달구 매향동 151,60.0,1,0.0,5.0,5.0,5.0,09
17881,1652.0,a_a007224,서울종합운동장,,30.0,5,0.0,3.0,3.0,3.0,10
17884,231.0,a_a018235,경기과천교육도서관,경기 과천시 별양동 2,30.0,3,0.0,5.0,5.0,5.0,11
17894,1655.0,a_a007393,서울책보고,서울 송파구 신천동 14,30.0,3,0.0,5.0,5.0,5.0,10
17895,401.0,a_a000828,광명전통시장,경기 광명시 광명동 158-961,30.0,4,0.0,4.0,3.0,4.0,09
17896,2885.0,a_a005113,임진각관광지,경기 파주시 문산읍 마정리 1198-1,120.0,1,0.0,5.0,5.0,5.0,10
17899,2265.0,a_a007483,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,300.0,6,1.0,5.0,5.0,5.0,10
17900,226.0,a_a004490,검단산,경기 하남시 배알미동 산 13-6,90.0,7,0.0,5.0,4.0,5.0,10
17904,3604.0,b_b005996,허브아일랜드,경기 포천시 신북면 삼정리 517-2,120.0,1,0.0,5.0,5.0,5.0,10
17905,2000.0,a_a009775,시흥갯골생태공원,경기 시흥시 장곡동 724-32,60.0,1,1.0,5.0,5.0,5.0,10
17907,1445.0,a_a002888,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,30.0,1,0.0,5.0,5.0,5.0,09
17911,2968.0,a_a000219,정도가 이천 도자기체험공방,경기 이천시 신둔면 고척리 636-9,90.0,13,0.0,5.0,5.0,5.0,08
17912,3451.0,a_a007014,플러스씨어터,서울 종로구 동숭동 1-144,150.0,3,0.0,4.0,5.0,4.0,10
17916,1483.0,a_a009699,산정호수 명성산억새꽃축제,경기 포천시 영북면 산정리,240.0,8,0.0,4.0,3.0,4.0,10
17919,510.0,a_a002886,그날그한복,서울 종로구 사간동 97-7,60.0,13,1.0,5.0,5.0,5.0,10
17920,2419.0,a_a008491,오리서원,경기 광명시 소하동 1055-3,30.0,2,0.0,3.0,4.0,2.0,10
17923,3772.0,a_a002795,황새울 공원,경기 성남시 분당구 수내동 42,60.0,1,1.0,5.0,5.0,5.0,09
17930,3108.0,a_a006816,천진암 성지,,90.0,2,0.0,5.0,3.0,5.0,10
17931,587.0,a_a006030,나인블럭 가평점,경기 가평군 설악면 위곡리 303-3,60.0,3,0.0,4.0,3.0,2.0,10
17938,1810.0,a_a000510,솔찬공원,인천 연수구 송도동 12-8,30.0,1,1.0,4.0,4.0,4.0,08
17943,3481.0,a_a007218,하남유니온타워,경기 하남시 신장동 27,30.0,4,0.0,5.0,3.0,4.0,10
17949,3005.0,a_a017733,조계사,서울 종로구 수송동 44,30.0,2,0.0,5.0,4.0,4.0,11
17957,80.0,a_a005781,LCDC서울,서울 성동구 성수동2가 275-28,30.0,3,0.0,4.0,4.0,4.0,10
17959,1902.0,a_a004348,수원화성 서남암문,경기 수원시 팔달구 교동 6-197,30.0,2,0.0,4.0,3.0,3.0,10
17961,1919.0,a_a005375,수원화성박물관,,30.0,2,0.0,3.0,3.0,3.0,10
17963,2405.0,a_a014957,예스파크,경기 이천시 신둔면 고척리 599-6,90.0,4,0.0,5.0,4.0,5.0,11
17964,2265.0,a_a002716,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,480.0,6,1.0,5.0,5.0,5.0,09
17965,3459.0,a_a003653,피노키오와다빈치,경기 가평군 청평면 고성리 619-1,90.0,6,0.0,5.0,5.0,5.0,10
17980,2772.0,a_a001677,이태원 부군당역사공원,,30.0,1,0.0,5.0,5.0,5.0,09
17981,2852.0,a_a007270,인천차이나타운,인천 중구 북성동2가 14,30.0,4,1.0,4.0,5.0,4.0,10
17992,911.0,a_a002273,두물머리,경기 양평군 양서면 양수리,60.0,1,0.0,5.0,5.0,5.0,09
17997,3128.0,a_a005160,청계천한빛광장,서울 중구 삼각동 118,60.0,7,1.0,5.0,5.0,5.0,10
18003,1695.0,a_a002271,석촌호수산책길,서울 송파구 송파동,30.0,7,0.0,5.0,5.0,5.0,09
18007,682.0,a_a001175,노보텔앰배서더 서울동대문호텔&레지던스 수영장,서울 중구 을지로6가 58-5,120.0,6,0.0,5.0,4.0,5.0,08
18009,191.0,a_a007592,강천섬유원지,경기 여주시 강천면 강천리,30.0,1,0.0,4.0,3.0,3.0,10
18011,478.0,a_a006987,국립중앙박물관,서울 용산구 용산동6가 168-6,150.0,2,0.0,4.0,4.0,5.0,10
18013,1968.0,a_a000266,스타필드 안성,경기 안성시 공도읍 진사리 354,210.0,4,1.0,4.0,4.0,4.0,08
18017,1011.0,a_a009662,롯데몰 김포공항점,서울 강서구 방화동 886,180.0,4,1.0,4.0,4.0,4.0,10
18022,3532.0,a_a008446,한국은행 화폐박물관,서울 중구 남대문로3가 110,60.0,2,0.0,4.0,2.0,5.0,10
18028,2282.0,a_a005012,에스엔에스피씨,서울 마포구 동교동 165-8,60.0,3,1.0,5.0,4.0,4.0,10
18034,3726.0,a_a003949,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,0.0,4.0,4.0,4.0,10
18042,1452.0,a_a010502,비스타워커힐 서울,서울 광진구 광장동 22-1,60.0,6,1.0,5.0,5.0,5.0,10
18048,1817.0,a_a009605,송도달빛축제공원,인천 연수구 송도동 26-1,30.0,8,0.0,3.0,2.0,3.0,10
18049,1610.0,a_a005096,서울숲,서울 성동구 성수동1가 678-1,90.0,1,1.0,4.0,4.0,5.0,09
18053,2671.0,a_a005806,이가자헤어비스 위례점,,30.0,4,0.0,4.0,4.0,4.0,10
18064,100.0,a_a008107,SETEC,서울 강남구 대치동 514,60.0,3,0.0,4.0,4.0,4.0,10
18065,1894.0,a_a001573,수원화성,경기 수원시 장안구 영화동 320-2,120.0,2,1.0,4.0,4.0,4.0,08
18066,629.0,a_a003176,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,150.0,1,0.0,5.0,5.0,5.0,09
18068,3263.0,a_a005600,"킨텍스 제2전시장 7홀(캠핑,레포츠 페스티벌)",경기 고양시 일산서구 대화동 2700,240.0,3,0.0,5.0,5.0,5.0,10
18073,648.0,a_a009425,남한산성,경기 광주시 남한산성면 산성리 산 23,120.0,2,1.0,4.0,5.0,5.0,10
18074,1793.0,a_a002684,소풍정원,경기 평택시 고덕면 궁리 424-39,60.0,1,0.0,3.0,5.0,5.0,09
18076,1452.0,a_a015729,비스타워커힐 서울,서울 광진구 광장동 22-1,30.0,3,0.0,4.0,4.0,4.0,11
18080,1068.0,a_a005824,롯데프리미엄아울렛 이천점,경기 이천시 호법면 단천리 864,60.0,4,1.0,4.0,4.0,4.0,10
18082,1820.0,a_a009511,송도불고기 올림픽공원점,서울 송파구 방이동 88-2,30.0,1,0.0,4.0,4.0,4.0,10
18092,3731.0,a_a004483,화랑공원,경기 성남시 분당구 삼평동 639,30.0,1,0.0,3.0,3.0,3.0,10
18095,1692.0,a_a014380,석촌호수 동호,서울 송파구 신천동 32,60.0,7,1.0,5.0,5.0,5.0,10
18113,3732.0,a_a005209,화랑대철도공원,서울 노원구 공릉동 29-4,30.0,1,0.0,4.0,4.0,4.0,10
18118,1830.0,a_a001084,송도한옥마을,인천 연수구 송도동 24-17,30.0,7,0.0,4.0,3.0,3.0,09
18123,2472.0,a_a018026,올림픽공원,서울 송파구 방이동 88-3,30.0,1,1.0,5.0,5.0,5.0,11
18124,478.0,a_a017817,국립중앙박물관,서울 용산구 용산동6가 168-6,90.0,2,1.0,4.0,4.0,4.0,11
18125,675.0,a_a014954,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,0.0,5.0,4.0,4.0,10
18127,3438.0,a_a000237,프로방스마을,경기 파주시 탄현면 성동리 82-1,60.0,7,0.0,4.0,5.0,4.0,08
18132,1919.0,a_a017772,수원화성박물관,경기 수원시 팔달구 매향동 49,60.0,2,0.0,4.0,3.0,4.0,11
18133,2615.0,a_a000685,유리섬박물관,경기 안산시 단원구 대부남동 3-13,30.0,2,0.0,4.0,3.0,4.0,08
18135,1064.0,a_a014724,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,1.0,4.0,3.0,4.0,10
18136,3787.0,a_a001838,효원공원 월화원,경기 수원시 팔달구 인계동 1117,60.0,1,0.0,5.0,5.0,5.0,09
18143,3084.0,a_a000445,창덕궁,서울 종로구 와룡동 2-71,30.0,2,1.0,5.0,5.0,5.0,08
18147,1196.0,a_a003229,문경오픈세트장,,30.0,2,0.0,5.0,5.0,5.0,10
18149,1384.0,a_a003127,부천역북부광장,경기 부천시 심곡동,30.0,8,0.0,4.0,3.0,3.0,10
18152,2230.0,a_a006264,양주나리농원,경기 양주시 광사동 51-56,90.0,8,0.0,4.0,4.0,4.0,10
18154,3395.0,a_a000800,평화랜드,경기 파주시 문산읍 마정리 1320-1,30.0,6,0.0,5.0,5.0,5.0,08
18156,1049.0,b_b006609,롯데아울렛 광교점,경기 수원시 영통구 이의동 1338,30.0,4,1.0,5.0,5.0,5.0,10
18158,911.0,a_a000335,두물머리,경기 양평군 양서면 양수리,30.0,1,1.0,5.0,5.0,5.0,08
18163,1146.0,a_a000272,메이필드호텔 피트니스클럽,서울 강서구 외발산동 426,60.0,5,0.0,4.0,3.0,3.0,08
18172,1610.0,a_a003921,서울숲,서울 성동구 성수동1가 678-1,180.0,1,1.0,5.0,5.0,5.0,10
18179,1523.0,a_a001603,새말어린이공원,서울 강서구 화곡동 994-5,60.0,13,0.0,4.0,3.0,3.0,09
18181,1693.0,a_a012356,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,4.0,4.0,4.0,10
18183,3187.0,b_b006746,카메사케,,30.0,13,0.0,1.0,1.0,1.0,10
18188,2265.0,a_a006914,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,180.0,6,1.0,3.0,1.0,2.0,10
18193,2265.0,a_a008110,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,780.0,6,1.0,4.0,5.0,5.0,10
18195,492.0,a_a012119,국민대학교,서울 성북구 정릉동 861-1,90.0,3,1.0,4.0,3.0,3.0,11
18200,2262.0,a_a005790,에델바이스 스위스 테마파크,경기 가평군 설악면 이천리 304-31,90.0,6,0.0,5.0,5.0,4.0,10
18203,1748.0,a_a001808,세운청계상가.빈센조 촬영지,서울 중구 산림동 207-1,30.0,2,0.0,4.0,3.0,4.0,09
18205,314.0,a_a005195,고양누리길 서삼릉누리길,경기 고양시 덕양구 원당동,120.0,7,0.0,3.0,3.0,3.0,10
18214,2048.0,a_a007078,신포국제시장,,60.0,4,1.0,4.0,4.0,4.0,10
18215,502.0,a_a004549,굴포천,인천 부평구 갈산동,30.0,7,0.0,3.0,2.0,3.0,10
18220,644.0,a_a002240,남이섬,강원 춘천시 남산면 방하리 197,300.0,1,1.0,5.0,5.0,5.0,09
18225,3506.0,a_a002197,한강,서울 영등포구 여의도동,90.0,1,1.0,5.0,5.0,5.0,09
18227,2900.0,a_a001026,자라섬,경기 가평군 가평읍 달전리 30,30.0,3,0.0,5.0,4.0,5.0,09
18234,3145.0,a_a000110,청와대 춘추문,서울 종로구 세종로 1,90.0,2,0.0,4.0,2.0,4.0,08
18242,2852.0,a_a001532,인천차이나타운,인천 중구 북성동2가 14,120.0,4,0.0,5.0,5.0,5.0,09
18248,3752.0,a_a003999,화성행궁,경기 수원시 팔달구 남창동 6-2,180.0,2,1.0,5.0,5.0,5.0,10
18249,1064.0,a_a000104,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,60.0,4,0.0,3.0,3.0,3.0,08
18250,2633.0,a_a000485,윤아트갤러리,인천광역시 중구 관동2가,60.0,3,0.0,5.0,5.0,5.0,08
18258,596.0,a_a015098,나혜석거리,경기 수원시 팔달구 인계동 1140,60.0,4,1.0,5.0,4.0,4.0,10
18260,3801.0,a_a014965,흥인지문공원,서울 종로구 종로6가 65-6,30.0,1,0.0,5.0,5.0,5.0,10
18261,2852.0,a_a004488,인천차이나타운,인천 중구 북성동2가 14,60.0,4,1.0,4.0,4.0,4.0,10
18262,1319.0,a_a009543,백운호수둘레길,,30.0,7,0.0,4.0,4.0,4.0,10
18263,3752.0,a_a003603,화성행궁,경기 수원시 팔달구 남창동 6-2,0.0,2,0.0,4.0,4.0,4.0,10
18268,186.0,a_a001351,강문해변,강원 강릉시 강문동 182-1,30.0,1,1.0,4.0,4.0,4.0,08
18269,2074.0,a_a009891,아더 스페이스 2.0 플래그십 스토어,서울 성동구 성수동2가 317-9,30.0,3,0.0,5.0,5.0,5.0,10
18271,1483.0,a_a008658,산정호수 명성산억새꽃축제,경기 포천시 영북면 산정리,120.0,8,0.0,3.0,3.0,2.0,10
18272,769.0,a_a003977,대부도,경기 안산시 단원구 대부동동,120.0,1,1.0,4.0,4.0,4.0,10
18273,911.0,a_a005348,두물머리,경기 양평군 양서면 양수리,30.0,1,1.0,4.0,4.0,4.0,10
18275,2485.0,a_a014957,왕송호수,경기 의왕시 초평동,150.0,1,0.0,5.0,5.0,5.0,11
18276,3084.0,a_a012157,창덕궁,서울 종로구 와룡동 2-71,60.0,2,0.0,4.0,4.0,4.0,10
18278,2265.0,a_a012402,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,660.0,6,1.0,4.0,4.0,4.0,10
18281,2949.0,a_a001179,재인폭포,경기 연천군 연천읍 부곡리 193,60.0,1,1.0,5.0,4.0,5.0,08
18290,1590.0,a_a002095,서울도서관,서울 중구 태평로1가 31,0.0,3,0.0,5.0,5.0,5.0,09
18292,725.0,a_a006290,능내역 인증센터,경기 남양주시 조안면 능내리 125-4,30.0,13,0.0,5.0,5.0,5.0,10
18293,415.0,a_a005811,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,5.0,5.0,5.0,10
18296,3233.0,a_a007205,코엑스,서울 강남구 삼성동 159,60.0,4,1.0,4.0,4.0,4.0,10
18298,2732.0,a_a006682,이마트트레이더스 스타필드하남점,경기 하남시 신장동 616,60.0,4,1.0,5.0,5.0,5.0,10
18299,3527.0,a_a015305,한국민속촌,경기 용인시 기흥구 보라동 107-1,420.0,13,0.0,5.0,5.0,5.0,10
18304,1972.0,a_a002366,스타필드시티 부천,경기 부천시 옥길동 768,90.0,4,1.0,5.0,5.0,5.0,09
18305,959.0,a_a005795,라인프렌즈 플래그십스토어 강남점,,30.0,4,0.0,3.0,2.0,2.0,10
18308,415.0,a_a007017,광화문광장,서울 종로구 세종로 1-68,60.0,2,0.0,4.0,4.0,4.0,10
18315,2716.0,a_a001364,이마트 춘천점,강원 춘천시 온의동 511,30.0,4,1.0,5.0,5.0,5.0,09
18317,1974.0,a_a004402,스토리PC랩 범계역점,경기 안양시 동안구 호계동 1041-2,120.0,3,0.0,4.0,4.0,4.0,10
18320,3239.0,a_a002121,콘텐츠박스,서울 종로구 동숭동 1-145,120.0,3,0.0,4.0,5.0,5.0,09
18324,1610.0,a_a015313,서울숲,서울 성동구 성수동1가 678-1,30.0,1,0.0,5.0,5.0,5.0,10
18326,2255.0,a_a000336,어텐션,서울 마포구 서교동 410-9,420.0,4,0.0,3.0,3.0,3.0,08
18328,1061.0,a_a002978,롯데월드타워,서울 송파구 신천동 29,60.0,13,1.0,4.0,4.0,4.0,09
18331,2683.0,a_a000124,이마트 강릉점,강원 강릉시 송정동 1008-7,30.0,4,0.0,5.0,5.0,5.0,08
18335,597.0,a_a007921,낙산공원,서울 종로구 동숭동 산 2-10,0.0,2,0.0,5.0,5.0,5.0,10
18336,1093.0,a_a005831,마이다스리조트 키즈잼,경기 가평군 청평면 삼회리 74-1,90.0,13,0.0,5.0,5.0,5.0,10
18337,2793.0,a_a001569,인사동 문화의거리,서울 종로구 관훈동 30-1,30.0,4,0.0,4.0,4.0,4.0,08
18345,1894.0,a_a002866,수원화성,경기 수원시 장안구 영화동 320-2,0.0,2,0.0,4.0,3.0,3.0,10
18349,2578.0,a_a002456,월미바다역,인천 중구 북성동1가 3-71,90.0,13,0.0,4.0,4.0,4.0,09
18350,3062.0,a_a006719,진관사,서울 은평구 진관동 354,60.0,2,0.0,4.0,4.0,5.0,10
18355,374.0,a_a014815,관모봉,경기 안양시 만안구 안양동 산 81-7,30.0,1,0.0,4.0,3.0,4.0,10
18356,3797.0,a_a007294,흥국생명 본사금융플라자,,60.0,3,0.0,3.0,4.0,3.0,10
18357,610.0,a_a005271,날쏘고가라,,30.0,13,0.0,5.0,5.0,5.0,10
18361,3654.0,a_a006557,현대프리미엄아울렛 스페이스원,경기 남양주시 다산동 6141,30.0,4,1.0,4.0,4.0,4.0,10
18368,2396.0,a_a002086,예림당아트홀,서울 강남구 역삼동 772,150.0,3,1.0,5.0,5.0,5.0,09
18371,2384.0,a_a017671,영종씨사이드 레일바이크,인천 중구 중산동 1967-1,90.0,13,1.0,4.0,4.0,4.0,11
18376,2698.0,a_a002201,이마트 성수점,서울 성동구 성수동2가 333-16,60.0,4,0.0,5.0,5.0,5.0,09
18377,2627.0,a_a013762,육림호,경기 포천시 소흘읍 직동리 산 50-18,30.0,3,0.0,3.0,5.0,4.0,11
18382,2138.0,a_a002099,아트원씨어터 1관,서울 종로구 동숭동 1-181,120.0,3,1.0,4.0,4.0,4.0,09
18388,1511.0,a_a007305,상상의문 분당서현점,경기 성남시 분당구 서현동 250-4,180.0,6,0.0,4.0,4.0,4.0,10
18389,3191.0,a_a000984,카카오판교아지트,경기 성남시 분당구 백현동 532,30.0,8,0.0,4.0,2.0,2.0,08
18390,3733.0,a_a000142,화랑유원지,경기 안산시 단원구 초지동 667,30.0,1,0.0,4.0,4.0,4.0,08
18393,3653.0,b_b012022,"현대프리미엄아울렛 송도점, 트리플스트리트",,150.0,4,0.0,4.0,4.0,4.0,11
18396,3420.0,a_a012127,포토시그니처 강남2호점,,30.0,3,0.0,3.0,2.0,4.0,11
18402,728.0,a_a003573,다온재,서울 종로구 삼청동 35-79,150.0,2,0.0,4.0,4.0,4.0,10
18405,667.0,a_a017820,노들섬,서울 용산구 이촌동 302-146,60.0,7,0.0,4.0,3.0,4.0,11
18407,2847.0,a_a002302,인천아트플랫폼,인천 중구 해안동1가 2-8,0.0,3,0.0,4.0,3.0,3.0,09
18408,2352.0,a_a009671,연인산도립공원,경기 가평군 가평읍 승안리,150.0,1,0.0,5.0,4.0,5.0,10
18425,2838.0,a_a003735,인천문학경기장,인천 미추홀구 문학동 482,390.0,5,1.0,5.0,5.0,5.0,09
18428,2304.0,a_a007320,엔터식스 안양역점,경기 안양시 만안구 안양동 88-1,30.0,4,0.0,5.0,5.0,5.0,10
18430,1693.0,a_a001900,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,5.0,5.0,5.0,09
18432,3039.0,a_a010136,중대물빛공원,경기 광주시 중대동 92,60.0,1,0.0,4.0,3.0,4.0,10
18438,1972.0,a_a013738,스타필드시티 부천,경기 부천시 옥길동 768,120.0,4,0.0,3.0,4.0,3.0,10
18442,1914.0,a_a007761,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,0.0,2,0.0,5.0,5.0,5.0,11
18454,1445.0,a_a004640,비둘기낭폭포,경기 포천시 영북면 대회산리 415-2,30.0,1,0.0,5.0,5.0,5.0,10
18459,2358.0,a_a007139,연천 호로고루,,60.0,2,0.0,5.0,3.0,4.0,10
18460,1822.0,a_a015683,송도센트럴파크,인천 연수구 송도동 24-5,30.0,1,0.0,5.0,5.0,5.0,11
18464,3084.0,a_a000195,창덕궁,서울 종로구 와룡동 2-71,180.0,2,0.0,5.0,5.0,5.0,08
18466,1695.0,a_a000824,석촌호수산책길,서울 송파구 송파동,30.0,7,0.0,4.0,4.0,4.0,09
18468,1057.0,a_a005129,롯데월드 어드벤처,서울 송파구 잠실동 40-1,150.0,6,1.0,4.0,4.0,4.0,10
18474,3414.0,a_a000450,포천아트밸리,경기 포천시 신북면 기지리 282,90.0,13,0.0,2.0,2.0,3.0,08
18479,2921.0,a_a002493,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,30.0,5,1.0,1.0,4.0,3.0,09
18481,3589.0,a_a003352,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,7,1.0,3.0,3.0,4.0,10
18482,258.0,a_a005354,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,5.0,5.0,5.0,10
18484,777.0,a_a006804,대부해솔길 1코스,경기 안산시 단원구 대부북동,60.0,7,0.0,5.0,4.0,4.0,10
18485,2774.0,a_a000655,이태원거리,서울 용산구 이태원동 119-23,60.0,4,1.0,5.0,5.0,5.0,09
18487,2270.0,a_a003441,에버랜드 매직타임레스토랑,경기 용인시 처인구 포곡읍 전대리 546-118,60.0,6,0.0,5.0,5.0,5.0,10
18489,3071.0,a_a006906,짜장면박물관,,30.0,2,0.0,4.0,2.0,3.0,10
18492,406.0,a_a003181,광장시장,,60.0,4,1.0,3.0,3.0,3.0,10
18493,1972.0,a_a003658,스타필드시티 부천,경기 부천시 옥길동 768,60.0,4,1.0,5.0,5.0,5.0,10
18496,3709.0,a_a004712,홍대앞걷고싶은거리,서울 마포구 서교동 348-40,90.0,4,1.0,5.0,5.0,5.0,10
18499,1610.0,a_a001316,서울숲,서울 성동구 성수동1가 678-1,60.0,1,1.0,4.0,4.0,4.0,08
18500,2666.0,a_a011541,의정부미술도서관,경기 의정부시 민락동 855,150.0,3,1.0,5.0,5.0,5.0,10
18501,386.0,a_a001869,광릉,경기 남양주시 진접읍 부평리 산 99-2,30.0,2,0.0,4.0,4.0,4.0,09
18503,2570.0,a_a000507,월미공원,인천 중구 북성동1가 산 2-1,120.0,1,0.0,5.0,5.0,5.0,08
18507,1029.0,a_a000506,롯데백화점 잠실점,서울 송파구 잠실동 40-1,30.0,4,1.0,2.0,3.0,2.0,08
18508,3062.0,a_a014965,진관사,서울 은평구 진관동 354,30.0,2,0.0,5.0,5.0,5.0,10
18512,1483.0,c_c003316,산정호수 명성산억새꽃축제,경기 포천시 영북면 산정리,180.0,8,1.0,4.0,4.0,4.0,10
18514,2620.0,a_a000896,유명산계곡,경기 가평군 설악면 가일리,90.0,1,0.0,5.0,4.0,4.0,08
18515,1156.0,a_a006021,명성황후생가,경기 여주시 능현동 250-3,30.0,2,0.0,5.0,5.0,5.0,10
18517,2906.0,b_b004527,자라섬재즈페스티벌,경기 가평군 가평읍 달전리 27,300.0,8,1.0,3.0,4.0,4.0,10
18524,2569.0,a_a006309,월드컵공원,서울 마포구 성산동 390-1,30.0,1,1.0,5.0,5.0,5.0,10
18527,720.0,a_a008048,뉴코아아울렛 평촌점,경기 안양시 동안구 호계동 1039-3,30.0,4,0.0,4.0,4.0,4.0,11
18529,414.0,a_a005840,광화문,서울 종로구 세종로 1-58,60.0,2,1.0,5.0,5.0,5.0,10
18533,2048.0,a_a004066,신포국제시장,,30.0,4,0.0,4.0,4.0,4.0,10
18536,2217.0,a_a001199,양서농협 두물머리 로컬푸드직매장,경기 양평군 양서면 양수리 1161-5,30.0,4,0.0,4.0,4.0,4.0,08
18538,400.0,a_a005604,광명업사이클아트센터,경기 광명시 가학동 27,0.0,3,0.0,5.0,5.0,5.0,10
18540,489.0,a_a009402,국립현대미술관 서울관,서울 종로구 소격동 165-10,90.0,3,0.0,4.0,4.0,4.0,10
18541,1911.0,a_a007694,수원화성 화서문,경기 수원시 팔달구 장안동 331,30.0,2,0.0,4.0,3.0,3.0,10
18545,1209.0,a_a003825,물안개공원,경기 양평군 양평읍 오빈리,30.0,1,0.0,3.0,2.0,2.0,10
18546,1693.0,a_a010290,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,0.0,4.0,2.0,4.0,10
18560,1911.0,a_a005375,수원화성 화서문,경기 수원시 팔달구 장안동 331,30.0,2,0.0,5.0,5.0,5.0,10
18566,2257.0,a_a003313,언더스테이지,서울 용산구 한남동 683-132,90.0,3,1.0,5.0,5.0,5.0,10
18570,3084.0,a_a007303,창덕궁,서울 종로구 와룡동 2-71,120.0,2,0.0,5.0,5.0,5.0,10
18571,383.0,a_a003033,광교호수공원,,90.0,1,0.0,1.0,5.0,5.0,09
18574,3732.0,a_a011761,화랑대철도공원,서울 노원구 공릉동 29-4,180.0,6,1.0,5.0,5.0,5.0,10
18577,650.0,a_a004537,남한산성 남문,경기 광주시 남한산성면 산성리,30.0,2,0.0,5.0,5.0,5.0,10
