,VISIT_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM
26938,2320.0,a_a006071,여의도공원 롱기스트런,,270.0,13,0.0,5.0,5.0,5.0,10
26941,1749.0,a_a014274,세월길,,30.0,7,0.0,4.0,3.0,3.0,11
26942,2169.0,a_a000797,안성팜랜드,경기 안성시 공도읍 신두리 451,120.0,6,0.0,5.0,5.0,5.0,08
26956,1353.0,a_a005621,보영만두 북문본점,경기 수원시 장안구 영화동 282-3,30.0,4,0.0,4.0,4.0,4.0,10
26961,191.0,a_a014139,강천섬유원지,경기 여주시 강천면 강천리,90.0,1,0.0,4.0,4.0,5.0,10
26966,3327.0,a_a015803,파미에스테이션,서울 서초구 반포동 118-3,120.0,4,1.0,4.0,5.0,5.0,11
26967,589.0,a_a001364,나인트 프리미어 호텔 서울 판교,,90.0,5,0.0,5.0,5.0,5.0,09
26969,42.0,a_a002780,CGV 용산아이파크몰,서울 용산구 한강로3가 40-999,60.0,3,0.0,4.0,4.0,5.0,10
26972,1386.0,a_a017850,부천자유시장,경기 부천시 심곡본동 547,30.0,4,0.0,4.0,4.0,4.0,11
26973,2871.0,a_a004990,일산호수공원,경기 고양시 일산동구 장항동 906,60.0,1,1.0,4.0,4.0,4.0,10
26975,478.0,a_a002197,국립중앙박물관,서울 용산구 용산동6가 168-6,180.0,2,1.0,5.0,5.0,5.0,09
26978,2037.0,a_a015297,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,30.0,4,1.0,3.0,3.0,3.0,11
26979,324.0,c_c003912,고인돌공원,경기 오산시 금암동 174-1,270.0,1,1.0,5.0,5.0,5.0,10
26983,220.0,a_a017930,거리공원,서울 구로구 구로동,30.0,4,0.0,3.0,3.0,3.0,11
26987,2655.0,a_a000413,을지로4가역 2호선,서울 중구 을지로4가 267-1,30.0,3,1.0,5.0,5.0,5.0,08
26991,3212.0,a_a012501,커피온더레일,경기 의왕시 월암동 531-2,60.0,13,0.0,4.0,3.0,3.0,10
26993,2963.0,a_a003598,전통술박물관산사원 본원,경기 포천시 화현면 화현리 512,90.0,2,0.0,4.0,4.0,4.0,10
26996,1890.0,a_a007221,수원탑동시민농장,경기 수원시 권선구 탑동 540-2,30.0,13,0.0,4.0,4.0,4.0,10
26998,386.0,a_a007730,광릉,경기 남양주시 진접읍 부평리 산 99-2,60.0,2,0.0,4.0,3.0,4.0,11
27002,1302.0,a_a003034,배다리저수지,경기 평택시 죽백동,90.0,1,0.0,5.0,5.0,5.0,10
27005,553.0,a_a003212,길상사,서울 성북구 성북동 323,60.0,2,0.0,3.0,3.0,3.0,09
27008,1067.0,a_a001383,롯데프리미엄아울렛 기흥점,경기 용인시 기흥구 고매동 286,240.0,4,0.0,5.0,5.0,5.0,08
27011,1815.0,a_a000778,송도 센트럴파크꽃사슴정원,인천광역시 연수구 송도동,30.0,6,0.0,4.0,3.0,4.0,08
27016,3537.0,a_a003965,한길 북하우스,경기 파주시 탄현면 법흥리 1652-136,90.0,2,0.0,3.0,3.0,3.0,10
27017,2105.0,a_a000084,아이파크몰,서울 용산구 한강로3가 40-999,60.0,4,1.0,5.0,5.0,5.0,08
27018,1232.0,a_a001764,미사리경정공원 경정장,경기 하남시 미사동 272,30.0,6,0.0,3.0,2.0,1.0,09
27024,1022.0,a_a014954,롯데백화점 본점,서울 중구 소공동 1,120.0,4,0.0,4.0,3.0,2.0,10
27025,972.0,a_a000935,레고,서울 송파구 신천동 29,30.0,4,0.0,4.0,3.0,4.0,09
27026,3258.0,a_a018052,킨텍스 제1전시장,경기 고양시 일산서구 대화동 2600,90.0,3,0.0,4.0,4.0,4.0,11
27029,2699.0,a_a007010,이마트 수색점,서울 은평구 수색동 75,90.0,4,1.0,4.0,4.0,4.0,10
27030,2265.0,a_a000196,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,420.0,6,1.0,5.0,5.0,5.0,08
27031,2764.0,a_a003176,이촌한강공원,서울 용산구 이촌동 302-17,120.0,1,1.0,5.0,5.0,5.0,09
27032,1933.0,a_a008209,숭례문,서울 중구 남대문로4가 29,0.0,2,1.0,3.0,3.0,4.0,10
27039,1428.0,a_a005469,북한산국립공원 회룡탐방지원센터,경기 의정부시 호원동 300-27,60.0,1,0.0,4.0,4.0,5.0,10
27040,3210.0,a_a002896,커피마을,경기 평택시 팽성읍 안정리 127-31,90.0,7,0.0,5.0,5.0,5.0,09
27044,436.0,a_a004319,구리한강시민공원,경기 구리시 토평동,60.0,1,0.0,4.0,4.0,4.0,10
27047,1056.0,a_a004242,롯데월드 샤롯데씨어터,서울 송파구 잠실동 40-1,240.0,6,0.0,4.0,5.0,5.0,10
27048,1068.0,a_a015818,롯데프리미엄아울렛 이천점,경기 이천시 호법면 단천리 864,60.0,4,0.0,5.0,4.0,4.0,11
27050,2570.0,a_a002157,월미공원,인천 중구 북성동1가 산 2-1,60.0,1,0.0,5.0,3.0,5.0,09
27055,1919.0,a_a004088,수원화성박물관,경기 수원시 팔달구 매향동 49,30.0,2,0.0,3.0,3.0,3.0,09
27057,1693.0,a_a002874,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,1.0,5.0,5.0,5.0,09
27060,3103.0,a_a001037,천서리막국수촌,경기 여주시 대신면 천서리,30.0,4,1.0,5.0,5.0,5.0,08
27062,415.0,a_a001981,광화문광장,서울 종로구 세종로 1-68,60.0,3,0.0,4.0,4.0,4.0,09
27070,2336.0,a_a010571,여주한글시장,경기 여주시 하동 269-2,150.0,4,0.0,5.0,5.0,5.0,10
27072,2000.0,a_a015383,시흥갯골생태공원,경기 시흥시 장곡동 724-32,30.0,1,0.0,3.0,3.0,3.0,10
27080,3527.0,a_a003227,한국민속촌,경기 용인시 기흥구 보라동 107-1,180.0,6,1.0,2.0,2.0,3.0,10
27081,2169.0,a_a006474,안성팜랜드,경기 안성시 공도읍 신두리 451,180.0,13,0.0,4.0,5.0,4.0,10
27085,1242.0,a_a015329,미추홀공원,인천 연수구 송도동 9-1,60.0,1,0.0,4.0,4.0,4.0,10
27088,1610.0,a_a015734,서울숲,서울 성동구 성수동1가 678-1,90.0,1,0.0,5.0,5.0,5.0,11
27089,3726.0,a_a002564,화담숲,경기 광주시 도척면 도웅리 산 33,120.0,1,0.0,5.0,5.0,5.0,09
27091,498.0,a_a006114,국회의사당,서울 영등포구 여의도동 1,60.0,2,0.0,5.0,5.0,5.0,10
27092,2265.0,a_a003227,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,630.0,6,1.0,4.0,2.0,4.0,10
27097,383.0,a_a002795,광교호수공원,경기 수원시 영통구 하동 1020,60.0,1,0.0,5.0,5.0,5.0,09
27098,2037.0,a_a007821,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,180.0,4,1.0,4.0,5.0,5.0,10
27099,2315.0,a_a005238,여유당,경기 남양주시 조안면 능내리 93-2,30.0,2,0.0,5.0,5.0,5.0,10
