,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID,RATING
19847,2210290005,a_a010954,경의선숲길,서울 마포구 동교동 190-1,30.0,7,0.0,4.0,3.0,4.0,10,268,12.4
19848,2208270003,a_a000417,송파나루공원,서울 송파구 잠실동 47,30.0,1,0.0,4.0,4.0,4.0,08,1838,13.2
19856,2210160004,a_a006837,대부 바다향기 테마파크,,90.0,6,1.0,5.0,5.0,5.0,10,768,16.5
19860,2208240002,a_a001141,혜화문,서울 종로구 혜화동 28-5,30.0,2,0.0,5.0,5.0,5.0,08,3656,16.5
19863,2209250006,a_a003073,예스파크,경기 이천시 신둔면 고척리 599-6,150.0,8,0.0,5.0,4.0,5.0,09,2405,15.7
19866,2208100001,a_a000122,전쟁기념관 어린이박물관,서울 용산구 용산동1가 8,120.0,2,0.0,4.0,4.0,4.0,08,2961,13.2
19867,2211050009,a_a015776,잠실한강공원,서울 송파구 잠실동 1-1,30.0,1,0.0,5.0,5.0,4.0,11,2923,15.5
19869,2210300004,a_a007929,노량진수산물도매시장,서울 동작구 노량진동 334,60.0,4,0.0,4.0,4.0,4.0,10,675,13.2
19870,2210250002,a_a006562,화담숲,경기 광주시 도척면 도웅리 산 33,330.0,1,0.0,5.0,5.0,5.0,10,3726,16.5
19872,2209250001,c_c002786,"남도꽃정원, 축제",경기 가평군 가평읍 달전리 산 5-5,210.0,8,0.0,5.0,5.0,5.0,09,616,16.5
19873,2208100001,a_a000116,스타필드 코엑스몰,서울 강남구 삼성동 159-9,30.0,4,1.0,4.0,4.0,4.0,08,1970,13.2
19874,2209250003,a_a002388,송파나루공원,서울 송파구 잠실동 47,30.0,1,1.0,4.0,4.0,4.0,09,1838,13.2
19880,2209240009,a_a002260,청계광장,서울 중구 태평로1가 1,90.0,7,1.0,5.0,5.0,5.0,09,3117,16.5
19883,2209180002,a_a002086,안국역 3호선 2번출구,서울 종로구 재동 62,90.0,7,1.0,4.0,3.0,3.0,09,2144,11.4
19886,2210300003,a_a007958,예술공원,경기 수원시 팔달구 인계동 1128,30.0,1,0.0,4.0,4.0,4.0,10,2398,13.2
19887,2211030010,a_a013762,춘원이광수기념비,경기 남양주시 진접읍 부평리,0.0,2,0.0,3.0,2.0,2.0,11,3169,8.1
19890,2210310003,a_a007652,화담숲,경기 광주시 도척면 도웅리 산 33,150.0,1,0.0,5.0,5.0,5.0,10,3726,16.5
19892,2210120003,a_a007548,임진각 평화누리,경기 파주시 문산읍 마정리 1316,30.0,1,0.0,4.0,4.0,4.0,10,2882,13.2
19894,2210220012,a_a007180,망원한강공원,서울 마포구 망원동 205-4,30.0,1,0.0,5.0,5.0,5.0,10,1120,16.5
19896,2209100009,a_a001885,익선동한옥거리,서울 종로구 익선동,30.0,4,1.0,5.0,5.0,5.0,09,2790,16.5
19897,2210160005,a_a007403,동산꽃맞이공원,,90.0,1,0.0,5.0,4.0,4.0,10,892,14.7
19898,2210280004,a_a014727,올리브영 강남엔터식스점,서울 서초구 반포동 19-3,30.0,4,0.0,3.0,3.0,3.0,10,2467,9.9
19909,2211120006,a_a017846,롯데백화점 노원점,서울 노원구 상계동 713,120.0,4,1.0,4.0,4.0,4.0,11,1018,13.2
19915,2210150004,a_a004575,제부도,,180.0,2,0.0,5.0,4.0,5.0,10,2987,15.7
19918,2210220004,a_a008165,덕수궁 석조전대한제국역사관,서울 중구 정동 5-1,90.0,2,0.0,5.0,5.0,5.0,10,832,16.5
19919,2209250006,a_a002258,숭례문광장,서울 중구 남대문로4가 29,0.0,2,0.0,5.0,5.0,5.0,09,1934,16.5
19922,2210010006,a_a004006,국립민속박물관 파주,경기 파주시 탄현면 법흥리 1631-3,30.0,2,0.0,4.0,4.0,4.0,10,464,13.2
19924,2209040003,a_a000327,시마스시 용산아이파크몰점,서울 용산구 한강로3가 40-999,60.0,4,0.0,4.0,4.0,4.0,09,1993,13.2
19925,2210020002,a_a005179,하남 아이스링크,경기 하남시 풍산동 505,120.0,5,0.0,5.0,5.0,5.0,10,3473,16.5
19926,2210160004,a_a007612,바탕골 소극장,서울 종로구 동숭동 1-60,120.0,3,1.0,5.0,5.0,5.0,10,1263,16.5
19933,2211120003,a_a017743,놀숲 동탄남광장점,경기 화성시 반송동 92-7,60.0,3,0.0,5.0,5.0,5.0,11,703,16.5
19934,2209030005,a_a000831,곤지암리조트 스파라스파,경기 광주시 도척면 도웅리 540,150.0,6,0.0,2.0,3.0,2.0,09,342,7.4
19937,2210300004,a_a008084,이제마스터디클럽 홍대점,서울 마포구 동교동 169-22,60.0,3,0.0,3.0,3.0,3.0,10,2752,9.9
19942,2210240003,a_a010502,그랜드워커힐서울,서울 광진구 광장동 22-1,30.0,4,1.0,5.0,5.0,5.0,10,521,16.5
19944,2208190003,a_a000152,서울숲카페거리,서울 성동구 성수동1가 668-11,180.0,4,0.0,4.0,3.0,3.0,08,1617,11.4
19945,2208240002,a_a000669,타임스퀘어,서울 영등포구 영등포동4가 442,30.0,4,1.0,5.0,5.0,5.0,08,3269,16.5
19953,2209170006,a_a001759,여의도한강공원,서울 영등포구 여의도동 85,180.0,1,1.0,4.0,5.0,5.0,09,2324,15.0
19955,2210230003,a_a008715,여의도한강공원,서울 영등포구 여의도동 85,240.0,1,1.0,5.0,5.0,5.0,10,2324,16.5
19957,2210220004,a_a007928,여주오곡나루축제,경기 여주시 천송동 290-3,60.0,8,0.0,4.0,3.0,4.0,10,2334,12.4
19961,2210120003,a_a007214,화전화훼단지,,30.0,4,0.0,4.0,4.0,3.0,10,3761,12.2
19963,2208300003,a_a001502,마장호수출렁다리,경기 파주시 광탄면 기산리,30.0,1,0.0,5.0,3.0,5.0,08,1098,14.9
19964,2210210005,a_a007398,용주사,경기 화성시 송산동 188,30.0,2,0.0,2.0,1.0,2.0,10,2525,5.8
19969,2209060007,a_a000396,롯데슈퍼 공릉점,서울 노원구 공릉동 238-53,30.0,4,1.0,4.0,3.0,3.0,09,1034,11.4
19971,2208290001,a_a001278,임진각관광지,경기 파주시 문산읍 마정리 1198-1,120.0,13,1.0,5.0,5.0,5.0,08,2885,16.5
19972,2210220007,a_a007643,안양예술공원,경기 안양시 만안구 석수동 240-17,60.0,1,0.0,4.0,3.0,3.0,10,2177,11.4
19974,2210140005,a_a003657,롯데몰 수원점,경기 수원시 권선구 서둔동 296-77,90.0,4,0.0,5.0,5.0,5.0,10,1012,16.5
19976,2211130002,a_a018224,AK플라자 AKTown점,경기 수원시 팔달구 매산로1가 18,60.0,4,1.0,4.0,4.0,4.0,11,22,13.2
19977,2209180004,a_a001635,과천시민회관,경기 과천시 중앙동 6-2,120.0,8,1.0,5.0,5.0,5.0,09,365,16.5
19978,2210050004,a_a004370,석촌호수 동호,서울 송파구 신천동 32,30.0,8,0.0,5.0,5.0,5.0,10,1692,16.5
19981,2208270005,a_a001213,인천축구전용경기장,인천 중구 도원동 73,240.0,5,0.0,4.0,1.0,2.0,08,2854,8.8
19983,2208220005,a_a000174,하남나무고아원,경기 하남시 미사동 607,30.0,1,0.0,5.0,4.0,5.0,08,3476,15.7
19986,2210130001,a_a003837,동탄호수공원,경기 화성시 송동 54-1,60.0,1,0.0,4.0,3.0,3.0,10,902,11.4
19988,2209240008,a_a001649,서울시 종로구 자하문로,,60.0,7,0.0,5.0,5.0,5.0,09,1620,16.5
19989,2208130005,a_a000181,일상비일상의틈,서울 강남구 역삼동 815-5,90.0,3,0.0,5.0,4.0,5.0,08,2874,15.7
19991,2210290007,a_a008561,창경궁,서울 종로구 와룡동 2-1,30.0,2,0.0,4.0,4.0,4.0,10,3082,13.2
19998,2208310004,a_a000413,서울동 갤러리아백화점 이스트점,서울 강남구 압구정동 494,90.0,4,0.0,4.0,4.0,5.0,08,1593,14.2
19999,2208250002,a_a001333,바른식생활교육체험관,경기 수원시 팔달구 화서동 436-3,450.0,13,1.0,4.0,5.0,4.0,08,1258,14.0
20009,2208100001,a_a000012,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,4.0,4.0,4.0,08,3752,13.2
20011,2211040004,a_a010181,경복궁,서울 종로구 세종로 1-91,60.0,2,1.0,5.0,5.0,5.0,11,258,16.5
20012,2210290002,a_a006355,관악산,서울 관악구 신림동 산 56-1,360.0,1,0.0,5.0,5.0,4.0,10,375,15.5
20016,2210030004,a_a003617,라페스타문화의거리,경기 고양시 일산동구 장항동,30.0,4,0.0,4.0,3.0,4.0,10,962,12.4
20025,2209160004,a_a001840,팔달문,경기 수원시 팔달구 팔달로2가 132-5,30.0,2,1.0,2.0,2.0,2.0,09,3356,6.6
20028,2208130008,a_a000181,R&J씨어터,서울 종로구 동숭동 31-9,120.0,3,0.0,5.0,5.0,5.0,08,98,16.5
20030,2210020004,a_a001785,석촌호수수변무대,서울 송파구 신천동 32,60.0,8,1.0,5.0,3.0,3.0,10,1696,12.9
20036,2210290002,a_a008522,제로월드 강남점,서울 서초구 서초동 1308,90.0,13,0.0,5.0,5.0,5.0,10,2984,16.5
20037,2210100004,a_a004234,파주프리미엄아울렛,경기 파주시 탄현면 법흥리 1790-8,90.0,4,0.0,2.0,2.0,3.0,10,3347,7.6
20038,2209230003,a_a002097,소래포구종합어시장,인천 남동구 논현동 680-1,30.0,4,1.0,4.0,3.0,4.0,09,1778,12.4
20040,2210090002,a_a004269,율곡수목원,경기 파주시 파평면 율곡리 6-1,60.0,1,0.0,5.0,4.0,5.0,10,2635,15.7
20043,2209230003,a_a002260,국립현대미술관 서울관,서울 종로구 소격동 165-10,60.0,3,0.0,5.0,5.0,5.0,09,489,16.5
20047,2209240004,a_a002943,롯데몰 광명점,경기 광명시 일직동 500,30.0,4,0.0,5.0,5.0,5.0,09,1010,16.5
20049,2210230004,a_a007375,팔달문시장,경기 수원시 팔달구 팔달로3가 32,30.0,4,1.0,5.0,5.0,5.0,10,3358,16.5
20053,2208300003,a_a001256,동춘서커스 상설공연장,경기 안산시 단원구 대부북동 1849-31,90.0,3,0.0,5.0,5.0,5.0,08,899,16.5
20056,2210180003,a_a009924,홈플러스 월드컵점,서울 마포구 성산동 526-3,60.0,4,0.0,4.0,3.0,3.0,10,3689,11.4
20058,2208290004,a_a000461,대릉원,경북 경주시 황남동 268-10,30.0,2,0.0,4.0,3.0,3.0,08,763,11.4
20064,2210300003,a_a007007,화담숲,경기 광주시 도척면 도웅리 산 33,210.0,1,0.0,5.0,5.0,5.0,10,3726,16.5
20065,2210150002,a_a007252,안중근공원,,30.0,1,0.0,5.0,4.0,4.0,10,2189,14.7
20069,2210140007,a_a007617,행주대교,서울 강서구 개화동,30.0,7,0.0,3.0,2.0,2.0,10,3595,8.1
20070,2210010003,a_a004359,메가박스 킨텍스,경기 고양시 일산서구 대화동 2602,120.0,3,0.0,5.0,5.0,5.0,10,1139,16.5
20072,2209200009,a_a002722,수원공방거리,경기 수원시 팔달구 남창동,0.0,4,0.0,2.0,1.0,1.0,09,1865,4.8
20073,2210290002,a_a015096,용문산관광지,경기 양평군 용문면 신점리 526-2,60.0,1,1.0,4.0,4.0,4.0,10,2495,13.2
20075,2208300003,a_a001103,더현대서울,서울 영등포구 여의도동 22,120.0,4,0.0,4.0,3.0,4.0,08,823,12.4
20081,2210090006,a_a002671,롯데백화점 구리점,경기 구리시 인창동 677,30.0,4,0.0,3.0,3.0,3.0,10,1016,9.9
20086,2210280013,a_a005784,센트럴파크 잔디광장,,30.0,7,0.0,4.0,3.0,3.0,10,1766,11.4
20089,2209130003,c_c000580,양평물맑은시장,경기 양평군 양평읍 양근리 166-9,30.0,4,0.0,3.0,3.0,4.0,09,2241,10.9
20090,2209240005,a_a002859,가요리믹스 별밤,서울 영등포구 영등포동3가 8-1,180.0,4,1.0,5.0,5.0,5.0,09,133,16.5
20092,2210090003,a_a003603,화서공원,경기 수원시 팔달구 화서동 26-35,30.0,2,0.0,5.0,5.0,5.0,10,3736,16.5
20096,2209230002,a_a002445,시흥프리미엄아울렛,경기 시흥시 배곧동 36,270.0,4,0.0,5.0,5.0,5.0,09,2004,16.5
20099,2210010006,a_a004152,봄소와 남양주마석점,경기 남양주시 화도읍 녹촌리 492-11,30.0,4,0.0,3.0,3.0,3.0,10,1364,9.9
20102,2210030006,a_a003341,홈플러스 의정부점,경기 의정부시 금오동 475-1,30.0,4,0.0,3.0,3.0,3.0,10,3690,9.9
20105,2211120003,a_a017831,인천차이나타운,인천 중구 북성동2가 14,30.0,4,1.0,5.0,5.0,5.0,11,2852,16.5
20107,2208210006,a_a000884,서운산자연휴양림,경기 안성시 금광면 상중리 464,510.0,1,1.0,5.0,5.0,5.0,08,1559,16.5
20112,2210300001,a_a012019,홍대네컷 홍대2호점,서울 마포구 서교동 365-10,30.0,8,0.0,4.0,4.0,4.0,10,3706,13.2
20115,2210300002,a_a011514,쌈지길,서울 종로구 관훈동 38,30.0,4,0.0,3.0,2.0,2.0,10,2064,8.1
20118,2210010004,a_a003390,한강뮤지엄,경기 남양주시 와부읍 팔당리 784,150.0,3,0.0,5.0,5.0,5.0,10,3516,16.5
20121,2211110005,a_a018009,부천무릉도원수목원,경기 부천시 춘의동 382,30.0,1,0.0,5.0,5.0,5.0,11,1380,16.5
20123,2208290006,a_a001035,오아시스 방탈출,서울 마포구 서교동 403-21,90.0,6,0.0,5.0,5.0,5.0,08,2435,16.5
20129,2209020004,a_a000600,월미도,인천 중구 북성동1가 산 1,90.0,1,0.0,5.0,5.0,5.0,09,2573,16.5
20151,2210230007,a_a006972,푸르내근린공원,경기 용인시 기흥구 보정동 1198,60.0,1,0.0,4.0,3.0,3.0,10,3431,11.4
20153,2209240004,a_a003074,용문천년시장,경기 양평군 용문면 다문리 732-3,30.0,4,0.0,2.0,1.0,2.0,09,2498,5.8
20154,2210290006,a_a008659,동대문디자인플라자,서울 중구 을지로7가 2-1,30.0,4,0.0,4.0,4.0,4.0,10,870,13.2
20156,2209240003,a_a002118,서울공예박물관,서울 종로구 안국동 175-112,60.0,2,0.0,5.0,4.0,5.0,09,1571,15.7
20157,2210010012,a_a003215,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,0.0,5.0,5.0,5.0,10,1894,16.5
20160,2208270008,a_a000972,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,5.0,5.0,5.0,08,3787,16.5
20162,2210120010,a_a006725,리움미술관,서울 용산구 한남동 742-1,30.0,3,1.0,5.0,5.0,5.0,10,1082,16.5
20163,2210230003,a_a009812,부천평안교회,경기 부천시 소사본동 409-5,150.0,2,1.0,4.0,4.0,4.0,10,1389,13.2
20170,2210160004,a_a007599,의정부 신세계백화점,,120.0,4,1.0,5.0,5.0,5.0,10,2665,16.5
20175,2208270004,a_a000237,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,180.0,4,1.0,4.0,3.0,4.0,08,1070,12.4
20176,2209030007,a_a000623,일산호수공원,경기 고양시 일산동구 장항동 906,30.0,1,0.0,4.0,5.0,5.0,09,2871,15.0
20177,2211110004,a_a017502,크리스찬 디올 성수,서울 성동구 성수동2가 302-11,0.0,4,0.0,4.0,4.0,5.0,11,3250,14.2
20178,2210020004,a_a003750,플라이스테이션코리아,경기 용인시 처인구 포곡읍 마성리 72-17,180.0,5,0.0,5.0,5.0,5.0,10,3447,16.5
20183,2209240005,a_a002324,재인폭포,경기 연천군 연천읍 부곡리 193,30.0,1,0.0,3.0,2.0,3.0,09,2949,9.1
20185,2209240005,a_a003179,고척스카이돔 전면광장,서울 구로구 고척동 63-6,120.0,3,1.0,3.0,3.0,3.0,09,329,9.9
20189,2209250001,a_a003139,남산공원,서울 중구 예장동 산 5-6,30.0,1,0.0,4.0,3.0,4.0,09,627,12.4
20193,2208150003,a_a000070,창덕궁 후원,서울 종로구 와룡동 2-71,90.0,1,0.0,5.0,5.0,5.0,08,3088,16.5
20194,2209170003,a_a001699,가평탑랜드,경기 가평군 가평읍 달전리 108-3,150.0,5,0.0,5.0,5.0,5.0,09,156,16.5
20196,2210020004,a_a005390,가평레일파크,경기 가평군 가평읍 읍내리 395-1,30.0,13,0.0,5.0,5.0,5.0,10,146,16.5
20203,2210300006,a_a012112,렛츠런파크서울,경기 과천시 주암동 685,90.0,6,0.0,4.0,4.0,4.0,10,985,13.2
20206,2208120007,a_a000070,두타,서울 중구 을지로6가 18-12,30.0,4,1.0,3.0,4.0,4.0,08,917,11.7
20207,2210060003,a_a003288,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,390.0,6,0.0,4.0,4.0,4.0,10,2265,13.2
20212,2211100004,a_a018116,실학박물관,경기 남양주시 조안면 능내리 27-1,60.0,2,0.0,4.0,3.0,4.0,11,2055,12.4
20214,2211120003,a_a017915,미메시스아트뮤지엄,경기 파주시 문발동 499-3,60.0,3,0.0,4.0,3.0,3.0,11,1227,11.4
20220,2210010002,a_a004815,황희선생유적지,경기 파주시 문산읍 사목리 산 122,60.0,2,0.0,4.0,4.0,4.0,10,3778,13.2
20221,2210310004,a_a012085,한탄강하늘다리,경기 포천시 영북면 대회산리 377,30.0,7,0.0,5.0,5.0,5.0,10,3558,16.5
20222,2209250004,a_a003130,난지한강공원,서울 마포구 상암동 495-72,360.0,1,1.0,5.0,5.0,5.0,09,606,16.5
20228,2210270005,a_a005400,스타필드 하남,경기 하남시 신장동 45-5,60.0,4,0.0,5.0,5.0,5.0,10,1971,16.5
20231,2210300002,a_a004841,더현대서울,서울 영등포구 여의도동 22,90.0,4,0.0,5.0,4.0,4.0,10,823,14.7
20234,2210160003,a_a006707,월미도,인천 중구 북성동1가 산 1,30.0,6,1.0,5.0,5.0,5.0,10,2573,16.5
20235,2209020007,a_a001133,송도센트럴파크 이스트보트하우스,인천 연수구 송도동 24-5,60.0,5,0.0,5.0,5.0,5.0,09,1824,16.5
20239,2211110002,a_a018011,한내근린공원,경기 광명시 소하동 1308-1,30.0,1,0.0,5.0,5.0,5.0,11,3540,16.5
20241,2209300005,a_a004071,서울어린이대공원 놀이동산,서울 광진구 능동 18,210.0,6,1.0,4.0,4.0,4.0,09,1640,13.2
20243,2210300004,a_a009815,인천차이나타운,인천 중구 북성동2가 14,30.0,4,0.0,5.0,4.0,4.0,10,2852,14.7
20245,2209300006,a_a004088,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,0.0,4.0,5.0,5.0,09,3589,15.0
20246,2209020009,a_a001308,방화수류정,경기 수원시 팔달구 매향동 151,90.0,2,0.0,5.0,5.0,5.0,09,1295,16.5
20253,2209280003,a_a001914,덕수궁돌담길,서울 중구 정동 5-1,30.0,2,1.0,5.0,5.0,5.0,09,834,16.5
20254,2210310008,a_a014715,남산서울타워,서울 용산구 용산동2가 산 1-3,90.0,13,0.0,5.0,5.0,5.0,10,632,16.5
20259,2209170002,a_a001802,여의도한강공원,서울 영등포구 여의도동 85,150.0,1,1.0,3.0,3.0,3.0,09,2324,9.9
20261,2210020003,a_a003141,아시아출판문화정보센터,경기 파주시 문발동 524-3,210.0,3,0.0,5.0,5.0,5.0,10,2098,16.5
20265,2210020003,a_a003844,방축천,세종특별자치시 도담동 390,30.0,7,0.0,4.0,4.0,4.0,10,1292,13.2
20268,2210290015,a_a008695,여의도공원 한국전통의숲,서울 영등포구 여의도동 10-5,30.0,1,0.0,4.0,5.0,5.0,10,2322,15.0
20269,2210080004,a_a007333,노량진컵밥거리,서울 동작구 노량진동 148-87,60.0,4,0.0,5.0,5.0,5.0,10,676,16.5
20272,2210240005,a_a004305,홍익대학교 서울캠퍼스,서울 마포구 상수동 72-1,120.0,7,1.0,5.0,5.0,5.0,10,3719,16.5
20273,2211020002,a_a015745,월미산,인천 중구 북성동1가 99,60.0,1,0.0,5.0,5.0,5.0,11,2579,16.5
20275,2210100006,a_a006024,매향교,경기 수원시 팔달구 북수동,30.0,2,0.0,5.0,5.0,5.0,10,1125,16.5
20282,2208070006,a_a000074,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,90.0,1,0.0,5.0,5.0,5.0,08,629,16.5
20284,2210260007,a_a010009,밀리오레,서울 중구 을지로6가 18-17,60.0,4,1.0,4.0,3.0,3.0,10,1248,11.4
20287,2210070005,b_b006540,광화문광장,서울 종로구 세종로 1-68,30.0,7,1.0,4.0,4.0,4.0,10,415,13.2
20293,2208250008,a_a001462,수원KT위즈파크,경기 수원시 장안구 조원동 775,360.0,3,0.0,5.0,4.0,5.0,08,1863,15.7
20296,2210240005,a_a010222,이케아 광명점,경기 광명시 일직동 500,90.0,4,0.0,5.0,5.0,4.0,10,2767,15.5
20301,2208290001,a_a001110,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,480.0,6,1.0,5.0,5.0,5.0,08,2265,16.5
20303,2208250005,a_a000910,양평물맑은시장,경기 양평군 양평읍 양근리 166-9,30.0,4,0.0,3.0,3.0,3.0,08,2241,9.9
20304,2211120003,a_a017814,피커스 구로점,서울 구로구 구로동 573,330.0,5,0.0,5.0,4.0,4.0,11,3465,14.7
20305,2209230004,a_a002502,킴스퀘어,서울 종로구 동숭동 1-77,30.0,4,0.0,5.0,5.0,5.0,09,3264,16.5
20314,2210150004,a_a007182,화성행궁광장,,120.0,2,1.0,4.0,4.0,4.0,10,3755,13.2
20319,2209260006,a_a001870,산정호수,경기 포천시 영북면 산정리 243-1,120.0,1,0.0,5.0,4.0,4.0,09,1482,14.7
20320,2210270003,a_a011502,덕수궁,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,10,829,16.5
20322,2209120005,a_a001610,자라섬 남도,경기 가평군 가평읍 달전리 1-1,60.0,1,0.0,5.0,5.0,5.0,09,2903,16.5
20323,2208240003,a_a001311,백남준아트센터,경기 용인시 기흥구 상갈동 496,90.0,3,0.0,5.0,4.0,5.0,08,1310,15.7
20325,2209230002,a_a001867,천마정,경기 남양주시 별내동 150,150.0,5,1.0,5.0,5.0,5.0,09,3102,16.5
20328,2209250010,a_a002708,마호가니 스타필드고양점,경기 고양시 덕양구 동산동 370,30.0,4,0.0,5.0,5.0,5.0,09,1108,16.5
20329,2208220005,a_a001147,크리스월드,경기 가평군 가평읍 금대리 49-4,270.0,5,0.0,4.0,3.0,4.0,08,3249,12.4
20335,2208280003,a_a001377,가평잣고을시장,경기 가평군 가평읍 읍내리 405,60.0,4,0.0,4.0,3.0,3.0,08,154,11.4
20339,2210300003,a_a004036,홈플러스 부천소사점,경기 부천시 괴안동 129-1,60.0,4,1.0,4.0,5.0,5.0,10,3680,15.0
20347,2208270009,a_a001356,광림아트센터 BBCH홀,서울 강남구 신사동 568-15,150.0,3,0.0,5.0,3.0,5.0,08,390,14.9
20352,2208250002,a_a001130,청와대 본관,서울 종로구 세종로 1,90.0,2,0.0,5.0,5.0,5.0,08,3141,16.5
20354,2210290004,a_a010570,서울대공원,경기 과천시 막계동 159-1,180.0,6,1.0,5.0,5.0,5.0,10,1578,16.5
20357,2210300009,a_a014500,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,1.0,4.0,4.0,4.0,10,1894,13.2
20360,2210300006,a_a010288,동묘시장,서울 종로구 숭인동 239-9,60.0,4,0.0,5.0,5.0,5.0,10,888,16.5
20363,2209170006,a_a002108,수원공방거리,경기 수원시 팔달구 남창동,0.0,4,0.0,3.0,3.0,3.0,09,1865,9.9
20366,2209240004,a_a002731,방아머리해수욕장,경기 안산시 단원구 대부북동,60.0,1,1.0,5.0,4.0,5.0,09,1291,15.7
20370,2210100002,a_a005207,화성행궁,경기 수원시 팔달구 남창동 6-2,120.0,2,0.0,4.0,4.0,4.0,10,3752,13.2
20371,2210310003,a_a005814,화담숲,경기 광주시 도척면 도웅리 산 33,240.0,1,0.0,5.0,5.0,5.0,10,3726,16.5
20374,2210150005,a_a007182,수원문화재단,경기 수원시 팔달구 남창동 14,150.0,2,0.0,4.0,4.0,4.0,10,1870,13.2
20377,2210180002,a_a008471,석촌호수 동호,서울 송파구 신천동 32,30.0,7,1.0,4.0,4.0,5.0,10,1692,14.2
20380,2210150005,a_a004261,과천서울대공원 스카이리프트출발지,경기 과천시 막계동 366-6,30.0,13,0.0,4.0,4.0,4.0,10,364,13.2
20381,2209190005,a_a002162,한강중앙공원,경기 김포시 장기동 2001-1,30.0,1,0.0,5.0,4.0,5.0,09,3518,15.7
20383,2208190002,a_a000956,초량전통시장,부산 동구 초량동 208-2,60.0,4,0.0,4.0,4.0,4.0,08,3160,13.2
20385,2208270008,a_a001109,윤동주문학관,서울 종로구 청운동 3-100,30.0,3,0.0,5.0,5.0,5.0,08,2631,16.5
20389,2210200002,a_a007163,롯데월드,서울 송파구 잠실동 40-1,300.0,6,1.0,4.0,4.0,3.0,10,1054,12.2
20394,2209250005,a_a001910,롯데백화점 인천점,인천 미추홀구 관교동 15,30.0,4,0.0,4.0,4.0,4.0,09,1027,13.2
20395,2210090005,a_a006017,소울원,경기 파주시 탄현면 축현리 122-4,30.0,2,0.0,3.0,2.0,2.0,10,1790,8.1
20403,2210010007,a_a003223,수원화성 서남각루,경기 수원시 팔달구 교동 6-196,30.0,2,1.0,4.0,3.0,3.0,10,1901,11.4
