,VISIT_AREA_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,VISIT_ID,RATING
6603,2210150003,a_a007402,양평군립미술관,경기 양평군 양평읍 양근리 543,30.0,3,0.0,3.0,3.0,3.0,10,2240,9.9
6605,2210010005,a_a005239,한옥기술전시관,경기 수원시 팔달구 장안동 45-1,60.0,3,0.0,4.0,4.0,4.0,10,3550,13.2
6613,2210150004,a_a007373,새장터공원,경기 김포시 풍무동 289,30.0,8,0.0,3.0,3.0,3.0,10,1525,9.9
6617,2210110002,a_a006536,화성행궁,경기 수원시 팔달구 남창동 6-2,30.0,2,0.0,3.0,3.0,3.0,10,3752,9.9
6621,2210010005,a_a005001,이마트트레이더스 부천점,경기 부천시 옥길동 768,30.0,4,1.0,4.0,5.0,5.0,10,2729,15.0
6623,2209250002,a_a002740,골드헤겔,경기 오산시 외삼미동 119-3,120.0,13,0.0,5.0,5.0,5.0,09,344,16.5
6625,2210310004,a_a014228,국립현대미술관 서울관,서울 종로구 소격동 165-10,150.0,3,0.0,5.0,5.0,5.0,10,489,16.5
6626,2208210010,a_a000246,윤동주문학관,서울 종로구 청운동 3-100,0.0,3,1.0,4.0,3.0,4.0,08,2631,12.4
6628,2210090005,a_a003413,시흥프리미엄아울렛,경기 시흥시 배곧동 36,90.0,4,0.0,4.0,4.0,3.0,10,2004,12.2
6629,2210240002,a_a008440,용산가족공원,서울 용산구 용산동6가 168-6,30.0,1,0.0,5.0,5.0,5.0,10,2501,16.5
6631,2210160005,a_a008748,초록미소마을,,90.0,7,0.0,5.0,5.0,5.0,10,3161,16.5
6633,2210270006,a_a011777,이마트트레이더스 김포점,경기 김포시 풍무동 16-10,60.0,4,1.0,4.0,4.0,3.0,10,2727,12.2
6637,2210080006,a_a003452,LCDC서울,,30.0,4,1.0,3.0,3.0,3.0,10,80,9.9
6640,2210150002,a_a005186,벽초지수목원,경기 파주시 광탄면 창만리 166-8,60.0,1,0.0,5.0,5.0,5.0,10,1333,16.5
6643,2210210005,a_a005198,청와대 본관,서울 종로구 세종로 1,30.0,2,0.0,4.0,4.0,4.0,10,3141,13.2
6645,2209170013,a_a002387,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,4.0,3.0,5.0,09,1295,13.4
6646,2208200010,a_a001079,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,0.0,4.0,4.0,4.0,08,3107,13.2
6648,2209240004,a_a002762,용문천년시장,경기 양평군 용문면 다문리 732-3,30.0,4,0.0,3.0,3.0,3.0,09,2498,9.9
6649,2210300002,a_a008491,충현박물관,경기 광명시 소하동 1084,60.0,2,0.0,4.0,2.0,4.0,10,3179,11.6
6654,2210250006,a_a010267,북촌한옥마을,서울 종로구 가회동 31-31,30.0,7,1.0,5.0,5.0,5.0,10,1418,16.5
6655,2210050004,a_a004863,북촌전시실,서울 종로구 화동 2,30.0,3,0.0,4.0,4.0,4.0,10,1416,13.2
6658,2209190002,a_a001881,대치유수지체육공원,서울 강남구 대치동 78-20,60.0,5,0.0,4.0,5.0,5.0,09,792,15.0
6663,2210290004,a_a011203,한국근현대사박물관,경기 파주시 탄현면 법흥리 1652-10,60.0,2,0.0,5.0,4.0,5.0,10,3521,15.7
6664,2210300001,a_a010126,롯데아울렛 광교점,경기 수원시 영통구 이의동 1338,90.0,4,1.0,5.0,5.0,5.0,10,1049,16.5
6666,2209250002,a_a002335,웅진플레이도시,경기 부천시 상동 572-1,480.0,6,0.0,4.0,4.0,5.0,09,2550,14.2
6673,2209220006,a_a001926,덕수궁돌담길,서울 중구 정동 5-1,30.0,2,0.0,5.0,5.0,5.0,09,834,16.5
6674,2208190003,a_a000892,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,120.0,4,0.0,5.0,5.0,5.0,08,3650,16.5
6678,2208070003,a_a000151,청와대 정문,서울 종로구 세종로 1,60.0,2,0.0,4.0,1.0,3.0,08,3143,9.8
6680,2209240006,a_a003006,분당중앙공원,경기 성남시 분당구 수내동 65,30.0,1,0.0,5.0,5.0,5.0,09,1433,16.5
6690,2209120003,a_a001957,신대호수,경기 수원시 영통구 하동,30.0,7,1.0,4.0,4.0,4.0,09,2011,13.2
6694,2208210005,a_a000643,백운호수,경기 의왕시 학의동,90.0,7,0.0,4.0,4.0,4.0,08,1318,13.2
6695,2211050001,a_a015776,운현궁,서울 종로구 운니동 114-10,60.0,2,0.0,4.0,3.0,4.0,11,2549,12.4
6699,2209300001,a_a002471,롯데월드타워,서울 송파구 신천동 29,300.0,6,0.0,4.0,3.0,4.0,09,1061,12.4
6704,2209290004,a_a003368,허브아일랜드 핑크뮬리축제,,60.0,8,0.0,3.0,3.0,3.0,09,3609,9.9
6706,2210050003,a_a004222,국립민속박물관,서울 종로구 세종로 1-1,90.0,2,0.0,5.0,5.0,5.0,10,463,16.5
6707,2211120002,a_a018159,시흥배곧한울공원,경기 시흥시 배곧동 307,90.0,1,0.0,5.0,4.0,4.0,11,2001,14.7
6708,2209240006,a_a002260,석파정,서울 종로구 부암동 201,120.0,3,0.0,5.0,5.0,5.0,09,1698,16.5
6713,2209220002,a_a002222,문화역서울284,서울 중구 봉래동2가 122-28,60.0,2,1.0,4.0,3.0,4.0,09,1207,12.4
6714,2209110003,b_b001071,안다즈 서울강남 미술 전시관,,30.0,3,0.0,5.0,5.0,5.0,09,2148,16.5
6716,2211090010,a_a018023,서현역광장,경기 성남시 분당구 서현동 269-7,0.0,4,0.0,5.0,5.0,5.0,11,1678,16.5
6724,2209270002,a_a003793,디원골프연습장,경기 남양주시 호평동 23-15,120.0,5,1.0,5.0,5.0,5.0,09,938,16.5
6726,2210090003,a_a006567,안성팜랜드,경기 안성시 공도읍 신두리 451,150.0,13,0.0,5.0,5.0,5.0,10,2169,16.5
6732,2210090009,a_a005130,고석정꽃밭,강원 철원군 동송읍 장흥리 10-2,60.0,13,0.0,5.0,5.0,5.0,10,306,16.5
6735,2210010004,a_a003034,칠곡저수지,경기 안성시 원곡면 칠곡리,240.0,1,0.0,4.0,4.0,4.0,10,3183,13.2
6736,2210010006,a_a004387,CGV DRIVE IN 곤지암,경기 광주시 도척면 도웅리 540,240.0,3,0.0,4.0,4.0,5.0,10,34,14.2
6737,2209190007,a_a002115,국립현대미술관 서울관,서울 종로구 소격동 165-10,60.0,3,0.0,4.0,3.0,4.0,09,489,12.4
6738,2208140005,a_a000100,서울돈화문국악당,서울 종로구 와룡동 13,30.0,2,0.0,5.0,5.0,4.0,08,1592,15.5
6739,2208140006,a_a000058,메트로폴리탄수영장,서울 강남구 삼성동 159-8,60.0,6,0.0,4.0,3.0,3.0,08,1147,11.4
6740,2210010004,a_a002739,화성행궁,경기 수원시 팔달구 남창동 6-2,210.0,2,0.0,3.0,4.0,5.0,10,3752,12.7
6742,2208280004,a_a001187,원적산,인천 부평구 산곡동 산 98-2,90.0,7,0.0,5.0,5.0,5.0,08,2562,16.5
6744,2209270001,a_a003020,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,780.0,6,0.0,5.0,5.0,5.0,09,2265,16.5
6749,2208200002,a_a000756,이마트 여주점,경기 여주시 홍문동 401,60.0,4,0.0,5.0,5.0,5.0,08,2704,16.5
6764,2210150005,a_a006619,일본풍거리,,0.0,4,1.0,5.0,5.0,5.0,10,2866,16.5
6765,2211120013,a_a018013,노브랜드 스타필드하남점,경기 하남시 신장동 616,30.0,4,1.0,4.0,3.0,4.0,11,686,12.4
6769,2210160004,a_a007393,석촌호수 서호,서울 송파구 잠실동 47,30.0,1,1.0,4.0,4.0,5.0,10,1693,14.2
6780,2209250003,a_a003394,물향기수목원,경기 오산시 수청동 332-4,210.0,1,0.0,5.0,5.0,5.0,09,1213,16.5
6783,2210290006,a_a009704,인도래작은도서관,경기 수원시 팔달구 인계동 961-16,120.0,3,0.0,5.0,5.0,4.0,10,2792,15.5
6788,2210030002,a_a004171,아트센터화이트블럭,경기 파주시 탄현면 법흥리 1652-238,60.0,3,0.0,3.0,3.0,3.0,10,2130,9.9
6791,2209250002,a_a002401,포천5일장,경기 포천시 신읍동 31,30.0,4,1.0,5.0,5.0,5.0,09,3411,16.5
6793,2208200003,a_a000420,파운드리 서울,서울 용산구 한남동 737-24,30.0,3,0.0,4.0,4.0,4.0,08,3329,13.2
6794,2211100008,a_a018237,감악산등산코스,경기 파주시 적성면 객현리,30.0,7,1.0,4.0,4.0,4.0,11,167,13.2
6797,2209240004,a_a002936,임진강댑싸리공원,경기 연천군 중면 삼곶리 422,30.0,1,0.0,5.0,4.0,3.0,09,2894,13.7
6799,2210220004,a_a005715,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,0.0,4.0,4.0,4.0,10,3752,13.2
6801,2210020001,a_a003617,정발산,경기 고양시 일산동구 마두동 819,120.0,7,0.0,5.0,5.0,5.0,10,2971,16.5
6806,2208280002,a_a001018,개울가,경기도 가평군 청평면,30.0,7,0.0,5.0,3.0,4.0,08,201,13.9
6810,2210020002,a_a003906,평택호관광단지,경기 평택시 현덕면 권관리 551-3,30.0,1,0.0,4.0,4.0,4.0,10,3391,13.2
6812,2208210004,a_a000736,화담숲,경기 광주시 도척면 도웅리 산 33,150.0,1,0.0,5.0,5.0,5.0,08,3726,16.5
6814,2210290002,a_a015273,공방거리,,30.0,4,0.0,5.0,5.0,5.0,10,353,16.5
6815,2209300003,a_a001936,동북각루,경기 수원시 장안구 연무동 190,30.0,2,0.0,4.0,4.0,4.0,09,889,13.2
6821,2210300008,a_a008107,쉐이크쉑 아이파크몰용산점,서울 용산구 한강로3가 40-999,30.0,4,0.0,4.0,4.0,4.0,10,1938,13.2
6822,2209240006,a_a001659,오라카이 송도파크호텔 수영장,,90.0,6,0.0,5.0,5.0,5.0,09,2416,16.5
6823,2208280001,a_a001199,아침고요수목원,경기 가평군 상면 행현리 623-3,150.0,1,1.0,5.0,5.0,5.0,08,2113,16.5
6824,2210030005,a_a005337,궁평항수산물직판장,경기 화성시 서신면 궁평리 689,30.0,4,1.0,4.0,4.0,4.0,10,507,13.2
6828,2209180002,a_a001802,신세계백화점 본점,서울 중구 충무로1가 52-5,150.0,4,1.0,4.0,4.0,4.0,09,2031,13.2
6832,2210310003,a_a012416,망원시장,서울 마포구 망원동 403-6,60.0,4,0.0,5.0,5.0,5.0,10,1118,16.5
6835,2208270002,a_a000362,레저친구,강원도 춘천시 남산면,180.0,5,0.0,5.0,5.0,5.0,08,978,16.5
6836,2209170003,a_a002493,잠실종합운동장 올림픽주경기장,서울 송파구 잠실동 10,630.0,5,0.0,5.0,5.0,5.0,09,2921,16.5
6846,2210020003,a_a005619,국립과천과학관,경기 과천시 과천동 758,30.0,3,0.0,4.0,4.0,4.0,10,455,13.2
6848,2210300003,a_a010435,마장호수출렁다리,경기 파주시 광탄면 기산리,150.0,1,0.0,5.0,5.0,4.0,10,1098,15.5
6857,2209250004,a_a003388,행리단길,경기 수원시 팔달구 장안동 290-3,60.0,4,0.0,5.0,5.0,5.0,09,3589,16.5
6858,2210270007,a_a011565,서울식물원 기프트샵,서울 강서구 마곡동 812,0.0,6,0.0,4.0,3.0,3.0,10,1629,11.4
6859,2209090002,a_a001756,광명동굴,경기 광명시 가학동 34-1,150.0,1,0.0,5.0,5.0,5.0,09,393,16.5
6863,2208240005,a_a000906,갤럭시스튜디오,서울특별시 종로구 화동,30.0,13,0.0,4.0,4.0,4.0,08,216,13.2
6869,2210200004,a_a007163,가천대학교 글로벌캠퍼스,경기 성남시 수정구 복정동 620-2,90.0,4,0.0,3.0,4.0,2.0,10,140,9.7
6876,2210090008,a_a006411,바운스트램폴린파크 삼성센터,서울 강남구 대치동 983-17,60.0,6,0.0,4.0,5.0,4.0,10,1261,14.0
6877,2211090002,a_a017939,안성맞춤랜드 숲속공연장,경기 안성시 보개면 복평리 303-1,60.0,13,1.0,4.0,4.0,4.0,11,2164,13.2
6881,2209180001,a_a001810,잠실종합운동장 잠실야구장,서울 송파구 잠실동 10-1,360.0,5,1.0,4.0,5.0,4.0,09,2922,14.0
6883,2210010007,b_b005459,한중원,인천 중구 선린동 18-1,0.0,1,0.0,3.0,3.0,3.0,10,3554,9.9
6884,2208280002,a_a001534,포천아트밸리,경기 포천시 신북면 기지리 282,60.0,2,0.0,4.0,3.0,3.0,08,3414,11.4
6896,2208200002,a_a000577,신세계프리미엄아울렛 여주,경기 여주시 상거동 460,150.0,4,1.0,4.0,5.0,5.0,08,2037,15.0
6898,2209080007,a_a000744,아침고요수목원,경기 가평군 상면 행현리 623-3,90.0,1,0.0,4.0,4.0,4.0,09,2113,13.2
6899,2210300010,a_a013936,행주산성역사공원,경기 고양시 덕양구 행주외동 145,30.0,2,0.0,3.0,4.0,4.0,10,3599,11.7
6905,2210020005,a_a003127,세븐일레븐 부평북부역점,인천 부평구 부평동 534-28,0.0,4,0.0,5.0,5.0,5.0,10,1739,16.5
6912,2208090007,a_a000116,롯데월드타워,서울 송파구 신천동 29,120.0,6,1.0,4.0,4.0,4.0,08,1061,13.2
6916,2210150005,a_a004683,수원화성 화홍문,경기 수원시 팔달구 북수동 9000-1,30.0,2,0.0,5.0,5.0,5.0,10,1914,16.5
6917,2210280004,a_a010967,강남역지하상가,서울 강남구 역삼동 858,60.0,4,1.0,5.0,5.0,5.0,10,179,16.5
6919,2209030010,a_a000537,광화문광장,서울 종로구 세종로 1-68,30.0,2,1.0,4.0,4.0,3.0,09,415,12.2
6923,2208140003,a_a000181,국립고궁박물관,서울 종로구 세종로 1-57,90.0,2,0.0,4.0,4.0,4.0,08,452,13.2
6925,2210020002,a_a002259,더현대서울,서울 영등포구 여의도동 22,180.0,4,1.0,5.0,5.0,5.0,10,823,16.5
6926,2210080002,b_b005303,방화수류정,경기 수원시 팔달구 매향동 151,60.0,7,0.0,4.0,3.0,4.0,10,1295,12.4
6928,2210200003,a_a006522,오산EBS캐릭터공원,경기 오산시 오산동 609-37,60.0,1,0.0,4.0,3.0,3.0,10,2422,11.4
6933,2210010004,a_a002233,경북궁,경북 칠곡군 석적읍 중리 251-4,30.0,2,0.0,5.0,5.0,5.0,10,262,16.5
6934,2209300004,a_a004255,일산호수공원,경기 고양시 일산동구 장항동 906,210.0,1,1.0,5.0,5.0,5.0,09,2871,16.5
6936,2210220009,a_a010382,신림교,서울 관악구 신림동,60.0,7,0.0,5.0,5.0,5.0,10,2017,16.5
6942,2211100003,a_a017700,수석리토성,경기 남양주시 수석동 산 2-2,30.0,1,0.0,4.0,4.0,4.0,11,1857,13.2
6943,2211020005,b_b011114,고종의길,서울 중구 정동 10-1,0.0,2,0.0,4.0,4.0,4.0,11,326,13.2
6945,2208200001,a_a000740,투버드스튜디오,서울 동대문구 용두동 118-82,660.0,3,0.0,1.0,1.0,1.0,08,3309,3.3
6947,2210020007,a_a003751,인천종합어시장,인천 중구 항동7가 27-69,30.0,4,0.0,4.0,3.0,4.0,10,2851,12.4
6948,2208190004,a_a000407,광화문광장,서울 종로구 세종로 1-68,60.0,4,1.0,4.0,4.0,4.0,08,415,13.2
6951,2211110005,a_a018035,의왕조류생태과학관,경기 의왕시 월암동 525-10,30.0,3,0.0,3.0,2.0,1.0,11,2664,7.1
6952,2208210004,a_a000407,강남역사거리,서울 강남구 역삼동,300.0,4,1.0,5.0,5.0,5.0,08,178,16.5
6953,2210010002,a_a005409,짱오락실 홍대점,서울 마포구 서교동 367-38,30.0,4,0.0,5.0,5.0,5.0,10,3074,16.5
6955,2209160002,a_a001962,신포국제시장,인천 중구 신포동 3-2,60.0,4,0.0,4.0,3.0,3.0,09,2048,11.4
6957,2210010005,a_a003576,아라리오뮤지엄 인 스페이스,서울 종로구 원서동 229,60.0,3,0.0,5.0,5.0,5.0,10,2079,16.5
6958,2210220003,a_a006303,필름로그 강남직영점,서울 강남구 역삼동 815-5,60.0,3,0.0,3.0,4.0,4.0,10,3469,11.7
6959,2210080009,a_a003597,노량진수산물도매시장,서울 동작구 노량진동 334,30.0,4,0.0,5.0,5.0,5.0,10,675,16.5
6961,2208210005,a_a000550,국립현대미술관 서울관,서울 종로구 소격동 165-10,210.0,3,0.0,5.0,5.0,5.0,08,489,16.5
6962,2210130012,a_a007004,토니모리 명동중앙점,,0.0,4,0.0,3.0,3.0,3.0,10,3297,9.9
6963,2211050006,a_a014996,덕수궁돌담길,서울 중구 정동 5-1,0.0,7,0.0,5.0,4.0,5.0,11,834,15.7
6964,2208280002,a_a001282,제이드팰리스GC,강원 춘천시 남산면 서천리 121-19,360.0,8,0.0,5.0,5.0,5.0,08,2996,16.5
6971,2210120004,a_a003995,아르피아타워,경기 용인시 수지구 죽전동 1003-237,30.0,3,0.0,3.0,2.0,2.0,10,2086,8.1
6978,2210020001,b_b005459,십리향,인천 중구 북성동2가 10-26,0.0,4,0.0,5.0,5.0,5.0,10,2060,16.5
6984,2210020003,a_a005075,수원화성 장안문 안내소,경기 수원시 팔달구 장안동 1-1,90.0,2,1.0,1.0,5.0,5.0,10,1907,10.5
7003,2210230006,a_a005625,코엑스,서울 강남구 삼성동 159,30.0,4,1.0,4.0,4.0,3.0,10,3233,12.2
7004,2208280005,a_a001353,창경궁,서울 종로구 와룡동 2-1,90.0,2,0.0,4.0,4.0,4.0,08,3082,13.2
7005,2211110003,a_a018061,신세계백화점 강남점,서울 서초구 반포동 19-3,60.0,4,1.0,4.0,4.0,4.0,11,2028,13.2
7006,2209030010,a_a001288,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,1.0,4.0,3.0,4.0,09,3107,12.4
7010,2210200003,a_a007925,동묘벼룩시장,서울 종로구 숭인동 102-8,30.0,4,1.0,5.0,5.0,5.0,10,887,16.5
7011,2209180007,a_a001673,고구려대장간마을,경기 구리시 아천동 316-47,30.0,7,0.0,5.0,2.0,4.0,09,293,13.1
7018,2211120002,a_a017848,트리플스트리트,인천 연수구 송도동 176-1,210.0,4,1.0,5.0,5.0,5.0,11,3312,16.5
7022,2209030009,a_a000537,아트스페이스 이색,서울 종로구 안국동 159-2,0.0,3,0.0,3.0,3.0,2.0,09,2132,8.9
7024,2211010002,a_a014278,인천차이나타운,인천 중구 북성동2가 14,180.0,4,1.0,4.0,4.0,5.0,11,2852,14.2
7028,2209030008,a_a001428,홈플러스 동수원점,경기 수원시 팔달구 인계동 1045,30.0,4,0.0,3.0,3.0,3.0,09,3676,9.9
7029,2210230001,c_c006746,오이도,경기 시흥시 정왕동 1073,30.0,1,0.0,4.0,4.0,4.0,10,2438,13.2
7030,2210240003,a_a009402,서울숲,서울 성동구 성수동1가 678-1,150.0,1,1.0,4.0,2.0,5.0,10,1610,12.6
7031,2208170009,a_a000034,카카오프렌즈 홍대플래그십스토어,서울 마포구 동교동 165-5,60.0,4,0.0,4.0,2.0,2.0,08,3193,9.6
7032,2208120001,a_a000081,롯데월드 어드벤처,서울 송파구 잠실동 40-1,210.0,6,0.0,5.0,5.0,5.0,08,1057,16.5
7033,2210150007,a_a008702,잠실종합운동장 실내체육관,서울 송파구 잠실2동 10,120.0,5,1.0,5.0,5.0,5.0,10,2920,16.5
7037,2209040004,a_a000396,청량리먹자골목,,60.0,4,0.0,4.0,2.0,3.0,09,3133,10.6
7039,2209250005,a_a001939,현대카드 아트라이브러리,서울 용산구 한남동 683-131,60.0,4,0.0,4.0,4.0,4.0,09,3648,13.2
7040,2210100005,a_a006353,소풍정원,경기 평택시 고덕면 궁리 424-39,60.0,1,0.0,4.0,4.0,4.0,10,1793,13.2
7043,2209230010,a_a002260,케이스포돔 올림픽체조경기장,서울 송파구 방이동 88-2,210.0,5,0.0,5.0,5.0,5.0,09,3216,16.5
7045,2210220003,a_a007643,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,4.0,3.0,4.0,10,3787,12.4
7047,2209280008,a_a003033,낙원갈비집수원남문점,,60.0,4,0.0,4.0,4.0,4.0,09,601,13.2
7049,2208180002,a_a000196,덕수궁,서울 중구 정동 5-1,120.0,2,1.0,5.0,5.0,5.0,08,829,16.5
7051,2210160002,a_a008348,창덕궁 후원,서울 종로구 와룡동 2-71,90.0,2,0.0,5.0,5.0,5.0,10,3088,16.5
7054,2210010009,a_a003598,허브아일랜드,경기 포천시 신북면 삼정리 517-2,90.0,3,0.0,5.0,5.0,5.0,10,3604,16.5
7057,2210270002,a_a011565,롯데몰 김포공항점,서울 강서구 방화동 886,30.0,4,1.0,4.0,4.0,4.0,10,1011,13.2
7059,2210090004,a_a006017,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,120.0,7,1.0,4.0,4.0,4.0,10,3621,13.2
7062,2210060001,a_a004499,창덕궁 매표소,서울 종로구 와룡동 2-71,30.0,2,0.0,5.0,5.0,5.0,10,3087,16.5
7063,2210010004,a_a003617,일산호수공원,경기 고양시 일산동구 장항동 906,30.0,1,0.0,5.0,5.0,5.0,10,2871,16.5
7066,2210220002,a_a010416,공릉동도깨비시장,서울 노원구 공릉동 561-36,0.0,4,0.0,4.0,3.0,3.0,10,351,11.4
7068,2209120004,a_a001965,트리플스트리트,인천 연수구 송도동 176-1,30.0,4,0.0,3.0,2.0,2.0,09,3312,8.1
7071,2211060006,a_a014921,예술공원로,경기 안양시 만안구 석수동 851,0.0,1,0.0,5.0,5.0,5.0,11,2399,16.5
7077,2208240007,a_a000338,청계광장,서울 중구 태평로1가 1,30.0,1,0.0,5.0,5.0,5.0,08,3117,16.5
7078,2210210003,a_a003666,북악산 청운대쉼터분기점,서울 종로구 삼청동 산 2-1,90.0,1,0.0,4.0,3.0,4.0,10,1408,12.4
7079,2210310008,a_a015745,부평문화의거리,인천 부평구 부평동 224-1,60.0,4,0.0,4.0,3.0,3.0,10,1396,11.4
7082,2209110003,a_a002183,왕송호수,경기 의왕시 초평동,30.0,1,0.0,1.0,5.0,5.0,09,2485,10.5
7084,2210100003,a_a005989,스타벅스 새문안로점,서울 종로구 신문로1가 163,90.0,2,0.0,3.0,3.0,3.0,10,1961,9.9
7089,2210030005,c_c005060,한국도자재단 경기도자박물관,경기 광주시 곤지암읍 삼리 72-1,30.0,2,0.0,3.0,4.0,3.0,10,3525,10.7
7091,2210110003,a_a006431,길상사,서울 성북구 성북동 323,90.0,2,0.0,4.0,3.0,4.0,10,553,12.4
7093,2210020005,a_a005803,IFC몰,서울 영등포구 여의도동 23-1,30.0,4,0.0,5.0,5.0,5.0,10,68,16.5
7102,2210150003,a_a004098,구하우스미술관,,60.0,3,0.0,5.0,5.0,5.0,10,448,16.5
7103,2210100004,a_a005989,광화문광장,서울 종로구 세종로 1-68,30.0,2,0.0,4.0,4.0,4.0,10,415,13.2
7109,2208260002,a_a000483,예술의전당,서울 서초구 서초동 700,90.0,3,1.0,5.0,5.0,5.0,08,2400,16.5
7110,2208290005,a_a000915,배곧생명공원,경기 시흥시 정왕동 2506,60.0,7,0.0,4.0,4.0,4.0,08,1296,13.2
7111,2209030001,a_a000475,드라마 아스달 연대기 오산세트장,경기 오산시 내삼미동 240,30.0,2,0.0,4.0,5.0,4.0,09,925,14.0
7115,2210030002,a_a003750,볼더메이트클라이밍,경기 용인시 기흥구 구갈동 681,240.0,5,0.0,5.0,5.0,5.0,10,1359,16.5
7116,2210130002,a_a004360,와우정사,경기 용인시 처인구 해곡동 224-1,60.0,2,1.0,5.0,4.0,4.0,10,2480,14.7
7117,2211110006,a_a018221,아침고요수목원,경기 가평군 상면 행현리 623-3,150.0,1,0.0,5.0,5.0,5.0,11,2113,16.5
7119,2209250001,a_a003003,광장시장,서울 종로구 예지동 2-1,60.0,4,0.0,4.0,5.0,5.0,09,406,15.0
7130,2210150003,b_b007934,허브힐링센터,경기 포천시 신북면 삼정리 517-2,60.0,4,0.0,5.0,5.0,5.0,10,3613,16.5
7131,2208280007,a_a000593,월미도,인천 중구 북성동1가 산 1,120.0,6,1.0,5.0,5.0,4.0,08,2573,15.5
7135,2210020004,a_a003108,전통술박물관산사원 본원,경기 포천시 화현면 화현리 512,60.0,2,0.0,3.0,3.0,4.0,10,2963,10.9
7138,2210030012,a_a004051,프리마리오,서울 광진구 화양동 8-26,30.0,4,0.0,4.0,4.0,4.0,10,3442,13.2
7140,2209110002,a_a001940,장릉,경기 파주시 탄현면 갈현리 산 25-1,30.0,2,0.0,4.0,3.0,4.0,09,2928,12.4
7145,2210270008,a_a006998,장안문,경기 수원시 팔달구 장안동 329,60.0,7,0.0,5.0,5.0,5.0,10,2936,16.5
7150,2210280003,a_a012289,수원화성,경기 수원시 장안구 영화동 320-2,0.0,2,1.0,5.0,4.0,4.0,10,1894,14.7
7152,2210220003,a_a007943,용연,경기 수원시 장안구 연무동 190,30.0,2,0.0,4.0,4.0,4.0,10,2515,13.2
7157,2208250006,a_a000984,문화역서울284,서울 중구 봉래동2가 122-28,30.0,3,0.0,5.0,3.0,5.0,08,1207,14.9
7158,2209040004,a_a001133,짜장면박물관,인천 중구 선린동 38-1,30.0,2,0.0,5.0,5.0,5.0,09,3071,16.5
7160,2209240002,a_a002170,난지한강공원,서울 마포구 상암동 495-72,0.0,1,1.0,5.0,5.0,5.0,09,606,16.5
7161,2210090003,a_a004420,남이섬,강원 춘천시 남산면 방하리 197,90.0,1,0.0,5.0,5.0,5.0,10,644,16.5
7165,2211100005,a_a017544,아스테리움용산오피스텔,서울 용산구 한강로2가 419,30.0,4,0.0,4.0,4.0,4.0,11,2097,13.2
7169,2208280005,a_a001391,행궁동벽화마을,경기 수원시 팔달구 북수동,30.0,7,0.0,2.0,2.0,2.0,08,3586,6.6
7173,2209250005,a_a002853,이천시립박물관,경기 이천시 관고동 417,60.0,2,0.0,5.0,5.0,5.0,09,2761,16.5
7182,2210080005,a_a007333,노량진수산물도매시장,서울 동작구 노량진동 334,300.0,4,1.0,5.0,5.0,5.0,10,675,16.5
7183,2211050002,a_a014834,경성의상실,인천 중구 북성동2가 10-15,60.0,2,0.0,5.0,5.0,5.0,11,263,16.5
7196,2210170006,a_a004349,아쿠아필드 안성,경기 안성시 공도읍 진사리 354,180.0,6,0.0,5.0,4.0,4.0,10,2121,14.7
7197,2210300003,a_a009440,경복궁,서울 종로구 세종로 1-91,120.0,2,1.0,4.0,4.0,4.0,10,258,13.2
7200,2208220004,a_a000552,광화문광장,서울 종로구 세종로 1-68,60.0,3,1.0,4.0,4.0,4.0,08,415,13.2
7201,2210010003,a_a003980,휴대폰할인매장,,0.0,4,0.0,5.0,5.0,5.0,10,3794,16.5
7207,2210220006,a_a007243,사육신역사공원,서울 동작구 노량진동 155-1,30.0,2,0.0,5.0,5.0,5.0,10,1473,16.5
7208,2209230005,a_a002154,안양예술공원,경기 안양시 만안구 석수동 240-17,60.0,1,1.0,4.0,5.0,5.0,09,2177,15.0
7209,2210140006,a_a004643,헤이리무장애노을숲길,경기 파주시 탄현면 법흥리 1652-583,30.0,7,0.0,5.0,5.0,5.0,10,3620,16.5
7211,2210150002,a_a007182,화성행궁,,120.0,2,0.0,4.0,4.0,4.0,10,3752,13.2
7218,2211120010,a_a018110,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,0.0,5.0,4.0,5.0,11,3752,15.7
7220,2210080005,a_a005665,서울공예박물관,서울 종로구 안국동 175-112,90.0,2,0.0,4.0,4.0,4.0,10,1571,13.2
7222,2210310010,a_a011371,타임스퀘어,서울 영등포구 영등포동4가 442,30.0,4,1.0,5.0,5.0,5.0,10,3269,16.5
7232,2210300001,a_a003703,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,120.0,4,0.0,4.0,4.0,4.0,10,3652,13.2
